WP_000340715.1	lcl|NZ_RQHF01000008.1_cds_WP_002983174.1_3267	59.155	71	106
WP_004421326.1	lcl|NZ_RQHF01000008.1_cds_WP_135656840.1_3266	80.323	310	314
WP_004421326.1	lcl|NZ_RQHF01000035.1_cds_WP_135660461.1_1442	27.848	316	314
WP_004421326.1	lcl|NZ_RQHF01000035.1_cds_WP_002988752.1_1415	22.840	324	314
WP_004421326.1	lcl|NZ_RQHF01000042.1_cds_WP_135661006.1_3186	22.680	194	314
WP_004448470.1	lcl|NZ_RQHF01000025.1_cds_WP_135658473.1_2509	33.333	165	185
WP_004448459.1	lcl|NZ_RQHF01000035.1_cds_WP_002988752.1_1415	31.529	314	329
WP_004448459.1	lcl|NZ_RQHF01000028.1_cds_WP_002976825.1_178	29.450	309	329
WP_004448459.1	lcl|NZ_RQHF01000042.1_cds_WP_135661006.1_3186	28.152	341	329
WP_004448459.1	lcl|NZ_RQHF01000035.1_cds_WP_135660461.1_1442	29.568	301	329
WP_004448459.1	lcl|NZ_RQHF01000028.1_cds_WP_135659413.1_351	26.332	319	329
WP_004448459.1	lcl|NZ_RQHF01000008.1_cds_WP_135656796.1_3239	25.830	271	329
WP_004448459.1	lcl|NZ_RQHF01000008.1_cds_WP_135656840.1_3266	26.266	316	329
WP_004448459.1	lcl|NZ_RQHF01000008.1_cds_WP_135656761.1_3225	27.174	276	329
WP_004448459.1	lcl|NZ_RQHF01000028.1_cds_WP_135659487.1_404	27.600	250	329
WP_004448459.1	lcl|NZ_RQHF01000008.1_cds_WP_135656743.1_3216	21.569	255	329
WP_004448459.1	lcl|NZ_RQHF01000030.1_cds_WP_135659750.1_1856	24.528	265	329
WP_004448459.1	lcl|NZ_RQHF01000035.1_cds_WP_135660392.1_1363	28.235	170	329
WP_004448459.1	lcl|NZ_RQHF01000042.1_cds_WP_198288770.1_3197	24.351	308	329
WP_004448459.1	lcl|NZ_RQHF01000016.1_cds_WP_135658339.1_3572	22.957	257	329
WP_004448459.1	lcl|NZ_RQHF01000008.1_cds_WP_210413163.1_3229	31.532	111	329
WP_004448459.1	lcl|NZ_RQHF01000028.1_cds_WP_135659711.1_396	25.197	127	329
WP_004421408.1	lcl|NZ_RQHF01000030.1_cds_WP_135659777.1_1917	24.060	266	267
WP_004421408.1	lcl|NZ_RQHF01000008.1_cds_WP_135656753.1_3221	24.904	261	267
WP_004421408.1	lcl|NZ_RQHF01000042.1_cds_WP_135661005.1_3185	27.411	197	267
WP_004421408.1	lcl|NZ_RQHF01000028.1_cds_WP_083901906.1_287	27.485	171	267
WP_004448480.1	lcl|NZ_RQHF01000025.1_cds_WP_135658447.1_2487	24.085	328	510
WP_004448480.1	lcl|NZ_RQHF01000025.1_cds_WP_135658445.1_2486	30.189	106	510
WP_004448480.1	lcl|NZ_RQHF01000025.1_cds_WP_135658447.1_2487	24.085	328	510
WP_004448480.1	lcl|NZ_RQHF01000025.1_cds_WP_135658445.1_2486	30.189	106	510
WP_036062285.1	lcl|NZ_RQHF01000028.1_cds_WP_002976825.1_178	24.101	278	330
WP_036062285.1	lcl|NZ_RQHF01000028.1_cds_WP_135659487.1_404	28.517	263	330
WP_036062285.1	lcl|NZ_RQHF01000035.1_cds_WP_002988752.1_1415	27.174	276	330
WP_036062285.1	lcl|NZ_RQHF01000035.1_cds_WP_135660461.1_1442	26.807	332	330
WP_036062285.1	lcl|NZ_RQHF01000008.1_cds_WP_135656796.1_3239	26.136	264	330
WP_036062285.1	lcl|NZ_RQHF01000028.1_cds_WP_135659711.1_396	24.609	256	330
WP_036062285.1	lcl|NZ_RQHF01000042.1_cds_WP_135661006.1_3186	22.936	327	330
WP_036062285.1	lcl|NZ_RQHF01000016.1_cds_WP_135658339.1_3572	30.065	153	330
WP_036062285.1	lcl|NZ_RQHF01000035.1_cds_WP_135660392.1_1363	23.671	207	330
WP_036062285.1	lcl|NZ_RQHF01000028.1_cds_WP_135659413.1_351	28.000	150	330
WP_004448474.1	lcl|NZ_RQHF01000028.1_cds_WP_002980408.1_467	29.211	380	366
WP_004448474.1	lcl|NZ_RQHF01000008.1_cds_WP_135656809.1_3246	28.495	372	366
WP_004448474.1	lcl|NZ_RQHF01000008.1_cds_WP_135656832.1_3262	31.152	382	366
WP_004448474.1	lcl|NZ_RQHF01000012.1_cds_WP_135657910.1_1081	29.462	353	366
WP_004448477.1	lcl|NZ_RQHF01000008.1_cds_WP_135656832.1_3262	31.507	365	367
WP_004448477.1	lcl|NZ_RQHF01000008.1_cds_WP_135656809.1_3246	32.515	326	367
WP_004448477.1	lcl|NZ_RQHF01000012.1_cds_WP_135657910.1_1081	28.191	376	367
WP_004448477.1	lcl|NZ_RQHF01000028.1_cds_WP_002980408.1_467	28.108	370	367
WP_004448477.1	lcl|NZ_RQHF01000012.1_cds_WP_135657506.1_722	24.930	357	367
WP_004448477.1	lcl|NZ_RQHF01000009.1_cds_WP_135657274.1_2431	32.174	115	367
WP_036062289.1	lcl|NZ_RQHF01000012.1_cds_WP_135657444.1_670	40.329	243	265
WP_004448469.1	lcl|NZ_RQHF01000035.1_cds_WP_135660182.1_1175	34.516	310	310
WP_004448469.1	lcl|NZ_RQHF01000009.1_cds_WP_135657208.1_2360	30.323	310	310
WP_004448469.1	lcl|NZ_RQHF01000025.1_cds_WP_135658542.1_2572	23.485	132	310
WP_004448469.1	lcl|NZ_RQHF01000035.1_cds_WP_135660182.1_1175	34.516	310	310
WP_004448469.1	lcl|NZ_RQHF01000009.1_cds_WP_135657208.1_2360	30.323	310	310
WP_004448469.1	lcl|NZ_RQHF01000025.1_cds_WP_135658542.1_2572	23.485	132	310
WP_004448460.1	lcl|NZ_RQHF01000009.1_cds_WP_002978167.1_2385	41.667	60	140
WP_004421412.1	lcl|NZ_RQHF01000028.1_cds_WP_135659616.1_528	30.935	139	177
WP_004448479.1	lcl|NZ_RQHF01000008.1_cds_WP_135656749.1_3219	31.707	410	406
WP_004448479.1	lcl|NZ_RQHF01000025.1_cds_WP_135658574.1_2594	24.731	186	406
WP_004448479.1	lcl|NZ_RQHF01000015.1_cds_WP_135658204.1_2895	26.442	208	406
WP_004448466.1	lcl|NZ_RQHF01000008.1_cds_WP_135656809.1_3246	36.000	275	361
WP_004448466.1	lcl|NZ_RQHF01000008.1_cds_WP_135656832.1_3262	28.947	380	361
WP_004448466.1	lcl|NZ_RQHF01000028.1_cds_WP_002980408.1_467	28.462	390	361
WP_004448466.1	lcl|NZ_RQHF01000012.1_cds_WP_135657506.1_722	24.403	377	361
WP_004448466.1	lcl|NZ_RQHF01000012.1_cds_WP_135657910.1_1081	29.719	249	361
WP_004421447.1	lcl|NZ_RQHF01000008.1_cds_WP_135656812.1_3248	29.851	134	308
WP_004421447.1	lcl|NZ_RQHF01000008.1_cds_WP_135656812.1_3248	29.851	134	308
WP_243817856.1	lcl|NZ_RQHF01000013.1_cds_WP_244934551.1_3778	22.535	284	382
WP_243817856.1	lcl|NZ_RQHF01000013.1_cds_WP_244934551.1_3778	22.535	284	382
WP_243817856.1	lcl|NZ_RQHF01000013.1_cds_WP_244934551.1_3778	22.535	284	382
WP_243817856.1	lcl|NZ_RQHF01000013.1_cds_WP_244934551.1_3778	22.535	284	382
WP_036063888.1	lcl|NZ_RQHF01000008.1_cds_WP_135656836.1_3264	45.205	584	597
