WP_000340715.1	lcl|NC_017551.1_cds_WP_000340715.1_1289	100.000	86	106
WP_004421326.1	lcl|NC_017551.1_cds_WP_000410273.1_1290	94.268	314	314
WP_004421326.1	lcl|NC_017551.1_cds_WP_000093099.1_1309	53.968	63	314
WP_004421326.1	lcl|NC_017551.1_cds_WP_000744700.1_46	25.926	324	314
WP_004421326.1	lcl|NC_017551.1_cds_WP_000646256.1_1293	26.119	268	314
WP_004421326.1	lcl|NC_017551.1_cds_WP_000600889.1_1318	26.425	193	314
WP_004421326.1	lcl|NC_017551.1_cds_WP_000723092.1_1373	22.837	289	314
WP_004421326.1	lcl|NC_017551.1_cds_WP_001067556.1_1296	25.000	328	314
WP_243817859.1	lcl|NC_017551.1_cds_WP_000604524.1_1291	90.685	365	365
WP_004448470.1	lcl|NC_017551.1_cds_WP_000884059.1_1292	96.196	184	185
WP_004448470.1	lcl|NC_017551.1_cds_WP_000351733.1_1729	39.286	140	185
WP_004448459.1	lcl|NC_017551.1_cds_WP_000646256.1_1293	96.353	329	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000744700.1_46	32.698	315	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000600889.1_1318	31.962	316	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000723092.1_1373	30.448	335	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_001984071.1_3204	31.270	307	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000649925.1_203	30.031	323	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000709513.1_3216	29.102	323	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000601375.1_1345	25.333	300	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000688696.1_3184	29.197	274	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_001067556.1_1296	29.804	255	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000475901.1_1355	27.692	260	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000410273.1_1290	25.633	316	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_001074785.1_1934	28.302	265	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_001003556.1_3463	25.301	332	329
WP_004448459.1	lcl|NC_017551.1_cds_WP_000487322.1_1343	27.744	328	329
WP_004421408.1	lcl|NC_017551.1_cds_WP_000774263.1_1294	94.382	267	267
WP_004421408.1	lcl|NC_017551.1_cds_WP_000859505.1_1342	27.885	208	267
WP_004421408.1	lcl|NC_017551.1_cds_WP_000800438.1_1323	26.702	191	267
