WP_000340715.1	lcl|NZ_AKWH02000012.1_cds_WP_000340713.1_3311	95.349	86	106
WP_004421326.1	lcl|NZ_AKWH02000012.1_cds_WP_004768487.1_3310	98.387	310	314
WP_004421326.1	lcl|NZ_AKWH02000008.1_cds_WP_004753565.1_3621	25.926	324	314
WP_004421326.1	lcl|NZ_AKWH02000012.1_cds_WP_004768436.1_3264	21.107	289	314
WP_004421326.1	lcl|NZ_AKWH02000012.1_cds_WP_004755262.1_3237	23.488	281	314
WP_004421326.1	lcl|NZ_AKWH02000012.1_cds_WP_004768472.1_3262	20.968	310	314
WP_004448470.1	lcl|NZ_AKWH02000043.1_cds_WP_004752075.1_1375	40.000	140	185
WP_004448470.1	lcl|NZ_AKWH02000012.1_cds_WP_002725884.1_3281	34.463	177	185
WP_004448459.1	lcl|NZ_AKWH02000012.1_cds_WP_004768436.1_3264	31.034	319	329
WP_004448459.1	lcl|NZ_AKWH02000008.1_cds_WP_004753565.1_3621	32.381	315	329
WP_004448459.1	lcl|NZ_AKWH02000012.1_cds_WP_004755262.1_3237	30.746	335	329
WP_004448459.1	lcl|NZ_AKWH02000021.1_cds_WP_004751543.1_2723	32.686	309	329
WP_004448459.1	lcl|NZ_AKWH02000072.1_cds_WP_004768899.1_449	30.675	326	329
WP_004448459.1	lcl|NZ_AKWH02000012.1_cds_WP_004768472.1_3262	28.710	310	329
WP_004448459.1	lcl|NZ_AKWH02000021.1_cds_WP_004762820.1_2712	29.412	323	329
WP_004448459.1	lcl|NZ_AKWH02000027.1_cds_WP_004769131.1_2491	27.729	339	329
WP_004448459.1	lcl|NZ_AKWH02000012.1_cds_WP_004768487.1_3310	24.695	328	329
WP_004448459.1	lcl|NZ_AKWH02000012.1_cds_WP_002759862.1_3259	26.812	276	329
WP_004448459.1	lcl|NZ_AKWH02000018.1_cds_WP_004769914.1_2915	28.090	267	329
WP_004448459.1	lcl|NZ_AKWH02000015.1_cds_WP_004768084.1_3104	25.820	244	329
WP_004448459.1	lcl|NZ_AKWH02000077.1_cds_WP_004750263.1_281	25.373	268	329
WP_004448459.1	lcl|NZ_AKWH02000073.1_cds_WP_004771695.1_350	30.469	128	329
WP_004421408.1	lcl|NZ_AKWH02000012.1_cds_WP_002725899.1_3263	27.273	231	267
WP_004421408.1	lcl|NZ_AKWH02000012.1_cds_WP_004754191.1_3236	26.455	189	267
WP_004421408.1	lcl|NZ_AKWH02000027.1_cds_WP_004760150.1_2469	35.088	114	267
WP_004421408.1	lcl|NZ_AKWH02000003.1_cds_WP_004758210.1_3967	36.047	86	267
WP_004448480.1	lcl|NZ_AKWH02000018.1_cds_WP_004751764.1_2987	25.982	331	510
WP_004448480.1	lcl|NZ_AKWH02000018.1_cds_WP_004767754.1_2986	30.435	92	510
WP_004448480.1	lcl|NZ_AKWH02000018.1_cds_WP_004751764.1_2987	25.982	331	510
WP_004448480.1	lcl|NZ_AKWH02000018.1_cds_WP_004767754.1_2986	30.435	92	510
WP_036062285.1	lcl|NZ_AKWH02000021.1_cds_WP_004751543.1_2723	26.199	271	330
WP_036062285.1	lcl|NZ_AKWH02000012.1_cds_WP_004768436.1_3264	23.723	274	330
WP_036062285.1	lcl|NZ_AKWH02000012.1_cds_WP_004755262.1_3237	24.713	348	330
WP_036062285.1	lcl|NZ_AKWH02000008.1_cds_WP_004753565.1_3621	26.449	276	330
WP_036062285.1	lcl|NZ_AKWH02000015.1_cds_WP_004768084.1_3104	28.395	243	330
WP_036062285.1	lcl|NZ_AKWH02000072.1_cds_WP_004768899.1_449	29.249	253	330
WP_036062285.1	lcl|NZ_AKWH02000027.1_cds_WP_004769131.1_2491	25.339	221	330
WP_004448474.1	lcl|NZ_AKWH02000012.1_cds_WP_004768410.1_3244	33.238	349	366
WP_004448474.1	lcl|NZ_AKWH02000027.1_cds_WP_004754030.1_2475	28.232	379	366
WP_004448474.1	lcl|NZ_AKWH02000012.1_cds_WP_004768382.1_3300	39.013	223	366
WP_004448474.1	lcl|NZ_AKWH02000012.1_cds_WP_002759991.1_3287	30.179	391	366
WP_004448474.1	lcl|NZ_AKWH02000062.1_cds_WP_004752829.1_898	30.532	357	366
WP_004448474.1	lcl|NZ_AKWH02000012.1_cds_WP_004768391.1_3303	38.350	206	366
WP_004448474.1	lcl|NZ_AKWH02000062.1_cds_WP_004771239.1_823	32.105	190	366
WP_004448477.1	lcl|NZ_AKWH02000012.1_cds_WP_004768410.1_3244	35.608	337	367
WP_004448477.1	lcl|NZ_AKWH02000012.1_cds_WP_002759991.1_3287	31.452	372	367
WP_004448477.1	lcl|NZ_AKWH02000062.1_cds_WP_004752829.1_898	31.183	372	367
WP_004448477.1	lcl|NZ_AKWH02000027.1_cds_WP_004754030.1_2475	30.871	379	367
