WP_000340715.1	lcl|NZ_RQFK01000033.1_cds_WP_135603130.1_2254	62.821	78	106
WP_004421326.1	lcl|NZ_RQFK01000033.1_cds_WP_135603018.1_2253	80.323	310	314
WP_004421326.1	lcl|NZ_RQFK01000026.1_cds_WP_135601545.1_415	27.302	315	314
WP_004421326.1	lcl|NZ_RQFK01000026.1_cds_WP_135601520.1_388	23.148	324	314
WP_004421326.1	lcl|NZ_RQFK01000033.1_cds_WP_135602952.1_2185	22.822	241	314
WP_004421326.1	lcl|NZ_RQFK01000023.1_cds_WP_135601059.1_3400	22.872	188	314
WP_243817859.1	lcl|NZ_RQFK01000033.1_cds_WP_135603016.1_2251	52.762	362	365
WP_004448470.1	lcl|NZ_RQFK01000011.1_cds_WP_135600389.1_1561	35.484	124	185
WP_004448459.1	lcl|NZ_RQFK01000026.1_cds_WP_135601520.1_388	31.529	314	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135602952.1_2185	29.129	333	329
WP_004448459.1	lcl|NZ_RQFK01000026.1_cds_WP_135602040.1_994	30.744	309	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_208725860.1_2209	28.889	315	329
WP_004448459.1	lcl|NZ_RQFK01000023.1_cds_WP_135601059.1_3400	28.446	341	329
WP_004448459.1	lcl|NZ_RQFK01000026.1_cds_WP_135601876.1_804	27.795	331	329
WP_004448459.1	lcl|NZ_RQFK01000026.1_cds_WP_135601545.1_415	27.742	310	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135602985.1_2219	28.309	272	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135603018.1_2253	26.266	316	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135602997.1_2231	24.522	314	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135602968.1_2202	27.092	251	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135602937.1_2170	25.556	270	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135602978.1_2212	29.677	155	329
WP_004448459.1	lcl|NZ_RQFK01000023.1_cds_WP_208725730.1_3411	24.351	308	329
WP_004448459.1	lcl|NZ_RQFK01000026.1_cds_WP_135601221.1_35	25.843	178	329
WP_004448459.1	lcl|NZ_RQFK01000026.1_cds_WP_135601461.1_322	27.586	174	329
WP_004448459.1	lcl|NZ_RQFK01000033.1_cds_WP_135602967.1_2201	19.841	252	329
WP_004421408.1	lcl|NZ_RQFK01000033.1_cds_WP_135602990.1_2224	24.889	225	267
WP_004421408.1	lcl|NZ_RQFK01000033.1_cds_WP_135602976.1_2210	25.641	234	267
WP_004421408.1	lcl|NZ_RQFK01000033.1_cds_WP_135602909.1_2109	24.436	266	267
WP_004421408.1	lcl|NZ_RQFK01000033.1_cds_WP_135602951.1_2184	24.873	197	267
WP_004421408.1	lcl|NZ_RQFK01000023.1_cds_WP_135601058.1_3399	26.904	197	267
WP_004421408.1	lcl|NZ_RQFK01000026.1_cds_WP_135601950.1_886	28.488	172	267
WP_004448480.1	lcl|NZ_RQFK01000011.1_cds_WP_135600370.1_1539	24.620	329	510
WP_004448480.1	lcl|NZ_RQFK01000011.1_cds_WP_135600369.1_1538	27.358	106	510
WP_004448480.1	lcl|NZ_RQFK01000011.1_cds_WP_135600370.1_1539	24.620	329	510
WP_004448480.1	lcl|NZ_RQFK01000011.1_cds_WP_135600369.1_1538	27.358	106	510
WP_036062285.1	lcl|NZ_RQFK01000033.1_cds_WP_135602997.1_2231	34.385	317	330
WP_036062285.1	lcl|NZ_RQFK01000026.1_cds_WP_135602040.1_994	25.000	272	330
WP_036062285.1	lcl|NZ_RQFK01000026.1_cds_WP_135601520.1_388	27.174	276	330
WP_036062285.1	lcl|NZ_RQFK01000026.1_cds_WP_135601545.1_415	26.140	329	330
WP_036062285.1	lcl|NZ_RQFK01000033.1_cds_WP_135602985.1_2219	26.616	263	330
WP_036062285.1	lcl|NZ_RQFK01000026.1_cds_WP_135601888.1_817	29.927	137	330
WP_036062285.1	lcl|NZ_RQFK01000033.1_cds_WP_135602952.1_2185	22.462	325	330
WP_036062285.1	lcl|NZ_RQFK01000023.1_cds_WP_135601059.1_3400	24.638	276	330
WP_036062285.1	lcl|NZ_RQFK01000026.1_cds_WP_135601221.1_35	28.462	130	330
WP_036062285.1	lcl|NZ_RQFK01000026.1_cds_WP_135601461.1_322	25.837	209	330
WP_004448474.1	lcl|NZ_RQFK01000033.1_cds_WP_135603015.1_2249	32.507	363	366
WP_004448474.1	lcl|NZ_RQFK01000033.1_cds_WP_135602988.1_2222	40.741	243	366
WP_004448474.1	lcl|NZ_RQFK01000026.1_cds_WP_135601757.1_667	28.346	381	366
WP_004448474.1	lcl|NZ_RQFK01000009.1_cds_WP_135600199.1_3217	29.745	353	366
WP_004448474.1	lcl|NZ_RQFK01000033.1_cds_WP_135602996.1_2230	34.513	226	366
WP_004448477.1	lcl|NZ_RQFK01000033.1_cds_WP_135603015.1_2249	31.148	366	367
WP_004448477.1	lcl|NZ_RQFK01000033.1_cds_WP_135602988.1_2222	36.364	264	367
WP_004448477.1	lcl|NZ_RQFK01000009.1_cds_WP_135600199.1_3217	28.723	376	367
WP_004448477.1	lcl|NZ_RQFK01000026.1_cds_WP_135601757.1_667	29.558	362	367
WP_004448477.1	lcl|NZ_RQFK01000033.1_cds_WP_135602996.1_2230	27.829	327	367
WP_004448477.1	lcl|NZ_RQFK01000026.1_cds_WP_135602314.1_1297	26.050	357	367
WP_036062289.1	lcl|NZ_RQFK01000026.1_cds_WP_100741966.1_1247	40.741	243	265
WP_004448469.1	lcl|NZ_RQFK01000026.1_cds_WP_135601303.1_132	34.839	310	310
WP_004448469.1	lcl|NZ_RQFK01000028.1_cds_WP_135602565.1_2747	30.000	320	310
WP_004448469.1	lcl|NZ_RQFK01000011.1_cds_WP_135600447.1_1626	24.167	240	310
WP_004448469.1	lcl|NZ_RQFK01000026.1_cds_WP_135601303.1_132	34.839	310	310
WP_004448469.1	lcl|NZ_RQFK01000028.1_cds_WP_135602565.1_2747	30.000	320	310
WP_004448469.1	lcl|NZ_RQFK01000011.1_cds_WP_135600447.1_1626	24.167	240	310
WP_004448471.1	lcl|NZ_RQFK01000028.1_cds_WP_135602660.1_2855	25.806	124	264
WP_004448460.1	lcl|NZ_RQFK01000028.1_cds_WP_244310488.1_2721	41.667	60	140
WP_004448464.1	lcl|NZ_RQFK01000011.1_cds_WP_135600465.1_1648	29.126	103	221
WP_004448464.1	lcl|NZ_RQFK01000023.1_cds_WP_135601110.1_3461	28.283	99	221
WP_004421412.1	lcl|NZ_RQFK01000026.1_cds_WP_135601709.1_604	33.113	151	177
WP_004448466.1	lcl|NZ_RQFK01000033.1_cds_WP_135602988.1_2222	40.598	234	361
WP_004448466.1	lcl|NZ_RQFK01000033.1_cds_WP_135603015.1_2249	29.114	395	361
WP_004448466.1	lcl|NZ_RQFK01000033.1_cds_WP_135602996.1_2230	29.722	360	361
WP_004448466.1	lcl|NZ_RQFK01000026.1_cds_WP_135601757.1_667	27.692	390	361
