WP_000340715.1	lcl|NZ_MCLW01000094.1_cds_WP_000340713.1_3994	95.349	86	106
WP_004421326.1	lcl|NZ_MCLW01000094.1_cds_WP_000412665.1_3995	98.071	311	314
WP_004421326.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	23.871	310	314
WP_004421326.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	25.926	324	314
WP_004421326.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	21.300	277	314
WP_004421326.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	23.264	288	314
WP_004448470.1	lcl|NZ_MCLW01000001.1_cds_WP_000351733.1_63	39.286	140	185
WP_004448459.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	32.698	315	329
WP_004448459.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	30.372	349	329
WP_004448459.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	30.746	335	329
WP_004448459.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	31.104	299	329
WP_004448459.1	lcl|NZ_MCLW01000036.1_cds_WP_001984071.1_2452	31.270	307	329
WP_004448459.1	lcl|NZ_MCLW01000048.1_cds_WP_000649923.1_2865	30.031	323	329
WP_004448459.1	lcl|NZ_MCLW01000246.1_cds_WP_000709511.1_1871	29.305	331	329
WP_004448459.1	lcl|NZ_MCLW01000113.1_cds_WP_000688695.1_359	29.197	274	329
WP_004448459.1	lcl|NZ_MCLW01000094.1_cds_WP_000412665.1_3995	25.157	318	329
WP_004448459.1	lcl|NZ_MCLW01000043.1_cds_WP_000377753.1_2698	24.646	353	329
WP_004448459.1	lcl|NZ_MCLW01000063.1_cds_WP_001074783.1_3311	27.925	265	329
WP_004448459.1	lcl|NZ_MCLW01000029.1_cds_WP_001003558.1_2112	24.850	334	329
WP_004448459.1	lcl|NZ_MCLW01000115.1_cds_WP_000048849.1_386	23.770	244	329
WP_004421408.1	lcl|NZ_MCLW01000115.1_cds_WP_000432841.1_381	30.472	233	267
WP_004421408.1	lcl|NZ_MCLW01000200.1_cds_WP_000842260.1_1547	26.842	190	267
WP_004421408.1	lcl|NZ_MCLW01000017.1_cds_WP_000667727.1_1192	33.636	110	267
WP_004421408.1	lcl|NZ_MCLW01000043.1_cds_WP_000869621.1_2699	21.912	251	267
WP_004421408.1	lcl|NZ_MCLW01000026.1_cds_WP_000805359.1_1964	34.314	102	267
WP_004448480.1	lcl|NZ_MCLW01000005.1_cds_WP_000291586.1_2926	27.077	325	510
WP_004448480.1	lcl|NZ_MCLW01000005.1_cds_WP_000364507.1_2925	31.111	90	510
WP_004448480.1	lcl|NZ_MCLW01000005.1_cds_WP_000291586.1_2926	27.077	325	510
WP_004448480.1	lcl|NZ_MCLW01000005.1_cds_WP_000364507.1_2925	31.111	90	510
WP_036062285.1	lcl|NZ_MCLW01000036.1_cds_WP_001984071.1_2452	25.368	272	330
WP_036062285.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	24.164	269	330
WP_036062285.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	26.582	316	330
WP_036062285.1	lcl|NZ_MCLW01000029.1_cds_WP_001003558.1_2112	29.218	243	330
WP_036062285.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	24.096	332	330
WP_036062285.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	25.000	256	330
WP_036062285.1	lcl|NZ_MCLW01000115.1_cds_WP_000048849.1_386	30.469	128	330
WP_036062285.1	lcl|NZ_MCLW01000048.1_cds_WP_000649923.1_2865	29.688	256	330
WP_036062285.1	lcl|NZ_MCLW01000113.1_cds_WP_000688695.1_359	26.244	221	330
WP_036062285.1	lcl|NZ_MCLW01000043.1_cds_WP_000697617.1_2696	25.591	254	330
WP_036062285.1	lcl|NZ_MCLW01000043.1_cds_WP_000377753.1_2698	23.770	244	330
WP_004448474.1	lcl|NZ_MCLW01000176.1_cds_WP_000575187.1_1240	34.097	349	366
WP_004448474.1	lcl|NZ_MCLW01000043.1_cds_WP_000738262.1_2717	31.854	383	366
WP_004448474.1	lcl|NZ_MCLW01000134.1_cds_WP_001281957.1_693	27.177	379	366
WP_004448474.1	lcl|NZ_MCLW01000009.1_cds_WP_000538758.1_3917	29.972	357	366
WP_004448474.1	lcl|NZ_MCLW01000043.1_cds_WP_001154829.1_2718	26.801	347	366
WP_004448474.1	lcl|NZ_MCLW01000115.1_cds_WP_001054317.1_377	26.997	363	366
WP_004448474.1	lcl|NZ_MCLW01000231.1_cds_WP_001982414.1_1777	31.579	190	366
WP_004448477.1	lcl|NZ_MCLW01000176.1_cds_WP_000575187.1_1240	36.950	341	367
WP_004448477.1	lcl|NZ_MCLW01000009.1_cds_WP_000538758.1_3917	31.915	376	367
WP_004448477.1	lcl|NZ_MCLW01000043.1_cds_WP_000738262.1_2717	32.687	361	367
WP_004448477.1	lcl|NZ_MCLW01000043.1_cds_WP_001154829.1_2718	32.132	333	367
WP_004448477.1	lcl|NZ_MCLW01000134.1_cds_WP_001281957.1_693	30.159	378	367
WP_004448477.1	lcl|NZ_MCLW01000115.1_cds_WP_001054317.1_377	26.844	339	367
WP_004448477.1	lcl|NZ_MCLW01000231.1_cds_WP_001982414.1_1777	24.931	361	367
WP_036062289.1	lcl|NZ_MCLW01000077.1_cds_WP_001002663.1_3619	45.679	243	265
WP_004448469.1	lcl|NZ_MCLW01000069.1_cds_WP_000501205.1_3422	35.526	304	310
WP_004448469.1	lcl|NZ_MCLW01000014.1_cds_WP_001183723.1_790	28.295	258	310
WP_004448469.1	lcl|NZ_MCLW01000128.1_cds_WP_000279894.1_573	27.068	133	310
WP_004448469.1	lcl|NZ_MCLW01000069.1_cds_WP_000501205.1_3422	35.526	304	310
WP_004448469.1	lcl|NZ_MCLW01000014.1_cds_WP_001183723.1_790	28.295	258	310
WP_004448469.1	lcl|NZ_MCLW01000128.1_cds_WP_000279894.1_573	27.068	133	310
WP_004448460.1	lcl|NZ_MCLW01000081.1_cds_WP_000739277.1_3741	43.137	51	140
WP_004448460.1	lcl|NZ_MCLW01000088.1_cds_WP_002069656.1_3856	41.071	56	140
WP_004448464.1	lcl|NZ_MCLW01000002.1_cds_WP_001082178.1_1465	28.205	78	221
WP_004448464.1	lcl|NZ_MCLW01000097.1_cds_WP_001069832.1_4050	28.440	109	221
WP_004421412.1	lcl|NZ_MCLW01000002.1_cds_WP_025176604.1_1459	32.576	132	177
WP_004448479.1	lcl|NZ_MCLW01000043.1_cds_WP_000445586.1_2701	27.000	400	406
WP_004448479.1	lcl|NZ_MCLW01000097.1_cds_WP_000347683.1_4051	26.442	208	406
