WP_000340715.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000340715.1_819	100.000	86	106
WP_004421326.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000410273.1_820	94.268	314	314
WP_004421326.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000093099.1_840	53.968	63	314
WP_004421326.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	26.493	268	314
WP_004421326.1	lcl|NZ_JAGGCK010000007.1_cds_WP_000744700.1_1199	25.926	324	314
WP_004421326.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000600889.1_849	26.425	193	314
WP_004421326.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000723090.1_902	22.917	288	314
WP_004421326.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	25.000	328	314
WP_243817859.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000604524.1_821	90.685	365	365
WP_004448470.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000884059.1_822	96.196	184	185
WP_004448470.1	lcl|NZ_JAGGCK010000003.1_cds_WP_000351733.1_547	39.286	140	185
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	96.049	329	329
WP_004448459.1	lcl|NZ_JAGGCK010000007.1_cds_WP_000744700.1_1199	32.698	315	329
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000600889.1_849	31.962	316	329
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000723090.1_902	30.448	335	329
WP_004448459.1	lcl|NZ_JAGGCK010000048.1_cds_WP_001984071.1_3451	31.270	307	329
WP_004448459.1	lcl|NZ_JAGGCK010000009.1_cds_WP_000649925.1_1475	30.031	323	329
WP_004448459.1	lcl|NZ_JAGGCK010000060.1_cds_WP_000709511.1_3655	29.305	331	329
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000601375.1_876	25.333	300	329
WP_004448459.1	lcl|NZ_JAGGCK010000044.1_cds_WP_000688695.1_3373	29.197	274	329
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	29.804	255	329
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000475904.1_885	27.899	276	329
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000410273.1_820	25.633	316	329
WP_004448459.1	lcl|NZ_JAGGCK010000008.1_cds_WP_001074785.1_1309	28.302	265	329
WP_004448459.1	lcl|NZ_JAGGCK010000019.1_cds_WP_001003555.1_2415	24.852	338	329
WP_004448459.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000487322.1_874	27.744	328	329
