WP_000340715.1	lcl|NZ_JQRI01000085.1_cds_WP_004462903.1_2712	95.349	86	106
WP_004421326.1	lcl|NZ_JQRI01000085.1_cds_WP_061220368.1_2711	92.581	310	314
WP_004421326.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	25.697	323	314
WP_004421326.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	26.119	268	314
WP_004421326.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	23.793	290	314
WP_004421326.1	lcl|NZ_JQRI01000050.1_cds_WP_004490254.1_1805	21.649	194	314
WP_004421326.1	lcl|NZ_JQRI01000062.1_cds_WP_061220221.1_2135	23.611	216	314
WP_243817859.1	lcl|NZ_JQRI01000085.1_cds_WP_004479563.1_2710	84.658	365	365
WP_004448470.1	lcl|NZ_JQRI01000085.1_cds_WP_016755108.1_2709	96.196	184	185
WP_004448470.1	lcl|NZ_JQRI01000002.1_cds_WP_004460143.1_78	33.562	146	185
WP_004448459.1	lcl|NZ_JQRI01000085.1_cds_WP_004479538.1_2708	93.902	328	329
WP_004448459.1	lcl|NZ_JQRI01000092.1_cds_WP_004461583.1_2840	30.159	315	329
WP_004448459.1	lcl|NZ_JQRI01000062.1_cds_WP_061220221.1_2135	32.692	312	329
WP_004448459.1	lcl|NZ_JQRI01000018.1_cds_WP_004476514.1_794	31.045	335	329
WP_004448459.1	lcl|NZ_JQRI01000003.1_cds_WP_004487738.1_251	30.960	323	329
WP_004448459.1	lcl|NZ_JQRI01000062.1_cds_WP_004461242.1_2132	29.412	323	329
WP_004448459.1	lcl|NZ_JQRI01000050.1_cds_WP_004490254.1_1805	26.979	341	329
WP_004448459.1	lcl|NZ_JQRI01000085.1_cds_WP_020783865.1_2705	30.980	255	329
WP_004448459.1	lcl|NZ_JQRI01000001.1_cds_WP_061219727.1_35	26.254	339	329
WP_004448459.1	lcl|NZ_JQRI01000085.1_cds_WP_061220368.1_2711	25.397	315	329
