WP_000340715.1	lcl|NZ_AOWJ01000112.1_cds_WP_000340715.1_1880	100.000	86	106
WP_004421326.1	lcl|NZ_AOWJ01000112.1_cds_WP_000410273.1_1879	94.268	314	314
WP_004421326.1	lcl|NZ_AOWJ01000112.1_cds_WP_000646255.1_1876	26.493	268	314
WP_004421326.1	lcl|NZ_AOWJ01000097.1_cds_WP_000744695.1_1393	25.926	324	314
WP_004421326.1	lcl|NZ_AOWJ01000155.1_cds_WP_000600891.1_3140	26.425	193	314
WP_004421326.1	lcl|NZ_AOWJ01000155.1_cds_WP_000723081.1_3192	22.917	288	314
WP_004421326.1	lcl|NZ_AOWJ01000117.1_cds_WP_000649929.1_2100	26.606	327	314
WP_004421326.1	lcl|NZ_AOWJ01000112.1_cds_WP_001067557.1_1873	25.000	328	314
WP_243817859.1	lcl|NZ_AOWJ01000112.1_cds_WP_000604524.1_1878	90.685	365	365
WP_004448470.1	lcl|NZ_AOWJ01000112.1_cds_WP_000884059.1_1877	96.196	184	185
WP_004448470.1	lcl|NZ_AOWJ01000103.1_cds_WP_000351733.1_1613	39.286	140	185
WP_004448459.1	lcl|NZ_AOWJ01000112.1_cds_WP_000646255.1_1876	95.745	329	329
WP_004448459.1	lcl|NZ_AOWJ01000097.1_cds_WP_000744695.1_1393	33.016	315	329
WP_004448459.1	lcl|NZ_AOWJ01000155.1_cds_WP_000600891.1_3140	31.962	316	329
WP_004448459.1	lcl|NZ_AOWJ01000155.1_cds_WP_000723081.1_3192	30.746	335	329
WP_004448459.1	lcl|NZ_AOWJ01000052.1_cds_WP_002064390.1_787	30.945	307	329
WP_004448459.1	lcl|NZ_AOWJ01000117.1_cds_WP_000649929.1_2100	30.031	323	329
WP_004448459.1	lcl|NZ_AOWJ01000068.1_cds_WP_000709511.1_951	29.305	331	329
WP_004448459.1	lcl|NZ_AOWJ01000155.1_cds_WP_000601375.1_3167	25.333	300	329
WP_004448459.1	lcl|NZ_AOWJ01000052.1_cds_WP_000688698.1_767	29.197	274	329
WP_004448459.1	lcl|NZ_AOWJ01000112.1_cds_WP_001067557.1_1873	29.804	255	329
WP_004448459.1	lcl|NZ_AOWJ01000112.1_cds_WP_000410273.1_1879	25.633	316	329
WP_004448459.1	lcl|NZ_AOWJ01000155.1_cds_WP_000475897.1_3175	27.692	260	329
WP_004448459.1	lcl|NZ_AOWJ01000129.1_cds_WP_001074779.1_2441	27.925	265	329
WP_004448459.1	lcl|NZ_AOWJ01000147.1_cds_WP_001003563.1_2961	25.984	254	329
WP_004448459.1	lcl|NZ_AOWJ01000155.1_cds_WP_000487319.1_3165	28.049	328	329
WP_004421408.1	lcl|NZ_AOWJ01000112.1_cds_WP_000774259.1_1875	94.757	267	267
WP_004421408.1	lcl|NZ_AOWJ01000155.1_cds_WP_000859505.1_3164	27.885	208	267
WP_004421408.1	lcl|NZ_AOWJ01000155.1_cds_WP_000800439.1_3145	26.702	191	267
WP_004421408.1	lcl|NZ_AOWJ01000155.1_cds_WP_000842260.1_3193	26.842	190	267
WP_004421408.1	lcl|NZ_AOWJ01000169.1_cds_WP_000667727.1_3584	33.636	110	267
WP_004421408.1	lcl|NZ_AOWJ01000173.1_cds_WP_000805357.1_3681	33.333	102	267
WP_004448480.1	lcl|NZ_AOWJ01000112.1_cds_WP_000612799.1_1874	96.078	510	510
WP_004448480.1	lcl|NZ_AOWJ01000156.1_cds_WP_000291581.1_3326	27.077	325	510
WP_004448480.1	lcl|NZ_AOWJ01000156.1_cds_WP_000364504.1_3327	31.111	90	510
WP_004448480.1	lcl|NZ_AOWJ01000112.1_cds_WP_000612799.1_1874	96.078	510	510
WP_004448480.1	lcl|NZ_AOWJ01000156.1_cds_WP_000291581.1_3326	27.077	325	510
WP_004448480.1	lcl|NZ_AOWJ01000156.1_cds_WP_000364504.1_3327	31.111	90	510
WP_036062285.1	lcl|NZ_AOWJ01000112.1_cds_WP_001067557.1_1873	96.667	330	330
WP_036062285.1	lcl|NZ_AOWJ01000112.1_cds_WP_000646255.1_1876	29.316	307	330
WP_036062285.1	lcl|NZ_AOWJ01000155.1_cds_WP_000600891.1_3140	27.068	266	330
WP_036062285.1	lcl|NZ_AOWJ01000052.1_cds_WP_002064390.1_787	25.735	272	330
WP_036062285.1	lcl|NZ_AOWJ01000097.1_cds_WP_000744695.1_1393	26.266	316	330
WP_036062285.1	lcl|NZ_AOWJ01000155.1_cds_WP_000723081.1_3192	24.324	333	330
WP_036062285.1	lcl|NZ_AOWJ01000147.1_cds_WP_001003563.1_2961	28.395	243	330
WP_036062285.1	lcl|NZ_AOWJ01000117.1_cds_WP_000649929.1_2100	29.688	256	330
WP_036062285.1	lcl|NZ_AOWJ01000052.1_cds_WP_000688698.1_767	25.339	221	330
WP_036062285.1	lcl|NZ_AOWJ01000155.1_cds_WP_000601375.1_3167	27.273	275	330
WP_004448474.1	lcl|NZ_AOWJ01000112.1_cds_WP_001198107.1_1872	95.628	366	366
WP_004448474.1	lcl|NZ_AOWJ01000112.1_cds_WP_000608291.1_1871	40.000	370	366
WP_004448474.1	lcl|NZ_AOWJ01000155.1_cds_WP_000575181.1_3186	33.148	359	366
WP_004448474.1	lcl|NZ_AOWJ01000169.1_cds_WP_001281953.1_3578	27.704	379	366
WP_004448474.1	lcl|NZ_AOWJ01000155.1_cds_WP_000346041.1_3148	27.809	356	366
WP_004448474.1	lcl|NZ_AOWJ01000092.1_cds_WP_000538755.1_1301	29.972	357	366
WP_004448474.1	lcl|NZ_AOWJ01000155.1_cds_WP_000947841.1_3141	27.168	346	366
WP_004448474.1	lcl|NZ_AOWJ01000161.1_cds_WP_001982414.1_3454	31.579	190	366
WP_004448477.1	lcl|NZ_AOWJ01000112.1_cds_WP_000608291.1_1871	95.095	367	367
WP_004448477.1	lcl|NZ_AOWJ01000112.1_cds_WP_001198107.1_1872	39.726	365	367
WP_004448477.1	lcl|NZ_AOWJ01000155.1_cds_WP_000575181.1_3186	36.043	369	367
WP_004448477.1	lcl|NZ_AOWJ01000092.1_cds_WP_000538755.1_1301	31.915	376	367
WP_004448477.1	lcl|NZ_AOWJ01000169.1_cds_WP_001281953.1_3578	30.423	378	367
WP_004448477.1	lcl|NZ_AOWJ01000155.1_cds_WP_000346041.1_3148	25.000	364	367
WP_004448477.1	lcl|NZ_AOWJ01000155.1_cds_WP_000947841.1_3141	25.562	356	367
WP_004448477.1	lcl|NZ_AOWJ01000161.1_cds_WP_001982414.1_3454	24.931	361	367
WP_004448462.1	lcl|NZ_AOWJ01000112.1_cds_WP_000689739.1_1870	89.338	544	544
WP_004448462.1	lcl|NZ_AOWJ01000112.1_cds_WP_000689739.1_1870	89.338	544	544
WP_036062289.1	lcl|NZ_AOWJ01000112.1_cds_WP_000342716.1_1869	92.453	265	265
WP_036062289.1	lcl|NZ_AOWJ01000095.1_cds_WP_001002662.1_1335	45.679	243	265
WP_004448469.1	lcl|NZ_AOWJ01000112.1_cds_WP_001246623.1_1868	93.548	310	310
WP_004448469.1	lcl|NZ_AOWJ01000174.1_cds_WP_000501205.1_3719	35.526	304	310
WP_004448469.1	lcl|NZ_AOWJ01000101.1_cds_WP_001183714.1_1537	28.295	258	310
WP_004448469.1	lcl|NZ_AOWJ01000021.1_cds_WP_000279890.1_229	26.316	133	310
WP_004448469.1	lcl|NZ_AOWJ01000112.1_cds_WP_001246623.1_1868	93.548	310	310
WP_004448469.1	lcl|NZ_AOWJ01000174.1_cds_WP_000501205.1_3719	35.526	304	310
WP_004448469.1	lcl|NZ_AOWJ01000101.1_cds_WP_001183714.1_1537	28.295	258	310
WP_004448469.1	lcl|NZ_AOWJ01000021.1_cds_WP_000279890.1_229	26.316	133	310
WP_004448471.1	lcl|NZ_AOWJ01000112.1_cds_WP_000479984.1_1867	95.833	264	264
WP_004421278.1	lcl|NZ_AOWJ01000112.1_cds_WP_000715958.1_1866	93.023	129	130
WP_004448460.1	lcl|NZ_AOWJ01000112.1_cds_WP_001088861.1_1865	95.652	138	140
WP_004448460.1	lcl|NZ_AOWJ01000166.1_cds_WP_033108461.1_3508	41.071	56	140
WP_004448464.1	lcl|NZ_AOWJ01000112.1_cds_WP_000517242.1_1864	95.023	221	221
WP_004448464.1	lcl|NZ_AOWJ01000097.1_cds_WP_001082179.1_1422	28.205	78	221
WP_004448464.1	lcl|NZ_AOWJ01000119.1_cds_WP_001069832.1_2125	28.440	109	221
WP_004448464.1	lcl|NZ_AOWJ01000013.1_cds_WP_001069832.1_96	28.440	109	221
WP_232724681.1	lcl|NZ_AOWJ01000112.1_cds_LEP2GSC063_RS1000000127650_1863	90.476	63	115
WP_232724681.1	lcl|NZ_AOWJ01000112.1_cds_LEP2GSC063_RS1000000127650_1863	81.481	27	115
WP_232724681.1	lcl|NZ_AOWJ01000112.1_cds_LEP2GSC063_RS1000000127650_1863	37.736	106	115
WP_243817857.1	lcl|NZ_AOWJ01000112.1_cds_LEP2GSC063_RS1000000127650_1863	49.206	63	59
WP_004421412.1	lcl|NZ_AOWJ01000099.1_cds_WP_001206947.1_1461	32.576	132	177
WP_004448479.1	lcl|NZ_AOWJ01000119.1_cds_WP_000347676.1_2124	26.457	223	406
WP_004448479.1	lcl|NZ_AOWJ01000013.1_cds_WP_000347676.1_97	26.457	223	406
WP_004448479.1	lcl|NZ_AOWJ01000097.1_cds_WP_001082179.1_1422	26.829	164	406
WP_004448479.1	lcl|NZ_AOWJ01000155.1_cds_WP_000661931.1_3161	26.087	138	406
WP_004448466.1	lcl|NZ_AOWJ01000112.1_cds_WP_000608291.1_1871	41.485	229	361
WP_004448466.1	lcl|NZ_AOWJ01000169.1_cds_WP_001281953.1_3578	30.105	382	361
WP_004448466.1	lcl|NZ_AOWJ01000155.1_cds_WP_000947841.1_3141	30.476	315	361
WP_004448466.1	lcl|NZ_AOWJ01000112.1_cds_WP_001198107.1_1872	31.233	365	361
WP_004448466.1	lcl|NZ_AOWJ01000155.1_cds_WP_000575181.1_3186	31.765	255	361
WP_004448466.1	lcl|NZ_AOWJ01000161.1_cds_WP_001982414.1_3454	26.558	369	361
WP_004448466.1	lcl|NZ_AOWJ01000155.1_cds_WP_000346041.1_3148	29.344	259	361
WP_004448466.1	lcl|NZ_AOWJ01000092.1_cds_WP_000538755.1_1301	29.885	261	361
WP_004448475.1	lcl|NZ_AOWJ01000155.1_cds_WP_000275679.1_3133	29.539	369	399
WP_004448468.1	lcl|NZ_AOWJ01000155.1_cds_WP_000275679.1_3133	31.308	214	516
WP_243817856.1	lcl|NZ_AOWJ01000056.1_cds_WP_017858623.1_842	97.628	253	382
WP_243817856.1	lcl|NZ_AOWJ01000134.1_cds_WP_017858547.1_2488	98.630	146	382
WP_243817856.1	lcl|NZ_AOWJ01000049.1_cds_WP_017858547.1_742	98.630	146	382
WP_243817856.1	lcl|NZ_AOWJ01000005.1_cds_WP_017858547.1_20	98.630	146	382
WP_243817856.1	lcl|NZ_AOWJ01000167.1_cds_WP_017858672.1_3550	98.630	146	382
WP_243817856.1	lcl|NZ_AOWJ01000100.1_cds_WP_017858672.1_1527	98.630	146	382
WP_243817856.1	lcl|NZ_AOWJ01000036.1_cds_WP_017858601.1_587	97.945	146	382
