WP_000340715.1	lcl|NZ_AHMO02000004.1_cds_WP_010569342.1_3562	63.529	85	106
WP_004421326.1	lcl|NZ_AHMO02000004.1_cds_WP_010569365.1_3584	62.581	310	314
WP_004421326.1	lcl|NZ_AHMO02000008.1_cds_WP_010571486.1_1934	23.404	329	314
WP_004421326.1	lcl|NZ_AHMO02000008.1_cds_WP_040911307.1_1792	24.847	326	314
WP_004421326.1	lcl|NZ_AHMO02000004.1_cds_WP_010569370.1_3589	23.478	230	314
WP_004448470.1	lcl|NZ_AHMO02000011.1_cds_WP_010569898.1_264	36.429	140	185
WP_004448459.1	lcl|NZ_AHMO02000008.1_cds_WP_010571486.1_1934	32.595	316	329
WP_004448459.1	lcl|NZ_AHMO02000008.1_cds_WP_010571222.1_1667	30.818	318	329
WP_004448459.1	lcl|NZ_AHMO02000008.1_cds_WP_040911307.1_1792	32.278	316	329
WP_004448459.1	lcl|NZ_AHMO02000004.1_cds_WP_010569370.1_3589	27.635	351	329
WP_004448459.1	lcl|NZ_AHMO02000008.1_cds_WP_010571156.1_1595	26.807	332	329
WP_004448459.1	lcl|NZ_AHMO02000008.1_cds_WP_010571101.1_1541	30.453	243	329
WP_004448459.1	lcl|NZ_AHMO02000011.1_cds_WP_010570062.1_429	27.642	246	329
WP_004448459.1	lcl|NZ_AHMO02000004.1_cds_WP_010569578.1_3814	26.070	257	329
WP_004448459.1	lcl|NZ_AHMO02000004.1_cds_WP_010569365.1_3584	23.548	310	329
WP_004448459.1	lcl|NZ_AHMO02000004.1_cds_WP_010569170.1_3392	27.126	247	329
WP_004448459.1	lcl|NZ_AHMO02000004.1_cds_WP_232225635.1_3598	30.597	134	329
WP_004448459.1	lcl|NZ_AHMO02000007.1_cds_WP_040911087.1_2969	24.514	257	329
WP_004448459.1	lcl|NZ_AHMO02000004.1_cds_WP_010569344.1_3564	21.774	248	329
WP_004421408.1	lcl|NZ_AHMO02000004.1_cds_WP_010569371.1_3590	24.194	186	267
WP_004421408.1	lcl|NZ_AHMO02000008.1_cds_WP_010571098.1_1538	25.301	249	267
WP_004421408.1	lcl|NZ_AHMO02000008.1_cds_WP_010570925.1_1369	29.762	84	267
WP_004448480.1	lcl|NZ_AHMO02000011.1_cds_WP_020987974.1_82	28.660	321	510
WP_004448480.1	lcl|NZ_AHMO02000011.1_cds_WP_020987974.1_82	28.660	321	510
WP_036062285.1	lcl|NZ_AHMO02000008.1_cds_WP_010571222.1_1667	25.368	272	330
WP_036062285.1	lcl|NZ_AHMO02000004.1_cds_WP_010569370.1_3589	24.355	349	330
WP_036062285.1	lcl|NZ_AHMO02000008.1_cds_WP_010571486.1_1934	26.978	278	330
WP_036062285.1	lcl|NZ_AHMO02000008.1_cds_WP_040911307.1_1792	29.889	271	330
WP_036062285.1	lcl|NZ_AHMO02000004.1_cds_WP_232225635.1_3598	27.753	227	330
WP_036062285.1	lcl|NZ_AHMO02000004.1_cds_WP_010569170.1_3392	23.048	269	330
WP_036062285.1	lcl|NZ_AHMO02000011.1_cds_WP_010570062.1_429	24.013	304	330
WP_036062285.1	lcl|NZ_AHMO02000004.1_cds_WP_010569172.1_3394	25.279	269	330
WP_036062285.1	lcl|NZ_AHMO02000004.1_cds_WP_010569344.1_3564	25.397	126	330
WP_004448474.1	lcl|NZ_AHMO02000004.1_cds_WP_020986941.1_3583	35.411	353	366
WP_004448474.1	lcl|NZ_AHMO02000004.1_cds_WP_010569345.1_3565	30.491	387	366
WP_004448474.1	lcl|NZ_AHMO02000008.1_cds_WP_010571987.1_2441	27.968	379	366
WP_004448474.1	lcl|NZ_AHMO02000008.1_cds_WP_010568658.1_2582	28.652	356	366
WP_004448477.1	lcl|NZ_AHMO02000004.1_cds_WP_010569345.1_3565	35.447	347	367
WP_004448477.1	lcl|NZ_AHMO02000004.1_cds_WP_020986941.1_3583	31.884	345	367
WP_004448477.1	lcl|NZ_AHMO02000008.1_cds_WP_010568658.1_2582	31.414	382	367
WP_004448477.1	lcl|NZ_AHMO02000008.1_cds_WP_010571987.1_2441	28.533	375	367
WP_004448477.1	lcl|NZ_AHMO02000008.1_cds_WP_010571108.1_1548	25.967	362	367
WP_036062289.1	lcl|NZ_AHMO02000008.1_cds_WP_010572031.1_2483	42.915	247	265
WP_004448469.1	lcl|NZ_AHMO02000004.1_cds_WP_010569429.1_3651	33.993	303	310
WP_004448469.1	lcl|NZ_AHMO02000004.1_cds_WP_010569253.1_3469	27.124	306	310
