WP_000340715.1	lcl|NZ_AOVC01000018.1_cds_WP_000340715.1_198	100.000	86	106
WP_004421326.1	lcl|NZ_AOVC01000018.1_cds_WP_000410273.1_197	94.268	314	314
WP_004421326.1	lcl|NZ_AOVC01000018.1_cds_WP_000093099.1_177	53.968	63	314
WP_004421326.1	lcl|NZ_AOVC01000018.1_cds_WP_000646252.1_194	26.493	268	314
WP_004421326.1	lcl|NZ_AOVC01000041.1_cds_WP_000744700.1_632	25.926	324	314
WP_004421326.1	lcl|NZ_AOVC01000018.1_cds_WP_000600889.1_168	26.425	193	314
WP_004421326.1	lcl|NZ_AOVC01000018.1_cds_WP_000723090.1_115	22.917	288	314
WP_004421326.1	lcl|NZ_AOVC01000018.1_cds_WP_001067557.1_191	25.000	328	314
WP_243817859.1	lcl|NZ_AOVC01000018.1_cds_WP_000604524.1_196	90.685	365	365
WP_004448470.1	lcl|NZ_AOVC01000018.1_cds_WP_000884059.1_195	96.196	184	185
WP_004448470.1	lcl|NZ_AOVC01000098.1_cds_WP_000351733.1_2171	39.286	140	185
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_000646252.1_194	95.745	329	329
WP_004448459.1	lcl|NZ_AOVC01000041.1_cds_WP_000744700.1_632	32.698	315	329
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_000600889.1_168	31.962	316	329
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_000723090.1_115	30.448	335	329
WP_004448459.1	lcl|NZ_AOVC01000057.1_cds_WP_001984071.1_1252	31.270	307	329
WP_004448459.1	lcl|NZ_AOVC01000109.1_cds_WP_000649925.1_2701	30.031	323	329
WP_004448459.1	lcl|NZ_AOVC01000079.1_cds_WP_000709511.1_1661	29.305	331	329
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_000601375.1_141	25.333	300	329
WP_004448459.1	lcl|NZ_AOVC01000057.1_cds_WP_000688695.1_1232	29.197	274	329
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_001067557.1_191	29.804	255	329
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_000475904.1_132	27.899	276	329
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_000410273.1_197	25.633	316	329
WP_004448459.1	lcl|NZ_AOVC01000104.1_cds_WP_001074785.1_2460	28.302	265	329
WP_004448459.1	lcl|NZ_AOVC01000102.1_cds_WP_001003555.1_2320	24.852	338	329
WP_004448459.1	lcl|NZ_AOVC01000018.1_cds_WP_000487322.1_143	27.744	328	329
WP_004421408.1	lcl|NZ_AOVC01000018.1_cds_WP_000774262.1_193	94.382	267	267
WP_004421408.1	lcl|NZ_AOVC01000018.1_cds_WP_000859505.1_144	27.885	208	267
WP_004421408.1	lcl|NZ_AOVC01000018.1_cds_WP_000800438.1_163	26.702	191	267
WP_004421408.1	lcl|NZ_AOVC01000018.1_cds_WP_000842260.1_114	26.842	190	267
WP_004421408.1	lcl|NZ_AOVC01000083.1_cds_WP_000667727.1_1762	33.636	110	267
WP_004421408.1	lcl|NZ_AOVC01000136.1_cds_WP_000805357.1_3695	33.333	102	267
WP_004448480.1	lcl|NZ_AOVC01000018.1_cds_WP_000612797.1_192	95.490	510	510
WP_004448480.1	lcl|NZ_AOVC01000116.1_cds_WP_000291591.1_3068	27.077	325	510
WP_004448480.1	lcl|NZ_AOVC01000116.1_cds_WP_000364507.1_3067	31.111	90	510
WP_004448480.1	lcl|NZ_AOVC01000018.1_cds_WP_000612797.1_192	95.490	510	510
