WP_000340715.1	lcl|NZ_RQHK01000002.1_cds_WP_135693724.1_2498	62.821	78	106
WP_004421326.1	lcl|NZ_RQHK01000002.1_cds_WP_135693723.1_2497	80.323	310	314
WP_004421326.1	lcl|NZ_RQHK01000017.1_cds_WP_135695332.1_233	24.528	318	314
WP_004421326.1	lcl|NZ_RQHK01000017.1_cds_WP_135695383.1_260	26.752	314	314
WP_004421326.1	lcl|NZ_RQHK01000002.1_cds_WP_135693719.1_2493	23.675	283	314
WP_004421326.1	lcl|NZ_RQHK01000005.1_cds_WP_135694503.1_3508	22.872	188	314
WP_004448470.1	lcl|NZ_RQHK01000002.1_cds_WP_135693705.1_2478	32.515	163	185
WP_004448470.1	lcl|NZ_RQHK01000002.1_cds_WP_135693213.1_2061	32.121	165	185
WP_004448459.1	lcl|NZ_RQHK01000002.1_cds_WP_135693719.1_2493	31.250	320	329
WP_004448459.1	lcl|NZ_RQHK01000017.1_cds_WP_135695332.1_233	31.210	314	329
WP_004448459.1	lcl|NZ_RQHK01000017.1_cds_WP_135696291.1_821	30.769	312	329
WP_004448459.1	lcl|NZ_RQHK01000005.1_cds_WP_135694503.1_3508	28.446	341	329
WP_004448459.1	lcl|NZ_RQHK01000017.1_cds_WP_135696004.1_640	26.398	322	329
WP_004448459.1	lcl|NZ_RQHK01000017.1_cds_WP_135695383.1_260	28.662	314	329
WP_004448459.1	lcl|NZ_RQHK01000002.1_cds_WP_135693695.1_2468	25.092	271	329
WP_004448459.1	lcl|NZ_RQHK01000017.1_cds_WP_135695908.1_579	27.273	253	329
WP_004448459.1	lcl|NZ_RQHK01000017.1_cds_WP_135695244.1_179	30.120	166	329
WP_004448459.1	lcl|NZ_RQHK01000006.1_cds_WP_135694639.1_3655	24.409	254	329
WP_004448459.1	lcl|NZ_RQHK01000002.1_cds_WP_135693659.1_2431	24.809	262	329
WP_004448459.1	lcl|NZ_RQHK01000005.1_cds_WP_208721757.1_3497	24.351	308	329
WP_004448459.1	lcl|NZ_RQHK01000017.1_cds_WP_135695922.1_587	23.333	270	329
WP_004421408.1	lcl|NZ_RQHK01000002.1_cds_WP_135693714.1_2488	27.807	187	267
WP_004421408.1	lcl|NZ_RQHK01000002.1_cds_WP_135693628.1_2370	24.436	266	267
WP_004421408.1	lcl|NZ_RQHK01000002.1_cds_WP_135693707.1_2481	26.923	208	267
WP_004421408.1	lcl|NZ_RQHK01000017.1_cds_WP_135695861.1_551	37.838	111	267
WP_004421408.1	lcl|NZ_RQHK01000017.1_cds_WP_135696102.1_712	28.125	192	267
WP_004421408.1	lcl|NZ_RQHK01000005.1_cds_WP_135694504.1_3509	27.835	194	267
WP_004448480.1	lcl|NZ_RQHK01000002.1_cds_WP_135693890.1_2083	24.924	329	510
WP_004448480.1	lcl|NZ_RQHK01000002.1_cds_WP_135693237.1_2084	27.358	106	510
WP_004448480.1	lcl|NZ_RQHK01000002.1_cds_WP_135693890.1_2083	24.924	329	510
WP_004448480.1	lcl|NZ_RQHK01000002.1_cds_WP_135693237.1_2084	27.358	106	510
WP_036062285.1	lcl|NZ_RQHK01000017.1_cds_WP_135696291.1_821	25.540	278	330
WP_036062285.1	lcl|NZ_RQHK01000002.1_cds_WP_135693719.1_2493	28.986	276	330
WP_036062285.1	lcl|NZ_RQHK01000017.1_cds_WP_135695332.1_233	27.899	276	330
WP_036062285.1	lcl|NZ_RQHK01000017.1_cds_WP_135695908.1_579	31.197	234	330
WP_036062285.1	lcl|NZ_RQHK01000017.1_cds_WP_135695383.1_260	26.205	332	330
WP_036062285.1	lcl|NZ_RQHK01000017.1_cds_WP_135695922.1_587	26.772	254	330
WP_036062285.1	lcl|NZ_RQHK01000002.1_cds_WP_135693695.1_2468	27.059	255	330
WP_036062285.1	lcl|NZ_RQHK01000017.1_cds_WP_135696018.1_655	35.135	111	330
WP_036062285.1	lcl|NZ_RQHK01000005.1_cds_WP_135694503.1_3508	23.432	303	330
WP_036062285.1	lcl|NZ_RQHK01000006.1_cds_WP_135694639.1_3655	30.263	152	330
