WP_000340715.1	lcl|NZ_AFLX02000031.1_cds_WP_004462903.1_451	95.349	86	106
WP_004421326.1	lcl|NZ_AFLX02000031.1_cds_WP_004470099.1_452	92.581	310	314
WP_004421326.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	25.387	323	314
WP_004421326.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	26.119	268	314
WP_004421326.1	lcl|NZ_AFLX02000031.1_cds_WP_004469985.1_539	23.448	290	314
WP_004421326.1	lcl|NZ_AFLX02000006.1_cds_WP_004468319.1_2898	21.649	194	314
WP_004421326.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	24.074	216	314
WP_243817859.1	lcl|NZ_AFLX02000031.1_cds_WP_004470109.1_453	84.658	365	365
WP_004448470.1	lcl|NZ_AFLX02000031.1_cds_WP_004470265.1_454	95.109	184	185
WP_004448470.1	lcl|NZ_AFLX02000018.1_cds_WP_004460143.1_2371	33.562	146	185
WP_004448459.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	94.207	328	329
WP_004448459.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	30.159	315	329
WP_004448459.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	32.476	311	329
WP_004448459.1	lcl|NZ_AFLX02000031.1_cds_WP_004469985.1_539	31.045	335	329
WP_004448459.1	lcl|NZ_AFLX02000023.1_cds_WP_004478640.1_1305	30.650	323	329
WP_004448459.1	lcl|NZ_AFLX02000023.1_cds_WP_004469301.1_1561	29.607	331	329
WP_004448459.1	lcl|NZ_AFLX02000006.1_cds_WP_004468319.1_2898	26.979	341	329
WP_004448459.1	lcl|NZ_AFLX02000031.1_cds_WP_004470304.1_458	29.470	302	329
WP_004448459.1	lcl|NZ_AFLX02000029.1_cds_WP_032930391.1_838	26.254	339	329
WP_004448459.1	lcl|NZ_AFLX02000031.1_cds_WP_004470099.1_452	25.397	315	329
WP_004448459.1	lcl|NZ_AFLX02000034.1_cds_WP_004470510.1_80	27.652	264	329
WP_004448459.1	lcl|NZ_AFLX02000031.1_cds_WP_004470049.1_521	26.250	240	329
WP_004448459.1	lcl|NZ_AFLX02000029.1_cds_WP_004459320.1_890	28.235	170	329
WP_004448459.1	lcl|NZ_AFLX02000029.1_cds_WP_004469922.1_982	24.024	333	329
WP_004421408.1	lcl|NZ_AFLX02000031.1_cds_WP_004470061.1_456	91.386	267	267
WP_004421408.1	lcl|NZ_AFLX02000006.1_cds_WP_004468365.1_2866	35.455	110	267
WP_004421408.1	lcl|NZ_AFLX02000031.1_cds_WP_004470017.1_540	26.842	190	267
WP_004421408.1	lcl|NZ_AFLX02000023.1_cds_WP_016754360.1_1528	37.209	86	267
WP_004421408.1	lcl|NZ_AFLX02000006.1_cds_WP_004468386.1_2899	25.000	188	267
WP_004448480.1	lcl|NZ_AFLX02000031.1_cds_WP_004470354.1_457	88.235	510	510
WP_004448480.1	lcl|NZ_AFLX02000031.1_cds_WP_004470360.1_752	27.523	327	510
WP_004448480.1	lcl|NZ_AFLX02000031.1_cds_WP_004460640.1_753	32.609	92	510
WP_004448480.1	lcl|NZ_AFLX02000031.1_cds_WP_004470354.1_457	88.235	510	510
WP_004448480.1	lcl|NZ_AFLX02000031.1_cds_WP_004470360.1_752	27.523	327	510
WP_004448480.1	lcl|NZ_AFLX02000031.1_cds_WP_004460640.1_753	32.609	92	510
WP_036062285.1	lcl|NZ_AFLX02000031.1_cds_WP_004470304.1_458	95.152	330	330
WP_036062285.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	29.642	307	330
WP_036062285.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	26.374	273	330
WP_036062285.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	28.623	276	330
