WP_000340715.1	lcl|NZ_JADDVS010000006.1_cds_WP_002725873.1_3029	91.860	86	106
WP_004421326.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	91.401	314	314
WP_004421326.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	25.746	268	314
WP_004421326.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	23.385	325	314
WP_004421326.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	24.138	290	314
WP_004421326.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	22.941	170	314
WP_004421326.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	24.759	311	314
WP_004421326.1	lcl|NZ_JADDVS010000006.1_cds_WP_016749081.1_2996	25.658	152	314
WP_243817859.1	lcl|NZ_JADDVS010000006.1_cds_WP_026054882.1_3027	86.849	365	365
WP_004448470.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733646.1_3026	95.628	183	185
WP_004448470.1	lcl|NZ_JADDVS010000003.1_cds_WP_002721790.1_1930	35.616	146	185
WP_004448459.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	95.745	329	329
WP_004448459.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	30.794	315	329
WP_004448459.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	31.343	335	329
WP_004448459.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	30.547	311	329
WP_004448459.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728316.1_3102	29.003	331	329
WP_004448459.1	lcl|NZ_JADDVS010000075.1_cds_WP_002741146.1_3075	29.781	319	329
WP_004448459.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	27.273	341	329
WP_004448459.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733638.1_2988	27.536	345	329
WP_004448459.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733546.1_2959	26.296	270	329
WP_004448459.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740721.1_3022	28.990	307	329
