WP_000340715.1	lcl|NZ_AQCK01000126.1_cds_WP_002725873.1_2087	91.860	86	106
WP_004421326.1	lcl|NZ_AQCK01000126.1_cds_WP_011669917.1_2086	91.613	310	314
WP_004421326.1	lcl|NZ_AQCK01000123.1_cds_WP_011669955.1_2000	21.724	290	314
WP_004421326.1	lcl|NZ_AQCK01000112.1_cds_WP_011671202.1_1899	23.077	325	314
WP_004421326.1	lcl|NZ_AQCK01000123.1_cds_WP_011669957.1_1998	24.731	186	314
WP_004421326.1	lcl|NZ_AQCK01000032.1_cds_WP_011669973.1_433	24.138	290	314
WP_004421326.1	lcl|NZ_AQCK01000034.1_cds_WP_011670961.1_450	24.759	311	314
WP_004421326.1	lcl|NZ_AQCK01000064.1_cds_WP_011670813.1_1165	22.941	170	314
WP_004448470.1	lcl|NZ_AQCK01000061.1_cds_WP_002750963.1_1091	35.616	146	185
WP_004448470.1	lcl|NZ_AQCK01000126.1_cds_WP_011669938.1_2055	34.463	177	185
WP_004448459.1	lcl|NZ_AQCK01000123.1_cds_WP_011669955.1_2000	31.153	321	329
WP_004448459.1	lcl|NZ_AQCK01000112.1_cds_WP_011671202.1_1899	31.429	315	329
WP_004448459.1	lcl|NZ_AQCK01000032.1_cds_WP_011669973.1_433	31.642	335	329
WP_004448459.1	lcl|NZ_AQCK01000034.1_cds_WP_011670961.1_450	30.868	311	329
WP_004448459.1	lcl|NZ_AQCK01000123.1_cds_WP_011669957.1_1998	29.508	305	329
WP_004448459.1	lcl|NZ_AQCK01000139.1_cds_WP_011671143.1_2363	30.094	319	329
WP_004448459.1	lcl|NZ_AQCK01000185.1_cds_WP_002754065.1_3323	29.003	331	329
WP_004448459.1	lcl|NZ_AQCK01000064.1_cds_WP_011670813.1_1165	27.273	341	329
WP_004448459.1	lcl|NZ_AQCK01000140.1_cds_WP_011671074.1_2419	25.664	339	329
WP_004448459.1	lcl|NZ_AQCK01000126.1_cds_WP_011669917.1_2086	27.586	261	329
WP_004448459.1	lcl|NZ_AQCK01000047.1_cds_WP_017859386.1_766	26.592	267	329
WP_004448459.1	lcl|NZ_AQCK01000123.1_cds_WP_011669959.1_1996	26.449	276	329
WP_004448459.1	lcl|NZ_AQCK01000155.1_cds_WP_011669202.1_2750	24.107	336	329
WP_004421408.1	lcl|NZ_AQCK01000123.1_cds_WP_011669956.1_1999	26.957	230	267
WP_004421408.1	lcl|NZ_AQCK01000032.1_cds_WP_011669974.1_434	26.984	189	267
WP_004421408.1	lcl|NZ_AQCK01000044.1_cds_WP_011670832.1_622	32.727	110	267
WP_004421408.1	lcl|NZ_AQCK01000102.1_cds_WP_002766579.1_1739	37.209	86	267
WP_004421408.1	lcl|NZ_AQCK01000064.1_cds_WP_011670812.1_1166	24.868	189	267
WP_004448480.1	lcl|NZ_AQCK01000083.1_cds_WP_011670269.1_1488	28.041	296	510
WP_004448480.1	lcl|NZ_AQCK01000083.1_cds_WP_002751286.1_1487	31.111	90	510
WP_004448480.1	lcl|NZ_AQCK01000083.1_cds_WP_011670269.1_1488	28.041	296	510
WP_004448480.1	lcl|NZ_AQCK01000083.1_cds_WP_002751286.1_1487	31.111	90	510
WP_036062285.1	lcl|NZ_AQCK01000034.1_cds_WP_011670961.1_450	27.473	273	330
WP_036062285.1	lcl|NZ_AQCK01000123.1_cds_WP_011669955.1_2000	24.088	274	330
WP_036062285.1	lcl|NZ_AQCK01000112.1_cds_WP_011671202.1_1899	28.159	277	330
WP_036062285.1	lcl|NZ_AQCK01000032.1_cds_WP_011669973.1_433	26.266	316	330
WP_036062285.1	lcl|NZ_AQCK01000140.1_cds_WP_011671074.1_2419	26.457	223	330
WP_036062285.1	lcl|NZ_AQCK01000155.1_cds_WP_011669202.1_2750	25.403	248	330
WP_036062285.1	lcl|NZ_AQCK01000139.1_cds_WP_011671143.1_2363	27.640	322	330
WP_036062285.1	lcl|NZ_AQCK01000064.1_cds_WP_011670813.1_1165	25.352	142	330
WP_036062285.1	lcl|NZ_AQCK01000047.1_cds_WP_017859386.1_766	25.417	240	330
WP_036062285.1	lcl|NZ_AQCK01000132.1_cds_WP_011671364.1_2199	25.781	128	330
WP_004448474.1	lcl|NZ_AQCK01000032.1_cds_WP_011669968.1_427	33.721	344	366
WP_004448474.1	lcl|NZ_AQCK01000075.1_cds_WP_002753028.1_1271	27.778	378	366
WP_004448474.1	lcl|NZ_AQCK01000126.1_cds_WP_011669926.1_2076	35.926	270	366
WP_004448474.1	lcl|NZ_AQCK01000126.1_cds_WP_011669932.1_2061	30.179	391	366
WP_004448474.1	lcl|NZ_AQCK01000180.1_cds_WP_002753888.1_3232	29.805	359	366
WP_004448474.1	lcl|NZ_AQCK01000126.1_cds_WP_011669923.1_2079	37.864	206	366
WP_004448474.1	lcl|NZ_AQCK01000140.1_cds_WP_002750680.1_2420	32.086	187	366
WP_004448477.1	lcl|NZ_AQCK01000032.1_cds_WP_011669968.1_427	36.585	369	367
WP_004448477.1	lcl|NZ_AQCK01000180.1_cds_WP_002753888.1_3232	34.037	379	367
WP_004448477.1	lcl|NZ_AQCK01000126.1_cds_WP_011669932.1_2061	31.452	372	367
WP_004448477.1	lcl|NZ_AQCK01000075.1_cds_WP_002753028.1_1271	30.319	376	367
WP_004448477.1	lcl|NZ_AQCK01000126.1_cds_WP_011669926.1_2076	32.759	290	367
WP_004448477.1	lcl|NZ_AQCK01000126.1_cds_WP_011669923.1_2079	33.475	236	367
WP_004448477.1	lcl|NZ_AQCK01000140.1_cds_WP_002750680.1_2420	25.485	361	367
WP_036062289.1	lcl|NZ_AQCK01000042.1_cds_WP_011669455.1_549	44.130	247	265
WP_004448469.1	lcl|NZ_AQCK01000090.1_cds_WP_011670400.1_1659	36.842	304	310
WP_004448469.1	lcl|NZ_AQCK01000111.1_cds_WP_011669757.1_1891	26.552	290	310
WP_004448469.1	lcl|NZ_AQCK01000061.1_cds_WP_011670034.1_1143	28.571	133	310
WP_004448469.1	lcl|NZ_AQCK01000090.1_cds_WP_011670400.1_1659	36.842	304	310
WP_004448469.1	lcl|NZ_AQCK01000111.1_cds_WP_011669757.1_1891	26.552	290	310
WP_004448469.1	lcl|NZ_AQCK01000061.1_cds_WP_011670034.1_1143	28.571	133	310
WP_004448460.1	lcl|NZ_AQCK01000160.1_cds_WP_026054147.1_2896	40.000	60	140
WP_004448464.1	lcl|NZ_AQCK01000126.1_cds_WP_004779550.1_2070	34.615	104	221
WP_004448464.1	lcl|NZ_AQCK01000124.1_cds_WP_011671228.1_2021	26.923	78	221
WP_004448464.1	lcl|NZ_AQCK01000173.1_cds_WP_011669877.1_3126	28.037	107	221
WP_004421412.1	lcl|NZ_AQCK01000124.1_cds_LEP2GSC077_RS01000000122370_2014	27.397	146	177
WP_004448479.1	lcl|NZ_AQCK01000045.1_cds_WP_011669711.1_635	28.054	221	406
WP_004448479.1	lcl|NZ_AQCK01000173.1_cds_WP_011669876.1_3125	23.214	168	406
WP_004448466.1	lcl|NZ_AQCK01000126.1_cds_WP_011669932.1_2061	32.620	374	361
WP_004448466.1	lcl|NZ_AQCK01000075.1_cds_WP_002753028.1_1271	30.079	379	361
WP_004448466.1	lcl|NZ_AQCK01000126.1_cds_WP_011669923.1_2079	37.143	245	361
WP_004448466.1	lcl|NZ_AQCK01000126.1_cds_WP_011669926.1_2076	37.264	212	361
WP_004448466.1	lcl|NZ_AQCK01000032.1_cds_WP_011669968.1_427	30.323	310	361
WP_004448466.1	lcl|NZ_AQCK01000140.1_cds_WP_002750680.1_2420	25.203	369	361
WP_004448466.1	lcl|NZ_AQCK01000180.1_cds_WP_002753888.1_3232	30.000	250	361
WP_243817856.1	lcl|NZ_AQCK01000154.1_cds_WP_155118026.1_2736	67.016	382	382
WP_243817856.1	lcl|NZ_AQCK01000020.1_cds_WP_155118026.1_308	67.016	382	382
WP_243817856.1	lcl|NZ_AQCK01000015.1_cds_WP_155118025.1_258	66.754	382	382
WP_243817856.1	lcl|NZ_AQCK01000057.1_cds_LEP2GSC077_RS01000000121820_942	63.366	202	382
WP_243817856.1	lcl|NZ_AQCK01000057.1_cds_LEP2GSC077_RS01000000121820_942	68.817	93	382
WP_243817856.1	lcl|NZ_AQCK01000057.1_cds_LEP2GSC077_RS01000000121820_942	71.111	90	382
WP_243817856.1	lcl|NZ_AQCK01000185.1_cds_LEP2GSC077_RS01000000123230_3335	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000185.1_cds_LEP2GSC077_RS01000000123230_3335	70.000	90	382
WP_243817856.1	lcl|NZ_AQCK01000185.1_cds_LEP2GSC077_RS01000000123230_3335	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS01000000123075_3106	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS01000000123075_3106	71.111	90	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS01000000123075_3106	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000099.1_cds_LEP2GSC077_RS01000000122200_1721	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000099.1_cds_LEP2GSC077_RS01000000122200_1721	71.111	90	382
WP_243817856.1	lcl|NZ_AQCK01000099.1_cds_LEP2GSC077_RS01000000122200_1721	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000061.1_cds_LEP2GSC077_RS01000000121890_1150	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000061.1_cds_LEP2GSC077_RS01000000121890_1150	72.222	90	382
WP_243817856.1	lcl|NZ_AQCK01000061.1_cds_LEP2GSC077_RS01000000121890_1150	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000134.1_cds_WP_017859759.1_2234	43.575	179	382
WP_243817856.1	lcl|NZ_AQCK01000080.1_cds_LEP2GSC077_RS0108445_1380	82.258	62	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS0119535_3118	83.607	61	382
WP_243817856.1	lcl|NZ_AQCK01000168.1_cds_WP_307898218.1_3020	32.258	93	382
WP_243817856.1	lcl|NZ_AQCK01000094.1_cds_LEP2GSC077_RS1000000126760_1685	46.000	50	382
WP_243817856.1	lcl|NZ_AQCK01000134.1_cds_WP_017859762.1_2236	30.882	68	382
WP_243817856.1	lcl|NZ_AQCK01000182.1_cds_WP_307898224.1_3248	38.333	60	382
WP_243817856.1	lcl|NZ_AQCK01000134.1_cds_WP_017859763.1_2237	34.091	44	382
WP_243817856.1	lcl|NZ_AQCK01000154.1_cds_WP_155118026.1_2736	67.016	382	382
WP_243817856.1	lcl|NZ_AQCK01000020.1_cds_WP_155118026.1_308	67.016	382	382
WP_243817856.1	lcl|NZ_AQCK01000015.1_cds_WP_155118025.1_258	66.754	382	382
WP_243817856.1	lcl|NZ_AQCK01000057.1_cds_LEP2GSC077_RS01000000121820_942	63.366	202	382
WP_243817856.1	lcl|NZ_AQCK01000057.1_cds_LEP2GSC077_RS01000000121820_942	68.817	93	382
WP_243817856.1	lcl|NZ_AQCK01000057.1_cds_LEP2GSC077_RS01000000121820_942	71.111	90	382
WP_243817856.1	lcl|NZ_AQCK01000185.1_cds_LEP2GSC077_RS01000000123230_3335	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000185.1_cds_LEP2GSC077_RS01000000123230_3335	70.000	90	382
WP_243817856.1	lcl|NZ_AQCK01000185.1_cds_LEP2GSC077_RS01000000123230_3335	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS01000000123075_3106	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS01000000123075_3106	71.111	90	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS01000000123075_3106	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000099.1_cds_LEP2GSC077_RS01000000122200_1721	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000099.1_cds_LEP2GSC077_RS01000000122200_1721	71.111	90	382
WP_243817856.1	lcl|NZ_AQCK01000099.1_cds_LEP2GSC077_RS01000000122200_1721	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000061.1_cds_LEP2GSC077_RS01000000121890_1150	66.142	254	382
WP_243817856.1	lcl|NZ_AQCK01000061.1_cds_LEP2GSC077_RS01000000121890_1150	72.222	90	382
WP_243817856.1	lcl|NZ_AQCK01000061.1_cds_LEP2GSC077_RS01000000121890_1150	63.415	41	382
WP_243817856.1	lcl|NZ_AQCK01000134.1_cds_WP_017859759.1_2234	43.575	179	382
WP_243817856.1	lcl|NZ_AQCK01000080.1_cds_LEP2GSC077_RS0108445_1380	82.258	62	382
WP_243817856.1	lcl|NZ_AQCK01000173.1_cds_LEP2GSC077_RS0119535_3118	83.607	61	382
WP_243817856.1	lcl|NZ_AQCK01000168.1_cds_WP_307898218.1_3020	32.258	93	382
WP_243817856.1	lcl|NZ_AQCK01000094.1_cds_LEP2GSC077_RS1000000126760_1685	46.000	50	382
WP_243817856.1	lcl|NZ_AQCK01000134.1_cds_WP_017859762.1_2236	30.882	68	382
WP_243817856.1	lcl|NZ_AQCK01000182.1_cds_WP_307898224.1_3248	38.333	60	382
