WP_000340715.1	lcl|NZ_JADHZO010000021.1_cds_WP_002725873.1_939	91.860	86	106
WP_004421326.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669917.1_938	91.613	310	314
WP_004421326.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	21.724	290	314
WP_004421326.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	23.077	325	314
WP_004421326.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669957.1_1100	24.731	186	314
WP_004421326.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	24.138	290	314
WP_004421326.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	24.759	311	314
WP_004421326.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670813.1_3146	22.941	170	314
WP_004448470.1	lcl|NZ_JADHZO010000001.1_cds_WP_002750963.1_787	35.616	146	185
WP_004448470.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669938.1_907	34.463	177	185
WP_004448459.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	31.153	321	329
WP_004448459.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	31.429	315	329
WP_004448459.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	31.642	335	329
WP_004448459.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	30.868	311	329
WP_004448459.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669957.1_1100	29.508	305	329
WP_004448459.1	lcl|NZ_JADHZO010000020.1_cds_WP_011671143.1_879	30.094	319	329
WP_004448459.1	lcl|NZ_JADHZO010000070.1_cds_WP_002754065.1_2779	29.003	331	329
WP_004448459.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670813.1_3146	27.273	341	329
WP_004448459.1	lcl|NZ_JADHZO010000003.1_cds_WP_011671074.1_1753	25.664	339	329
WP_004448459.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669917.1_938	27.586	261	329
WP_004448459.1	lcl|NZ_JADHZO010000013.1_cds_WP_017859386.1_316	26.592	267	329
WP_004448459.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669959.1_1098	26.449	276	329
WP_004448459.1	lcl|NZ_JADHZO010000056.1_cds_WP_011669202.1_2345	24.107	336	329
WP_004421408.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669956.1_1101	26.957	230	267
WP_004421408.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669974.1_1075	26.984	189	267
WP_004421408.1	lcl|NZ_JADHZO010000033.1_cds_WP_011670832.1_1497	32.727	110	267
WP_004421408.1	lcl|NZ_JADHZO010000084.1_cds_WP_002766579.1_3026	37.209	86	267
WP_004421408.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670812.1_3145	24.868	189	267
WP_004448480.1	lcl|NZ_JADHZO010000016.1_cds_WP_011670269.1_526	28.041	296	510
WP_004448480.1	lcl|NZ_JADHZO010000016.1_cds_WP_002751286.1_525	31.111	90	510
WP_004448480.1	lcl|NZ_JADHZO010000016.1_cds_WP_011670269.1_526	28.041	296	510
WP_004448480.1	lcl|NZ_JADHZO010000016.1_cds_WP_002751286.1_525	31.111	90	510
WP_036062285.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	27.473	273	330
WP_036062285.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	24.088	274	330
WP_036062285.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	28.159	277	330
WP_036062285.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	26.266	316	330
WP_036062285.1	lcl|NZ_JADHZO010000003.1_cds_WP_011671074.1_1753	26.457	223	330
WP_036062285.1	lcl|NZ_JADHZO010000056.1_cds_WP_011669202.1_2345	25.403	248	330
WP_036062285.1	lcl|NZ_JADHZO010000020.1_cds_WP_011671143.1_879	27.640	322	330
WP_036062285.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670813.1_3146	25.352	142	330
WP_036062285.1	lcl|NZ_JADHZO010000013.1_cds_WP_017859386.1_316	25.417	240	330
WP_036062285.1	lcl|NZ_JADHZO010000017.1_cds_WP_011671364.1_567	25.781	128	330
WP_004448474.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669968.1_1082	33.721	344	366
WP_004448474.1	lcl|NZ_JADHZO010000069.1_cds_WP_002753028.1_2677	27.778	378	366
WP_004448474.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669926.1_928	35.926	270	366
WP_004448474.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669932.1_913	30.179	391	366
WP_004448474.1	lcl|NZ_JADHZO010000006.1_cds_WP_002753888.1_2755	29.805	359	366
WP_004448474.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669923.1_931	37.864	206	366
WP_004448474.1	lcl|NZ_JADHZO010000003.1_cds_WP_002750680.1_1752	32.086	187	366
WP_004448477.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669968.1_1082	36.585	369	367
WP_004448477.1	lcl|NZ_JADHZO010000006.1_cds_WP_002753888.1_2755	34.037	379	367
WP_004448477.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669932.1_913	31.452	372	367
WP_004448477.1	lcl|NZ_JADHZO010000069.1_cds_WP_002753028.1_2677	30.319	376	367
WP_004448477.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669926.1_928	32.759	290	367
WP_004448477.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669923.1_931	33.475	236	367
WP_004448477.1	lcl|NZ_JADHZO010000003.1_cds_WP_002750680.1_1752	25.485	361	367
WP_036062289.1	lcl|NZ_JADHZO010000086.1_cds_WP_011669455.1_3048	44.130	247	265
WP_004448469.1	lcl|NZ_JADHZO010000075.1_cds_WP_011670400.1_2855	36.842	304	310
WP_004448469.1	lcl|NZ_JADHZO010000043.1_cds_WP_011669757.1_1932	26.552	290	310
WP_004448469.1	lcl|NZ_JADHZO010000001.1_cds_WP_011670034.1_837	28.571	133	310
WP_004448469.1	lcl|NZ_JADHZO010000075.1_cds_WP_011670400.1_2855	36.842	304	310
WP_004448469.1	lcl|NZ_JADHZO010000043.1_cds_WP_011669757.1_1932	26.552	290	310
WP_004448469.1	lcl|NZ_JADHZO010000001.1_cds_WP_011670034.1_837	28.571	133	310
WP_004448460.1	lcl|NZ_JADHZO010000064.1_cds_WP_026054147.1_2589	40.000	60	140
WP_004448464.1	lcl|NZ_JADHZO010000021.1_cds_WP_004779550.1_922	34.615	104	221
WP_004448464.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671228.1_958	26.923	78	221
WP_004448464.1	lcl|NZ_JADHZO010000032.1_cds_WP_011669877.1_1481	28.037	107	221
WP_004421412.1	lcl|NZ_JADHZO010000022.1_cds_ISU69_RS07675_952	27.397	146	177
WP_004448479.1	lcl|NZ_JADHZO010000091.1_cds_WP_011669711.1_3155	28.054	221	406
WP_004448479.1	lcl|NZ_JADHZO010000032.1_cds_WP_011669876.1_1480	23.214	168	406
WP_004448466.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669932.1_913	32.620	374	361
WP_004448466.1	lcl|NZ_JADHZO010000069.1_cds_WP_002753028.1_2677	30.079	379	361
WP_004448466.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669923.1_931	37.143	245	361
WP_004448466.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669926.1_928	37.264	212	361
