WP_000340715.1	lcl|NZ_NPDM01000006.1_cds_WP_100727283.1_3164	63.514	74	106
WP_004421326.1	lcl|NZ_NPDM01000006.1_cds_WP_100727191.1_3165	83.871	310	314
WP_004421326.1	lcl|NZ_NPDM01000001.1_cds_WP_100725791.1_1270	23.148	324	314
WP_004421326.1	lcl|NZ_NPDM01000006.1_cds_WP_100727154.1_3202	25.000	220	314
WP_004421326.1	lcl|NZ_NPDM01000005.1_cds_WP_100715920.1_2900	23.529	170	314
WP_004421326.1	lcl|NZ_NPDM01000001.1_cds_WP_100725412.1_675	23.125	320	314
WP_243817859.1	lcl|NZ_NPDM01000006.1_cds_WP_100727187.1_3169	55.525	362	365
WP_004448470.1	lcl|NZ_NPDM01000002.1_cds_WP_100726709.1_1838	34.109	129	185
WP_004448459.1	lcl|NZ_NPDM01000001.1_cds_WP_100725791.1_1270	30.573	314	329
WP_004448459.1	lcl|NZ_NPDM01000001.1_cds_WP_100725412.1_675	31.715	309	329
WP_004448459.1	lcl|NZ_NPDM01000006.1_cds_WP_100727146.1_3210	29.841	315	329
WP_004448459.1	lcl|NZ_NPDM01000005.1_cds_WP_100715920.1_2900	28.739	341	329
WP_004448459.1	lcl|NZ_NPDM01000006.1_cds_WP_100727154.1_3202	27.393	303	329
WP_004448459.1	lcl|NZ_NPDM01000001.1_cds_WP_100725525.1_853	27.329	322	329
WP_004448459.1	lcl|NZ_NPDM01000001.1_cds_WP_100725767.1_1243	30.794	315	329
WP_004448459.1	lcl|NZ_NPDM01000006.1_cds_WP_100727191.1_3165	25.786	318	329
WP_004448459.1	lcl|NZ_NPDM01000006.1_cds_WP_207762693.1_3183	23.003	313	329
WP_004448459.1	lcl|NZ_NPDM01000001.1_cds_WP_100766308.1_910	27.200	250	329
WP_004448459.1	lcl|NZ_NPDM01000006.1_cds_WP_165780347.1_3205	26.667	315	329
WP_004448459.1	lcl|NZ_NPDM01000006.1_cds_WP_100727149.1_3207	26.364	330	329
WP_004448459.1	lcl|NZ_NPDM01000001.1_cds_WP_100725556.1_901	24.354	271	329
WP_004448459.1	lcl|NZ_NPDM01000005.1_cds_WP_207762726.1_2911	24.351	308	329
WP_004448459.1	lcl|NZ_NPDM01000001.1_cds_WP_100725980.1_1322	27.219	169	329
WP_004448459.1	lcl|NZ_NPDM01000009.1_cds_WP_100727895.1_3570	24.908	273	329
WP_004448459.1	lcl|NZ_NPDM01000007.1_cds_WP_100720563.1_3328	25.698	179	329
WP_004421408.1	lcl|NZ_NPDM01000006.1_cds_WP_100727166.1_3190	25.000	200	267
WP_004421408.1	lcl|NZ_NPDM01000006.1_cds_WP_100727147.1_3209	27.358	212	267
WP_004421408.1	lcl|NZ_NPDM01000009.1_cds_WP_100766560.1_3509	24.812	266	267
WP_004421408.1	lcl|NZ_NPDM01000001.1_cds_WP_100725479.1_783	28.161	174	267
WP_004421408.1	lcl|NZ_NPDM01000005.1_cds_WP_100727919.1_2899	29.592	196	267
WP_004448480.1	lcl|NZ_NPDM01000002.1_cds_WP_100726724.1_1816	26.364	330	510
WP_004448480.1	lcl|NZ_NPDM01000002.1_cds_WP_100717065.1_1815	34.483	58	510
WP_004448480.1	lcl|NZ_NPDM01000002.1_cds_WP_100726724.1_1816	26.364	330	510
WP_004448480.1	lcl|NZ_NPDM01000002.1_cds_WP_100717065.1_1815	34.483	58	510
WP_036062285.1	lcl|NZ_NPDM01000006.1_cds_WP_207762693.1_3183	33.229	319	330
WP_036062285.1	lcl|NZ_NPDM01000006.1_cds_WP_100727149.1_3207	33.010	309	330
WP_036062285.1	lcl|NZ_NPDM01000001.1_cds_WP_100725412.1_675	23.741	278	330
WP_036062285.1	lcl|NZ_NPDM01000001.1_cds_WP_100766308.1_910	27.547	265	330
WP_036062285.1	lcl|NZ_NPDM01000001.1_cds_WP_100725791.1_1270	28.261	276	330
WP_036062285.1	lcl|NZ_NPDM01000001.1_cds_WP_100725767.1_1243	27.187	320	330
WP_036062285.1	lcl|NZ_NPDM01000006.1_cds_WP_165780347.1_3205	27.586	232	330
WP_036062285.1	lcl|NZ_NPDM01000001.1_cds_WP_100725556.1_901	23.864	264	330
WP_036062285.1	lcl|NZ_NPDM01000006.1_cds_WP_100727154.1_3202	25.893	224	330
WP_036062285.1	lcl|NZ_NPDM01000001.1_cds_WP_100725980.1_1322	26.066	211	330
WP_036062285.1	lcl|NZ_NPDM01000005.1_cds_WP_100715920.1_2900	23.102	303	330
WP_036062285.1	lcl|NZ_NPDM01000007.1_cds_WP_100720563.1_3328	25.630	238	330
WP_036062285.1	lcl|NZ_NPDM01000001.1_cds_WP_100725525.1_853	27.333	150	330
WP_004448474.1	lcl|NZ_NPDM01000001.1_cds_WP_100725593.1_972	29.167	384	366
WP_004448474.1	lcl|NZ_NPDM01000006.1_cds_WP_100727164.1_3192	41.564	243	366
WP_004448474.1	lcl|NZ_NPDM01000006.1_cds_WP_100727185.1_3171	32.507	363	366
WP_004448474.1	lcl|NZ_NPDM01000001.1_cds_WP_100718929.1_21	29.859	355	366
WP_004448474.1	lcl|NZ_NPDM01000006.1_cds_WP_100727172.1_3184	34.071	226	366
WP_004448474.1	lcl|NZ_NPDM01000001.1_cds_WP_100715612.1_361	28.090	178	366
WP_004448477.1	lcl|NZ_NPDM01000006.1_cds_WP_100727164.1_3192	37.500	264	367
WP_004448477.1	lcl|NZ_NPDM01000006.1_cds_WP_100727185.1_3171	31.148	366	367
WP_004448477.1	lcl|NZ_NPDM01000001.1_cds_WP_100718929.1_21	29.178	377	367
WP_004448477.1	lcl|NZ_NPDM01000001.1_cds_WP_100725593.1_972	28.649	370	367
WP_004448477.1	lcl|NZ_NPDM01000006.1_cds_WP_100727172.1_3184	28.440	327	367
WP_004448477.1	lcl|NZ_NPDM01000001.1_cds_WP_100715612.1_361	26.891	357	367
WP_004448477.1	lcl|NZ_NPDM01000003.1_cds_WP_100726956.1_2548	32.174	115	367
WP_036062289.1	lcl|NZ_NPDM01000001.1_cds_WP_100715657.1_412	40.741	243	265
WP_004448469.1	lcl|NZ_NPDM01000007.1_cds_WP_100727377.1_3230	34.839	310	310
WP_004448469.1	lcl|NZ_NPDM01000003.1_cds_WP_100717700.1_2476	29.487	312	310
WP_004448469.1	lcl|NZ_NPDM01000002.1_cds_WP_100718541.1_1905	23.485	132	310
WP_004448469.1	lcl|NZ_NPDM01000007.1_cds_WP_100727377.1_3230	34.839	310	310
WP_004448469.1	lcl|NZ_NPDM01000003.1_cds_WP_100717700.1_2476	29.487	312	310
WP_004448469.1	lcl|NZ_NPDM01000002.1_cds_WP_100718541.1_1905	23.485	132	310
WP_004448460.1	lcl|NZ_NPDM01000003.1_cds_WP_100718959.1_2501	35.849	106	140
WP_004448464.1	lcl|NZ_NPDM01000002.1_cds_WP_100726662.1_1921	30.000	100	221
WP_004421412.1	lcl|NZ_NPDM01000001.1_cds_WP_100725632.1_1034	31.333	150	177
WP_004448479.1	lcl|NZ_NPDM01000002.1_cds_WP_100726661.1_1922	29.524	105	406
WP_004448466.1	lcl|NZ_NPDM01000006.1_cds_WP_100727164.1_3192	38.697	261	361
WP_004448466.1	lcl|NZ_NPDM01000006.1_cds_WP_100727185.1_3171	28.535	389	361
WP_004448466.1	lcl|NZ_NPDM01000001.1_cds_WP_100725593.1_972	27.649	387	361
WP_004448466.1	lcl|NZ_NPDM01000006.1_cds_WP_100727172.1_3184	29.248	359	361
WP_004448466.1	lcl|NZ_NPDM01000001.1_cds_WP_100715612.1_361	23.280	378	361
WP_004448466.1	lcl|NZ_NPDM01000001.1_cds_WP_100718929.1_21	29.719	249	361
WP_004421447.1	lcl|NZ_NPDM01000006.1_cds_WP_100727168.1_3188	28.214	280	308
WP_004421447.1	lcl|NZ_NPDM01000006.1_cds_WP_100727168.1_3188	28.214	280	308
WP_036063888.1	lcl|NZ_NPDM01000006.1_cds_WP_100727186.1_3170	46.140	570	597
WP_036063888.1	lcl|NZ_NPDM01000001.1_cds_WP_100725590.1_956	30.874	366	597
WP_036063888.1	lcl|NZ_NPDM01000001.1_cds_WP_100716311.1_213	29.442	394	597
WP_036063888.1	lcl|NZ_NPDM01000001.1_cds_WP_100725406.1_669	35.223	247	597
WP_036063888.1	lcl|NZ_NPDM01000001.1_cds_WP_100725618.1_1016	29.904	311	597
WP_036063888.1	lcl|NZ_NPDM01000001.1_cds_WP_100728668.1_667	33.480	227	597
