WP_000340715.1	lcl|NZ_APGN01000146.1_cds_WP_004462903.1_1592	95.349	86	106
WP_004421326.1	lcl|NZ_APGN01000146.1_cds_WP_004464977.1_1593	92.903	310	314
WP_004421326.1	lcl|NZ_APGN01000223.1_cds_WP_004461583.1_2691	25.697	323	314
WP_004421326.1	lcl|NZ_APGN01000146.1_cds_WP_004464967.1_1644	22.662	278	314
WP_004421326.1	lcl|NZ_APGN01000146.1_cds_WP_004465002.1_1646	23.913	230	314
WP_004421326.1	lcl|NZ_APGN01000146.1_cds_WP_004476514.1_1665	23.793	290	314
WP_004421326.1	lcl|NZ_APGN01000260.1_cds_WP_004468319.1_3156	21.649	194	314
WP_004421326.1	lcl|NZ_APGN01000227.1_cds_WP_004461234.1_2736	24.074	216	314
WP_004448470.1	lcl|NZ_APGN01000146.1_cds_WP_004494299.1_1627	35.593	177	185
WP_004448470.1	lcl|NZ_APGN01000282.1_cds_WP_004460143.1_3410	33.562	146	185
WP_004448459.1	lcl|NZ_APGN01000146.1_cds_WP_004464967.1_1644	32.087	321	329
WP_004448459.1	lcl|NZ_APGN01000223.1_cds_WP_004461583.1_2691	30.159	315	329
WP_004448459.1	lcl|NZ_APGN01000227.1_cds_WP_004461234.1_2736	32.476	311	329
WP_004448459.1	lcl|NZ_APGN01000146.1_cds_WP_004476514.1_1665	31.045	335	329
WP_004448459.1	lcl|NZ_APGN01000146.1_cds_WP_004465002.1_1646	30.164	305	329
WP_004448459.1	lcl|NZ_APGN01000174.1_cds_WP_004480590.1_2027	30.650	323	329
WP_004448459.1	lcl|NZ_APGN01000127.1_cds_WP_004461242.1_1353	29.412	323	329
WP_004448459.1	lcl|NZ_APGN01000260.1_cds_WP_004468319.1_3156	26.979	341	329
WP_004448459.1	lcl|NZ_APGN01000008.1_cds_WP_032913769.1_176	25.959	339	329
WP_004448459.1	lcl|NZ_APGN01000146.1_cds_WP_004464977.1_1593	25.397	315	329
WP_004448459.1	lcl|NZ_APGN01000137.1_cds_WP_004470510.1_1506	27.652	264	329
WP_004448459.1	lcl|NZ_APGN01000146.1_cds_WP_004465101.1_1648	26.449	276	329
WP_004448459.1	lcl|NZ_APGN01000272.1_cds_WP_004472818.1_3232	28.235	170	329
WP_004448459.1	lcl|NZ_APGN01000221.1_cds_WP_004483653.1_2604	23.636	330	329
WP_004421408.1	lcl|NZ_APGN01000146.1_cds_WP_004475169.1_1645	26.423	246	267
WP_004421408.1	lcl|NZ_APGN01000056.1_cds_WP_004477560.1_629	35.455	110	267
WP_004421408.1	lcl|NZ_APGN01000146.1_cds_WP_004476528.1_1666	26.842	190	267
WP_004421408.1	lcl|NZ_APGN01000126.1_cds_WP_016754360.1_1344	37.209	86	267
WP_004421408.1	lcl|NZ_APGN01000260.1_cds_WP_004477855.1_3157	25.389	193	267
WP_004448480.1	lcl|NZ_APGN01000239.1_cds_WP_004463881.1_2943	27.523	327	510
WP_004448480.1	lcl|NZ_APGN01000239.1_cds_WP_004460640.1_2942	32.609	92	510
WP_004448480.1	lcl|NZ_APGN01000239.1_cds_WP_004463881.1_2943	27.523	327	510
WP_004448480.1	lcl|NZ_APGN01000239.1_cds_WP_004460640.1_2942	32.609	92	510
WP_036062285.1	lcl|NZ_APGN01000227.1_cds_WP_004461234.1_2736	26.374	273	330
WP_036062285.1	lcl|NZ_APGN01000146.1_cds_WP_004464967.1_1644	23.723	274	330
WP_036062285.1	lcl|NZ_APGN01000223.1_cds_WP_004461583.1_2691	28.623	276	330
WP_036062285.1	lcl|NZ_APGN01000146.1_cds_WP_004476514.1_1665	26.048	334	330
WP_036062285.1	lcl|NZ_APGN01000008.1_cds_WP_032913769.1_176	27.027	222	330
WP_036062285.1	lcl|NZ_APGN01000221.1_cds_WP_004483653.1_2604	25.926	243	330
WP_036062285.1	lcl|NZ_APGN01000174.1_cds_WP_004480590.1_2027	29.675	246	330
WP_036062285.1	lcl|NZ_APGN01000260.1_cds_WP_004468319.1_3156	24.460	139	330
WP_036062285.1	lcl|NZ_APGN01000137.1_cds_WP_004470510.1_1506	28.462	130	330
WP_004448474.1	lcl|NZ_APGN01000146.1_cds_WP_004494297.1_1658	32.558	344	366
WP_004448474.1	lcl|NZ_APGN01000056.1_cds_WP_004466571.1_622	28.457	376	366
WP_004448474.1	lcl|NZ_APGN01000146.1_cds_WP_004475202.1_1604	34.202	307	366
WP_004448474.1	lcl|NZ_APGN01000162.1_cds_WP_004480135.1_1844	30.641	359	366
WP_004448474.1	lcl|NZ_APGN01000146.1_cds_WP_004465299.1_1621	29.923	391	366
WP_004448474.1	lcl|NZ_APGN01000146.1_cds_WP_004476552.1_1601	37.864	206	366
WP_004448474.1	lcl|NZ_APGN01000008.1_cds_WP_004460480.1_175	32.447	188	366
WP_004448477.1	lcl|NZ_APGN01000146.1_cds_WP_004494297.1_1658	35.714	350	367
WP_004448477.1	lcl|NZ_APGN01000162.1_cds_WP_004480135.1_1844	33.245	379	367
WP_004448477.1	lcl|NZ_APGN01000146.1_cds_WP_004465299.1_1621	31.183	372	367
WP_004448477.1	lcl|NZ_APGN01000056.1_cds_WP_004466571.1_622	30.079	379	367
WP_004448477.1	lcl|NZ_APGN01000146.1_cds_WP_004475202.1_1604	33.218	289	367
WP_004448477.1	lcl|NZ_APGN01000146.1_cds_WP_004476552.1_1601	27.966	354	367
WP_004448477.1	lcl|NZ_APGN01000008.1_cds_WP_004460480.1_175	26.039	361	367
WP_004448477.1	lcl|NZ_APGN01000282.1_cds_WP_004494747.1_3445	34.884	86	367
WP_036062289.1	lcl|NZ_APGN01000081.1_cds_WP_004457662.1_850	44.939	247	265
WP_004448469.1	lcl|NZ_APGN01000076.1_cds_WP_004462784.1_807	36.271	295	310
WP_004448469.1	lcl|NZ_APGN01000160.1_cds_WP_004473577.1_1812	26.460	291	310
WP_004448469.1	lcl|NZ_APGN01000144.1_cds_WP_004462208.1_1579	27.820	133	310
WP_004448469.1	lcl|NZ_APGN01000076.1_cds_WP_004462784.1_807	36.271	295	310
WP_004448469.1	lcl|NZ_APGN01000160.1_cds_WP_004473577.1_1812	26.460	291	310
WP_004448469.1	lcl|NZ_APGN01000144.1_cds_WP_004462208.1_1579	27.820	133	310
WP_004448460.1	lcl|NZ_APGN01000166.1_cds_WP_004462309.1_1894	41.667	60	140
WP_004448464.1	lcl|NZ_APGN01000016.1_cds_WP_004462594.1_270	27.723	101	221
WP_004421412.1	lcl|NZ_APGN01000094.1_cds_WP_004485991.1_943	33.858	127	177
WP_004448479.1	lcl|NZ_APGN01000041.1_cds_WP_004481151.1_497	26.457	223	406
WP_004448479.1	lcl|NZ_APGN01000016.1_cds_WP_004480789.1_269	23.611	216	406
WP_004448466.1	lcl|NZ_APGN01000146.1_cds_WP_004465299.1_1621	32.086	374	361
WP_004448466.1	lcl|NZ_APGN01000146.1_cds_WP_004476552.1_1601	37.959	245	361
WP_004448466.1	lcl|NZ_APGN01000056.1_cds_WP_004466571.1_622	29.534	386	361
WP_004448466.1	lcl|NZ_APGN01000146.1_cds_WP_004475202.1_1604	37.712	236	361
WP_004448466.1	lcl|NZ_APGN01000146.1_cds_WP_004494297.1_1658	33.333	255	361
WP_004448466.1	lcl|NZ_APGN01000008.1_cds_WP_004460480.1_175	25.745	369	361
WP_004448466.1	lcl|NZ_APGN01000162.1_cds_WP_004480135.1_1844	30.800	250	361
WP_243817856.1	lcl|NZ_APGN01000069.1_cds_WP_004494023.1_739	42.632	190	382
WP_243817856.1	lcl|NZ_APGN01000170.1_cds_WP_004494374.1_1941	31.892	185	382
WP_243817856.1	lcl|NZ_APGN01000206.1_cds_LEP1GSC162_RS19295_2446	83.333	30	382
WP_243817856.1	lcl|NZ_APGN01000056.1_cds_WP_155119916.1_639	28.030	132	382
WP_243817856.1	lcl|NZ_APGN01000123.1_cds_WP_032913851.1_1258	28.346	127	382
WP_243817856.1	lcl|NZ_APGN01000069.1_cds_WP_004494023.1_739	42.632	190	382
WP_243817856.1	lcl|NZ_APGN01000170.1_cds_WP_004494374.1_1941	31.892	185	382
WP_243817856.1	lcl|NZ_APGN01000206.1_cds_LEP1GSC162_RS19295_2446	83.333	30	382
WP_243817856.1	lcl|NZ_APGN01000056.1_cds_WP_155119916.1_639	28.030	132	382
WP_243817856.1	lcl|NZ_APGN01000123.1_cds_WP_032913851.1_1258	28.346	127	382
WP_243817856.1	lcl|NZ_APGN01000069.1_cds_WP_004494023.1_739	42.632	190	382
WP_243817856.1	lcl|NZ_APGN01000170.1_cds_WP_004494374.1_1941	31.892	185	382
