WP_000340715.1	lcl|NZ_JQPT01000060.1_cds_WP_000340715.1_1405	100.000	86	106
WP_004421326.1	lcl|NZ_JQPT01000060.1_cds_WP_000712241.1_1404	94.268	314	314
WP_004421326.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	26.493	268	314
WP_004421326.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	25.926	324	314
WP_004421326.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	26.425	193	314
WP_004421326.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	22.917	288	314
WP_004421326.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	25.000	328	314
WP_243817859.1	lcl|NZ_JQPT01000060.1_cds_WP_000604524.1_1403	90.685	365	365
WP_004448470.1	lcl|NZ_JQPT01000060.1_cds_WP_000884059.1_1402	96.196	184	185
WP_004448470.1	lcl|NZ_JQPT01000172.1_cds_WP_000351733.1_3193	39.286	140	185
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	96.353	329	329
WP_004448459.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	32.698	315	329
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	31.962	316	329
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	30.448	335	329
WP_004448459.1	lcl|NZ_JQPT01000087.1_cds_WP_001984071.1_1947	31.270	307	329
WP_004448459.1	lcl|NZ_JQPT01000017.1_cds_WP_000649925.1_345	30.031	323	329
WP_004448459.1	lcl|NZ_JQPT01000254.1_cds_WP_000709513.1_3874	29.102	323	329
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_061234286.1_1340	25.667	300	329
WP_004448459.1	lcl|NZ_JQPT01000087.1_cds_WP_000688695.1_1967	29.197	274	329
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	29.804	255	329
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_000475904.1_1331	27.899	276	329
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_000712241.1_1404	25.316	316	329
WP_004448459.1	lcl|NZ_JQPT01000080.1_cds_WP_001074779.1_1794	27.925	265	329
WP_004448459.1	lcl|NZ_JQPT01000132.1_cds_WP_001003557.1_2723	24.699	332	329
WP_004448459.1	lcl|NZ_JQPT01000060.1_cds_WP_000487319.1_1342	28.049	328	329
WP_004421408.1	lcl|NZ_JQPT01000060.1_cds_WP_061251935.1_1400	94.382	267	267
WP_004421408.1	lcl|NZ_JQPT01000060.1_cds_WP_000859505.1_1343	27.885	208	267
WP_004421408.1	lcl|NZ_JQPT01000060.1_cds_WP_000800438.1_1371	26.702	191	267
WP_004421408.1	lcl|NZ_JQPT01000060.1_cds_WP_000842260.1_1313	26.842	190	267
WP_004421408.1	lcl|NZ_JQPT01000198.1_cds_WP_000667727.1_3484	33.636	110	267
WP_004421408.1	lcl|NZ_JQPT01000065.1_cds_WP_000805357.1_1495	33.333	102	267
WP_004448480.1	lcl|NZ_JQPT01000060.1_cds_WP_061251934.1_1399	95.490	510	510
WP_004448480.1	lcl|NZ_JQPT01000034.1_cds_WP_000291581.1_745	27.077	325	510
WP_004448480.1	lcl|NZ_JQPT01000034.1_cds_WP_000364504.1_744	31.111	90	510
WP_004448480.1	lcl|NZ_JQPT01000060.1_cds_WP_061251934.1_1399	95.490	510	510
WP_004448480.1	lcl|NZ_JQPT01000034.1_cds_WP_000291581.1_745	27.077	325	510
WP_004448480.1	lcl|NZ_JQPT01000034.1_cds_WP_000364504.1_744	31.111	90	510
WP_036062285.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	96.364	330	330
WP_036062285.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	28.990	307	330
WP_036062285.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	27.068	266	330
WP_036062285.1	lcl|NZ_JQPT01000087.1_cds_WP_001984071.1_1947	25.368	272	330
WP_036062285.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	26.582	316	330
WP_036062285.1	lcl|NZ_JQPT01000132.1_cds_WP_001003557.1_2723	29.218	243	330
