WP_000340715.1	lcl|NZ_LUHH01000031.1_cds_WP_000340715.1_1849	100.000	86	106
WP_004421326.1	lcl|NZ_LUHH01000031.1_cds_WP_000410266.1_1850	94.268	314	314
WP_004421326.1	lcl|NZ_LUHH01000031.1_cds_WP_000744698.1_776	25.926	324	314
WP_004421326.1	lcl|NZ_LUHH01000031.1_cds_WP_000646254.1_1853	26.119	268	314
WP_004421326.1	lcl|NZ_LUHH01000031.1_cds_WP_000723091.1_1875	23.264	288	314
WP_004421326.1	lcl|NZ_LUHH01000031.1_cds_WP_001067557.1_1856	25.000	328	314
WP_243817859.1	lcl|NZ_LUHH01000031.1_cds_WP_000604525.1_1851	90.137	365	365
WP_004448470.1	lcl|NZ_LUHH01000031.1_cds_WP_000884059.1_1852	96.196	184	185
WP_004448470.1	lcl|NZ_LUHH01000031.1_cds_WP_000351733.1_2189	39.286	140	185
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_000646254.1_1853	96.049	329	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_000744698.1_776	32.698	315	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_000723091.1_1875	30.746	335	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_002072074.1_3536	30.945	307	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_000649924.1_944	30.031	323	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_000709508.1_3545	28.793	323	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_000688696.1_3516	29.197	274	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_001067557.1_1856	29.804	255	329
WP_004448459.1	lcl|NZ_LUHH01000001.1_cds_WP_000475901.1_334	27.692	260	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_000410266.1_1850	25.316	316	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_001074779.1_2399	27.925	265	329
WP_004448459.1	lcl|NZ_LUHH01000031.1_cds_WP_001003560.1_3791	24.556	338	329
WP_004448459.1	lcl|NZ_LUHH01000001.1_cds_WP_000378097.1_300	25.581	172	329
WP_004421408.1	lcl|NZ_LUHH01000031.1_cds_WP_000774259.1_1854	94.757	267	267
WP_004421408.1	lcl|NZ_LUHH01000031.1_cds_WP_000842260.1_1876	26.842	190	267
WP_004421408.1	lcl|NZ_LUHH01000031.1_cds_WP_000667727.1_3494	33.636	110	267
WP_004421408.1	lcl|NZ_LUHH01000031.1_cds_WP_000805357.1_3444	33.333	102	267
WP_004448480.1	lcl|NZ_LUHH01000031.1_cds_WP_002072162.1_1855	96.275	510	510
WP_004448480.1	lcl|NZ_LUHH01000031.1_cds_WP_000291581.1_2471	27.077	325	510
WP_004448480.1	lcl|NZ_LUHH01000031.1_cds_WP_000364504.1_2470	31.111	90	510
WP_004448480.1	lcl|NZ_LUHH01000031.1_cds_WP_002072162.1_1855	96.275	510	510
WP_004448480.1	lcl|NZ_LUHH01000031.1_cds_WP_000291581.1_2471	27.077	325	510
WP_004448480.1	lcl|NZ_LUHH01000031.1_cds_WP_000364504.1_2470	31.111	90	510
