WP_000340715.1	lcl|NZ_AOVJ01000108.1_cds_WP_000340715.1_2485	100.000	86	106
WP_004421326.1	lcl|NZ_AOVJ01000108.1_cds_WP_000410273.1_2484	94.268	314	314
WP_004421326.1	lcl|NZ_AOVJ01000108.1_cds_WP_000093099.1_2464	53.968	63	314
WP_004421326.1	lcl|NZ_AOVJ01000108.1_cds_WP_000646250.1_2481	26.493	268	314
WP_004421326.1	lcl|NZ_AOVJ01000135.1_cds_WP_000744700.1_3447	25.926	324	314
WP_004421326.1	lcl|NZ_AOVJ01000108.1_cds_WP_000600889.1_2455	26.425	193	314
WP_004421326.1	lcl|NZ_AOVJ01000108.1_cds_WP_000723090.1_2402	22.917	288	314
WP_004421326.1	lcl|NZ_AOVJ01000108.1_cds_WP_001067557.1_2478	25.000	328	314
WP_243817859.1	lcl|NZ_AOVJ01000108.1_cds_WP_000604524.1_2483	90.685	365	365
WP_004448470.1	lcl|NZ_AOVJ01000108.1_cds_WP_000884059.1_2482	96.196	184	185
WP_004448470.1	lcl|NZ_AOVJ01000127.1_cds_WP_000351733.1_3062	39.286	140	185
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_000646250.1_2481	96.049	329	329
WP_004448459.1	lcl|NZ_AOVJ01000135.1_cds_WP_000744700.1_3447	32.698	315	329
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_000600889.1_2455	31.962	316	329
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_000723090.1_2402	30.448	335	329
WP_004448459.1	lcl|NZ_AOVJ01000103.1_cds_WP_001984071.1_2289	31.270	307	329
WP_004448459.1	lcl|NZ_AOVJ01000075.1_cds_WP_000649925.1_1462	30.031	323	329
WP_004448459.1	lcl|NZ_AOVJ01000061.1_cds_WP_000709511.1_1058	29.305	331	329
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_000601375.1_2428	25.333	300	329
WP_004448459.1	lcl|NZ_AOVJ01000035.1_cds_WP_000688695.1_616	29.197	274	329
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_001067557.1_2478	29.804	255	329
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_000475904.1_2419	27.899	276	329
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_000410273.1_2484	25.633	316	329
WP_004448459.1	lcl|NZ_AOVJ01000040.1_cds_WP_001074785.1_722	28.302	265	329
WP_004448459.1	lcl|NZ_AOVJ01000078.1_cds_WP_001003555.1_1575	24.852	338	329
WP_004448459.1	lcl|NZ_AOVJ01000108.1_cds_WP_000487322.1_2430	27.744	328	329
WP_004421408.1	lcl|NZ_AOVJ01000108.1_cds_WP_000774262.1_2480	94.382	267	267
WP_004421408.1	lcl|NZ_AOVJ01000108.1_cds_WP_000859505.1_2431	27.885	208	267
WP_004421408.1	lcl|NZ_AOVJ01000108.1_cds_WP_000800438.1_2450	26.702	191	267
WP_004421408.1	lcl|NZ_AOVJ01000108.1_cds_WP_000842260.1_2401	26.842	190	267
WP_004421408.1	lcl|NZ_AOVJ01000084.1_cds_WP_000667727.1_1741	33.636	110	267
WP_004421408.1	lcl|NZ_AOVJ01000095.1_cds_WP_000805357.1_2091	33.333	102	267
WP_004448480.1	lcl|NZ_AOVJ01000108.1_cds_WP_000612797.1_2479	95.490	510	510
WP_004448480.1	lcl|NZ_AOVJ01000141.1_cds_WP_000291591.1_3683	27.077	325	510
WP_004448480.1	lcl|NZ_AOVJ01000141.1_cds_WP_000364507.1_3682	31.111	90	510
WP_004448480.1	lcl|NZ_AOVJ01000108.1_cds_WP_000612797.1_2479	95.490	510	510
WP_004448480.1	lcl|NZ_AOVJ01000141.1_cds_WP_000291591.1_3683	27.077	325	510
WP_004448480.1	lcl|NZ_AOVJ01000141.1_cds_WP_000364507.1_3682	31.111	90	510
WP_036062285.1	lcl|NZ_AOVJ01000108.1_cds_WP_001067557.1_2478	96.667	330	330
WP_036062285.1	lcl|NZ_AOVJ01000108.1_cds_WP_000646250.1_2481	28.990	307	330
WP_036062285.1	lcl|NZ_AOVJ01000108.1_cds_WP_000600889.1_2455	26.692	266	330
WP_036062285.1	lcl|NZ_AOVJ01000103.1_cds_WP_001984071.1_2289	25.368	272	330
WP_036062285.1	lcl|NZ_AOVJ01000135.1_cds_WP_000744700.1_3447	26.582	316	330
WP_036062285.1	lcl|NZ_AOVJ01000078.1_cds_WP_001003555.1_1575	29.218	243	330
WP_036062285.1	lcl|NZ_AOVJ01000108.1_cds_WP_000723090.1_2402	24.324	333	330
WP_036062285.1	lcl|NZ_AOVJ01000075.1_cds_WP_000649925.1_1462	29.688	256	330
WP_036062285.1	lcl|NZ_AOVJ01000035.1_cds_WP_000688695.1_616	26.244	221	330
WP_036062285.1	lcl|NZ_AOVJ01000108.1_cds_WP_000601375.1_2428	27.273	275	330
WP_004448474.1	lcl|NZ_AOVJ01000108.1_cds_WP_001198107.1_2477	95.628	366	366
WP_004448474.1	lcl|NZ_AOVJ01000108.1_cds_WP_000608295.1_2476	40.274	365	366
WP_004448474.1	lcl|NZ_AOVJ01000108.1_cds_WP_000575178.1_2408	33.705	359	366
WP_004448474.1	lcl|NZ_AOVJ01000032.1_cds_WP_001281953.1_597	27.704	379	366
WP_004448474.1	lcl|NZ_AOVJ01000108.1_cds_WP_000346036.1_2447	27.809	356	366
WP_004448474.1	lcl|NZ_AOVJ01000108.1_cds_WP_000582222.1_2466	32.295	353	366
WP_004448474.1	lcl|NZ_AOVJ01000067.1_cds_WP_000538752.1_1214	29.972	357	366
WP_004448474.1	lcl|NZ_AOVJ01000108.1_cds_WP_000947844.1_2454	27.168	346	366
WP_004448474.1	lcl|NZ_AOVJ01000037.1_cds_WP_001982414.1_643	31.579	190	366
WP_004448477.1	lcl|NZ_AOVJ01000108.1_cds_WP_000608295.1_2476	95.095	367	367
WP_004448477.1	lcl|NZ_AOVJ01000108.1_cds_WP_001198107.1_2477	39.726	365	367
WP_004448477.1	lcl|NZ_AOVJ01000108.1_cds_WP_000575178.1_2408	36.314	369	367
WP_004448477.1	lcl|NZ_AOVJ01000067.1_cds_WP_000538752.1_1214	31.915	376	367
WP_004448477.1	lcl|NZ_AOVJ01000108.1_cds_WP_000582222.1_2466	34.463	354	367
WP_004448477.1	lcl|NZ_AOVJ01000032.1_cds_WP_001281953.1_597	30.423	378	367
WP_004448477.1	lcl|NZ_AOVJ01000108.1_cds_WP_000346036.1_2447	24.725	364	367
WP_004448477.1	lcl|NZ_AOVJ01000108.1_cds_WP_000947844.1_2454	25.843	356	367
WP_004448477.1	lcl|NZ_AOVJ01000037.1_cds_WP_001982414.1_643	24.931	361	367
WP_004448462.1	lcl|NZ_AOVJ01000108.1_cds_WP_000689743.1_2475	89.338	544	544
WP_004448462.1	lcl|NZ_AOVJ01000108.1_cds_WP_000689743.1_2475	89.338	544	544
WP_036062289.1	lcl|NZ_AOVJ01000108.1_cds_WP_000342713.1_2474	92.075	265	265
WP_036062289.1	lcl|NZ_AOVJ01000065.1_cds_WP_001002663.1_1132	45.679	243	265
WP_004448469.1	lcl|NZ_AOVJ01000108.1_cds_WP_001246618.1_2473	91.613	310	310
WP_004448469.1	lcl|NZ_AOVJ01000099.1_cds_WP_000501205.1_2191	35.526	304	310
WP_004448469.1	lcl|NZ_AOVJ01000071.1_cds_WP_001183723.1_1402	28.295	258	310
WP_004448469.1	lcl|NZ_AOVJ01000136.1_cds_WP_000279894.1_3484	27.068	133	310
WP_004448469.1	lcl|NZ_AOVJ01000108.1_cds_WP_001246618.1_2473	91.613	310	310
WP_004448469.1	lcl|NZ_AOVJ01000099.1_cds_WP_000501205.1_2191	35.526	304	310
WP_004448469.1	lcl|NZ_AOVJ01000071.1_cds_WP_001183723.1_1402	28.295	258	310
WP_004448469.1	lcl|NZ_AOVJ01000136.1_cds_WP_000279894.1_3484	27.068	133	310
WP_004448471.1	lcl|NZ_AOVJ01000108.1_cds_WP_000479982.1_2472	95.076	264	264
WP_004421278.1	lcl|NZ_AOVJ01000108.1_cds_WP_000715958.1_2471	93.023	129	130
WP_004448460.1	lcl|NZ_AOVJ01000108.1_cds_WP_001088866.1_2470	94.203	138	140
