WP_000340715.1	lcl|NZ_AHNX02000064.1_cds_WP_000340716.1_3409	98.837	86	106
WP_004421326.1	lcl|NZ_AHNX02000064.1_cds_WP_000410266.1_3408	94.268	314	314
WP_004421326.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	25.926	324	314
WP_004421326.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	26.119	268	314
WP_004421326.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	23.264	288	314
WP_004421326.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	25.000	328	314
WP_243817859.1	lcl|NZ_AHNX02000064.1_cds_WP_002132254.1_3407	90.411	365	365
WP_004448470.1	lcl|NZ_AHNX02000064.1_cds_WP_000884059.1_3406	96.196	184	185
WP_004448470.1	lcl|NZ_AHNX02000199.1_cds_WP_000351733.1_1338	39.286	140	185
WP_004448459.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	96.049	329	329
WP_004448459.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	32.698	315	329
WP_004448459.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	30.746	335	329
WP_004448459.1	lcl|NZ_AHNX02000142.1_cds_WP_002072074.1_2415	30.945	307	329
WP_004448459.1	lcl|NZ_AHNX02000180.1_cds_WP_000649924.1_1819	30.031	323	329
WP_004448459.1	lcl|NZ_AHNX02000050.1_cds_WP_000709509.1_3518	28.793	323	329
WP_004448459.1	lcl|NZ_AHNX02000225.1_cds_WP_000688698.1_899	29.197	274	329
WP_004448459.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	29.804	255	329
WP_004448459.1	lcl|NZ_AHNX02000198.1_cds_WP_000475901.1_1397	27.692	260	329
WP_004448459.1	lcl|NZ_AHNX02000064.1_cds_WP_000410266.1_3408	25.316	316	329
WP_004448459.1	lcl|NZ_AHNX02000048.1_cds_WP_001074779.1_3633	27.925	265	329
WP_004448459.1	lcl|NZ_AHNX02000075.1_cds_WP_001003560.1_3282	24.556	338	329
WP_004448459.1	lcl|NZ_AHNX02000198.1_cds_WP_000378097.1_1363	25.581	172	329
WP_004421408.1	lcl|NZ_AHNX02000064.1_cds_WP_000774259.1_3404	94.757	267	267
WP_004421408.1	lcl|NZ_AHNX02000258.1_cds_WP_000842260.1_537	26.842	190	267
WP_004421408.1	lcl|NZ_AHNX02000225.1_cds_WP_000667727.1_877	33.636	110	267
WP_004421408.1	lcl|NZ_AHNX02000122.1_cds_WP_000805357.1_2764	33.333	102	267
WP_004448480.1	lcl|NZ_AHNX02000064.1_cds_WP_000612798.1_3403	96.078	510	510
WP_004448480.1	lcl|NZ_AHNX02000091.1_cds_WP_000291581.1_3134	27.077	325	510
WP_004448480.1	lcl|NZ_AHNX02000091.1_cds_WP_000364504.1_3135	31.111	90	510
WP_004448480.1	lcl|NZ_AHNX02000064.1_cds_WP_000612798.1_3403	96.078	510	510
WP_004448480.1	lcl|NZ_AHNX02000091.1_cds_WP_000291581.1_3134	27.077	325	510
WP_004448480.1	lcl|NZ_AHNX02000091.1_cds_WP_000364504.1_3135	31.111	90	510
WP_036062285.1	lcl|NZ_AHNX02000064.1_cds_WP_001067557.1_3402	96.667	330	330
WP_036062285.1	lcl|NZ_AHNX02000064.1_cds_WP_000646254.1_3405	29.316	307	330
WP_036062285.1	lcl|NZ_AHNX02000142.1_cds_WP_002072074.1_2415	25.735	272	330
WP_036062285.1	lcl|NZ_AHNX02000040.1_cds_WP_000744698.1_3780	26.582	316	330
WP_036062285.1	lcl|NZ_AHNX02000075.1_cds_WP_001003560.1_3282	28.807	243	330
WP_036062285.1	lcl|NZ_AHNX02000258.1_cds_WP_000723091.1_536	23.494	332	330
WP_036062285.1	lcl|NZ_AHNX02000180.1_cds_WP_000649924.1_1819	29.688	256	330
WP_036062285.1	lcl|NZ_AHNX02000225.1_cds_WP_000688698.1_899	25.339	221	330
WP_004448474.1	lcl|NZ_AHNX02000064.1_cds_WP_001198107.1_3401	95.628	366	366
WP_004448474.1	lcl|NZ_AHNX02000064.1_cds_WP_000608294.1_3400	40.000	365	366
WP_004448474.1	lcl|NZ_AHNX02000198.1_cds_WP_000575180.1_1408	32.869	359	366
WP_004448474.1	lcl|NZ_AHNX02000198.1_cds_WP_000172659.1_1364	31.414	382	366
WP_004448474.1	lcl|NZ_AHNX02000225.1_cds_WP_001281953.1_883	27.704	379	366
WP_004448474.1	lcl|NZ_AHNX02000149.1_cds_WP_000538754.1_2359	29.972	357	366
WP_004448474.1	lcl|NZ_AHNX02000092.1_cds_WP_002132462.1_3105	32.219	329	366
