WP_000340715.1	lcl|NZ_JADDUT010000059.1_cds_WP_002725873.1_2640	91.860	86	106
WP_004421326.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733579.1_2641	91.401	314	314
WP_004421326.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733534.1_2644	25.746	268	314
WP_004421326.1	lcl|NZ_JADDUT010000018.1_cds_WP_002722638.1_634	23.385	325	314
WP_004421326.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740024.1_97	24.138	290	314
WP_004421326.1	lcl|NZ_JADDUT010000013.1_cds_WP_002743770.1_285	22.941	170	314
WP_004421326.1	lcl|NZ_JADDUT010000007.1_cds_IQA49_RS04835_3193	25.311	241	314
WP_004421326.1	lcl|NZ_JADDUT010000011.1_cds_WP_016749081.1_159	25.658	152	314
WP_243817859.1	lcl|NZ_JADDUT010000059.1_cds_WP_026054882.1_2642	86.849	365	365
WP_004448470.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733646.1_2643	95.628	183	185
WP_004448470.1	lcl|NZ_JADDUT010000004.1_cds_WP_002721790.1_2459	35.616	146	185
WP_004448459.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733534.1_2644	95.745	329	329
WP_004448459.1	lcl|NZ_JADDUT010000018.1_cds_WP_002722638.1_634	30.794	315	329
WP_004448459.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740024.1_97	31.343	335	329
WP_004448459.1	lcl|NZ_JADDUT010000007.1_cds_IQA49_RS04835_3193	30.844	308	329
WP_004448459.1	lcl|NZ_JADDUT010000007.1_cds_WP_002728316.1_3190	29.003	331	329
WP_004448459.1	lcl|NZ_JADDUT010000074.1_cds_WP_002741146.1_3066	29.781	319	329
WP_004448459.1	lcl|NZ_JADDUT010000013.1_cds_WP_002743770.1_285	27.273	341	329
WP_004448459.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733638.1_151	27.536	345	329
WP_004448459.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733546.1_122	26.296	270	329
WP_004448459.1	lcl|NZ_JADDUT010000059.1_cds_IQA49_RS15725_2647	28.990	307	329
WP_004448459.1	lcl|NZ_JADDUT010000008.1_cds_WP_002732331.1_3298	26.254	339	329
WP_004448459.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733579.1_2641	27.309	249	329
WP_004448459.1	lcl|NZ_JADDUT010000011.1_cds_WP_002744551.1_157	29.259	270	329
WP_004448459.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733698.1_114	27.174	276	329
WP_004448459.1	lcl|NZ_JADDUT010000011.1_cds_WP_016749081.1_159	23.344	317	329
WP_004448459.1	lcl|NZ_JADDUT010000057.1_cds_WP_002740236.1_2622	26.592	267	329
WP_004448459.1	lcl|NZ_JADDUT010000001.1_cds_WP_002721725.1_795	24.107	336	329
WP_004448459.1	lcl|NZ_JADDUT010000001.1_cds_WP_002739935.1_882	28.235	170	329
WP_004448459.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733757.1_124	29.121	182	329
WP_004421408.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733627.1_2645	94.007	267	267
WP_004421408.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740926.1_146	26.178	191	267
WP_004421408.1	lcl|NZ_JADDUT010000011.1_cds_WP_002738295.1_125	25.481	208	267
WP_004421408.1	lcl|NZ_JADDUT010000011.1_cds_WP_002727921.1_96	26.984	189	267
WP_004421408.1	lcl|NZ_JADDUT010000049.1_cds_WP_002729040.1_2309	32.727	110	267
WP_004421408.1	lcl|NZ_JADDUT010000003.1_cds_WP_002766579.1_1956	37.209	86	267
WP_004421408.1	lcl|NZ_JADDUT010000013.1_cds_IQA49_RS07125_284	24.868	189	267
WP_004448480.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740779.1_2646	95.882	510	510
WP_004448480.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728536.1_2981	27.134	328	510
WP_004448480.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728534.1_2980	31.111	90	510
WP_004448480.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740779.1_2646	95.882	510	510
WP_004448480.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728536.1_2981	27.134	328	510
WP_004448480.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728534.1_2980	31.111	90	510
WP_036062285.1	lcl|NZ_JADDUT010000059.1_cds_IQA49_RS15725_2647	95.455	330	330
WP_036062285.1	lcl|NZ_JADDUT010000007.1_cds_IQA49_RS04835_3193	27.306	271	330
WP_036062285.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733534.1_2644	29.316	307	330
WP_036062285.1	lcl|NZ_JADDUT010000011.1_cds_WP_002744551.1_157	27.491	291	330
WP_036062285.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740024.1_97	26.266	316	330
WP_036062285.1	lcl|NZ_JADDUT010000018.1_cds_WP_002722638.1_634	28.159	277	330
WP_036062285.1	lcl|NZ_JADDUT010000011.1_cds_WP_016749081.1_159	29.864	221	330
WP_036062285.1	lcl|NZ_JADDUT010000008.1_cds_WP_002732331.1_3298	26.577	222	330
WP_036062285.1	lcl|NZ_JADDUT010000001.1_cds_WP_002721725.1_795	25.403	248	330
WP_036062285.1	lcl|NZ_JADDUT010000074.1_cds_WP_002741146.1_3066	29.268	287	330
WP_036062285.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733546.1_122	25.000	268	330
WP_036062285.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733638.1_151	23.958	288	330
WP_036062285.1	lcl|NZ_JADDUT010000013.1_cds_WP_002743770.1_285	24.648	142	330
WP_036062285.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733579.1_2641	22.910	323	330
WP_036062285.1	lcl|NZ_JADDUT010000001.1_cds_WP_002739935.1_882	26.014	296	330
WP_036062285.1	lcl|NZ_JADDUT010000057.1_cds_WP_002740236.1_2622	25.926	243	330
WP_036062285.1	lcl|NZ_JADDUT010000036.1_cds_WP_002739707.1_1808	25.781	128	330
WP_004448474.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740826.1_2648	96.721	366	366
WP_004448474.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740861.1_2649	39.891	366	366
WP_004448474.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733737.1_163	33.616	354	366
