WP_000340715.1	lcl|NZ_RQFB01000093.1_cds_WP_135590643.1_3258	88.372	86	106
WP_004421326.1	lcl|NZ_RQFB01000093.1_cds_WP_135590644.1_3257	78.065	310	314
WP_004421326.1	lcl|NZ_RQFB01000093.1_cds_WP_135590646.1_3255	24.231	260	314
WP_004421326.1	lcl|NZ_RQFB01000102.1_cds_WP_135593681.1_419	24.691	324	314
WP_004421326.1	lcl|NZ_RQFB01000146.1_cds_WP_135590671.1_2367	24.294	177	314
WP_004448470.1	lcl|NZ_RQFB01000140.1_cds_WP_135590804.1_3594	37.415	147	185
WP_004448459.1	lcl|NZ_RQFB01000102.1_cds_WP_135593681.1_419	30.476	315	329
WP_004448459.1	lcl|NZ_RQFB01000093.1_cds_WP_135590646.1_3255	30.721	319	329
WP_004448459.1	lcl|NZ_RQFB01000102.1_cds_WP_135593996.1_175	31.833	311	329
WP_004448459.1	lcl|NZ_RQFB01000146.1_cds_WP_135590671.1_2367	29.073	313	329
WP_004448459.1	lcl|NZ_RQFB01000102.1_cds_WP_135593453.1_294	31.646	316	329
WP_004448459.1	lcl|NZ_RQFB01000071.1_cds_WP_135595207.1_3579	27.859	341	329
WP_004448459.1	lcl|NZ_RQFB01000102.1_cds_WP_135591407.1_65	29.730	333	329
WP_004448459.1	lcl|NZ_RQFB01000069.1_cds_WP_135590287.1_3149	23.754	341	329
WP_004448459.1	lcl|NZ_RQFB01000093.1_cds_WP_135590644.1_3257	25.079	315	329
WP_004448459.1	lcl|NZ_RQFB01000037.1_cds_WP_135592711.1_1499	27.273	264	329
WP_004448459.1	lcl|NZ_RQFB01000102.1_cds_WP_135593870.1_510	25.602	332	329
WP_004448459.1	lcl|NZ_RQFB01000075.1_cds_WP_135590112.1_1096	22.650	234	329
WP_004448459.1	lcl|NZ_RQFB01000102.1_cds_WP_135591491.1_15	27.778	252	329
WP_004448459.1	lcl|NZ_RQFB01000146.1_cds_WP_246057566.1_2366	30.435	161	329
WP_004421408.1	lcl|NZ_RQFB01000093.1_cds_WP_135590652.1_3249	27.984	243	267
WP_004421408.1	lcl|NZ_RQFB01000146.1_cds_WP_135593078.1_2365	24.155	207	267
WP_004421408.1	lcl|NZ_RQFB01000130.1_cds_WP_135594705.1_1466	28.415	183	267
WP_004421408.1	lcl|NZ_RQFB01000071.1_cds_WP_210412877.1_3578	28.571	189	267
WP_004421408.1	lcl|NZ_RQFB01000096.1_cds_WP_135594508.1_1667	24.771	218	267
WP_004448480.1	lcl|NZ_RQFB01000117.1_cds_WP_135594136.1_924	27.300	337	510
WP_004448480.1	lcl|NZ_RQFB01000117.1_cds_WP_135594138.1_923	28.889	90	510
WP_004448480.1	lcl|NZ_RQFB01000117.1_cds_WP_135594136.1_924	27.300	337	510
WP_004448480.1	lcl|NZ_RQFB01000117.1_cds_WP_135594138.1_923	28.889	90	510
WP_036062285.1	lcl|NZ_RQFB01000102.1_cds_WP_135593870.1_510	27.273	253	330
WP_036062285.1	lcl|NZ_RQFB01000102.1_cds_WP_135593996.1_175	29.391	279	330
WP_036062285.1	lcl|NZ_RQFB01000102.1_cds_WP_135593681.1_419	27.536	276	330
WP_036062285.1	lcl|NZ_RQFB01000102.1_cds_WP_135593453.1_294	30.282	284	330
WP_036062285.1	lcl|NZ_RQFB01000093.1_cds_WP_135590646.1_3255	25.095	263	330
WP_036062285.1	lcl|NZ_RQFB01000069.1_cds_WP_135590287.1_3149	24.775	222	330
WP_036062285.1	lcl|NZ_RQFB01000071.1_cds_WP_135595207.1_3579	27.820	133	330
WP_036062285.1	lcl|NZ_RQFB01000146.1_cds_WP_135590671.1_2367	21.799	289	330
WP_036062285.1	lcl|NZ_RQFB01000037.1_cds_WP_135592711.1_1499	24.483	290	330
WP_004448474.1	lcl|NZ_RQFB01000146.1_cds_WP_135593070.1_2361	32.267	344	366
WP_004448474.1	lcl|NZ_RQFB01000130.1_cds_WP_210412911.1_1461	28.723	376	366
