WP_000340715.1	lcl|NZ_AFLV02000009.1_cds_WP_002614501.1_3448	89.535	86	106
WP_004421326.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	91.290	310	314
WP_004421326.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	22.662	278	314
WP_004421326.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	25.387	323	314
WP_004421326.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	24.483	290	314
WP_004421326.1	lcl|NZ_AFLV02000009.1_cds_WP_002614506.1_3501	23.009	226	314
WP_004421326.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	22.830	311	314
WP_004448470.1	lcl|NZ_AFLV02000053.1_cds_WP_002630958.1_1619	34.247	146	185
WP_004448470.1	lcl|NZ_AFLV02000009.1_cds_WP_004498097.1_3482	33.898	177	185
WP_004448459.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	32.087	321	329
WP_004448459.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	31.429	315	329
WP_004448459.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	30.240	334	329
WP_004448459.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	31.190	311	329
WP_004448459.1	lcl|NZ_AFLV02000009.1_cds_WP_002614506.1_3501	30.164	305	329
WP_004448459.1	lcl|NZ_AFLV02000001.1_cds_WP_004498401.1_3989	30.094	319	329
WP_004448459.1	lcl|NZ_AFLV02000023.1_cds_WP_004495537.1_2647	26.488	336	329
WP_004448459.1	lcl|NZ_AFLV02000023.1_cds_WP_004495465.1_2602	29.412	323	329
WP_004448459.1	lcl|NZ_AFLV02000059.1_cds_WP_002619620.1_1185	26.549	339	329
WP_004448459.1	lcl|NZ_AFLV02000061.1_cds_WP_002619620.1_1091	26.549	339	329
WP_004448459.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	27.778	252	329
WP_004448459.1	lcl|NZ_AFLV02000009.1_cds_WP_002614509.1_3504	27.899	276	329
WP_004448459.1	lcl|NZ_AFLV02000003.1_cds_WP_004498464.1_3806	27.757	263	329
WP_004448459.1	lcl|NZ_AFLV02000043.1_cds_WP_004494996.1_2026	22.561	328	329
WP_004448459.1	lcl|NZ_AFLV02000001.1_cds_WP_004495316.1_4028	28.235	170	329
WP_004421408.1	lcl|NZ_AFLV02000009.1_cds_WP_004497932.1_3500	26.016	246	267
WP_004421408.1	lcl|NZ_AFLV02000038.1_cds_WP_004499478.1_2300	29.146	199	267
WP_004421408.1	lcl|NZ_AFLV02000021.1_cds_WP_002620407.1_2831	26.842	190	267
WP_004421408.1	lcl|NZ_AFLV02000023.1_cds_WP_004495535.1_2648	25.000	188	267
WP_004421408.1	lcl|NZ_AFLV02000058.1_cds_WP_026054267.1_1257	33.333	102	267
WP_004448480.1	lcl|NZ_AFLV02000003.1_cds_WP_004498450.1_3876	26.524	328	510
WP_004448480.1	lcl|NZ_AFLV02000003.1_cds_WP_004498493.1_3875	30.435	92	510
WP_004448480.1	lcl|NZ_AFLV02000003.1_cds_WP_004498450.1_3876	26.524	328	510
WP_004448480.1	lcl|NZ_AFLV02000003.1_cds_WP_004498493.1_3875	30.435	92	510
WP_036062285.1	lcl|NZ_AFLV02000023.1_cds_WP_004495474.1_2599	27.473	273	330
WP_036062285.1	lcl|NZ_AFLV02000009.1_cds_WP_004497949.1_3499	23.636	275	330
WP_036062285.1	lcl|NZ_AFLV02000050.1_cds_WP_002615921.1_1830	28.261	276	330
WP_036062285.1	lcl|NZ_AFLV02000021.1_cds_WP_004499129.1_2832	24.398	332	330
WP_036062285.1	lcl|NZ_AFLV02000059.1_cds_WP_002619620.1_1185	27.027	222	330
WP_036062285.1	lcl|NZ_AFLV02000061.1_cds_WP_002619620.1_1091	27.027	222	330
WP_036062285.1	lcl|NZ_AFLV02000043.1_cds_WP_004494996.1_2026	25.403	248	330
WP_036062285.1	lcl|NZ_AFLV02000001.1_cds_WP_004498401.1_3989	30.830	253	330
WP_036062285.1	lcl|NZ_AFLV02000023.1_cds_WP_004495537.1_2647	25.352	142	330
WP_036062285.1	lcl|NZ_AFLV02000003.1_cds_WP_004498464.1_3806	26.639	244	330
WP_036062285.1	lcl|NZ_AFLV02000009.1_cds_WP_004498704.1_3449	22.956	318	330
WP_004448474.1	lcl|NZ_AFLV02000021.1_cds_WP_004499131.1_2839	33.333	345	366
