WP_000340715.1	lcl|NZ_AHPY01000281.1_cds_WP_000340713.1_295	95.349	86	106
WP_004421326.1	lcl|NZ_AHPY01000281.1_cds_WP_000412665.1_296	98.071	311	314
WP_004421326.1	lcl|NZ_AHPY01000281.1_cds_WP_000699347.1_300	23.871	310	314
WP_004421326.1	lcl|NZ_AHPY01000085.1_cds_WP_000744700.1_2770	25.926	324	314
WP_004421326.1	lcl|NZ_AHPY01000281.1_cds_WP_000723077.1_309	21.300	277	314
WP_004421326.1	lcl|NZ_AHPY01000080.1_cds_WP_000723094.1_2877	23.264	288	314
WP_004448470.1	lcl|NZ_AHPY01000148.1_cds_WP_000351733.1_1875	39.286	140	185
WP_004448459.1	lcl|NZ_AHPY01000085.1_cds_WP_000744700.1_2770	32.698	315	329
WP_004448459.1	lcl|NZ_AHPY01000281.1_cds_WP_000699347.1_300	30.372	349	329
WP_004448459.1	lcl|NZ_AHPY01000080.1_cds_WP_000723094.1_2877	30.746	335	329
WP_004448459.1	lcl|NZ_AHPY01000281.1_cds_WP_000723077.1_309	31.104	299	329
WP_004448459.1	lcl|NZ_AHPY01000064.1_cds_WP_001984071.1_3391	31.270	307	329
WP_004448459.1	lcl|NZ_AHPY01000065.1_cds_WP_000649923.1_3264	30.031	323	329
WP_004448459.1	lcl|NZ_AHPY01000200.1_cds_WP_000709511.1_848	29.305	331	329
WP_004448459.1	lcl|NZ_AHPY01000064.1_cds_WP_000688695.1_3371	29.197	274	329
WP_004448459.1	lcl|NZ_AHPY01000281.1_cds_WP_000412665.1_296	25.157	318	329
WP_004448459.1	lcl|NZ_AHPY01000281.1_cds_WP_000377753.1_342	24.646	353	329
WP_004448459.1	lcl|NZ_AHPY01000096.1_cds_WP_001074783.1_2472	27.925	265	329
WP_004448459.1	lcl|NZ_AHPY01000173.1_cds_WP_001003558.1_1305	24.850	334	329
WP_004448459.1	lcl|NZ_AHPY01000281.1_cds_WP_000048849.1_319	23.770	244	329
WP_004421408.1	lcl|NZ_AHPY01000281.1_cds_WP_000432841.1_314	30.472	233	267
WP_004421408.1	lcl|NZ_AHPY01000080.1_cds_WP_000842260.1_2878	26.842	190	267
WP_004421408.1	lcl|NZ_AHPY01000144.1_cds_WP_000667727.1_1966	33.636	110	267
WP_004421408.1	lcl|NZ_AHPY01000281.1_cds_WP_000869621.1_341	21.912	251	267
WP_004421408.1	lcl|NZ_AHPY01000058.1_cds_WP_000805359.1_3513	34.314	102	267
WP_004448480.1	lcl|NZ_AHPY01000096.1_cds_WP_000291586.1_2544	27.077	325	510
WP_004448480.1	lcl|NZ_AHPY01000096.1_cds_WP_000364507.1_2543	31.111	90	510
WP_004448480.1	lcl|NZ_AHPY01000096.1_cds_WP_000291586.1_2544	27.077	325	510
WP_004448480.1	lcl|NZ_AHPY01000096.1_cds_WP_000364507.1_2543	31.111	90	510
WP_036062285.1	lcl|NZ_AHPY01000064.1_cds_WP_001984071.1_3391	25.368	272	330
WP_036062285.1	lcl|NZ_AHPY01000281.1_cds_WP_000723077.1_309	24.164	269	330
WP_036062285.1	lcl|NZ_AHPY01000085.1_cds_WP_000744700.1_2770	26.582	316	330
WP_036062285.1	lcl|NZ_AHPY01000173.1_cds_WP_001003558.1_1305	29.218	243	330
WP_036062285.1	lcl|NZ_AHPY01000080.1_cds_WP_000723094.1_2877	24.096	332	330
WP_036062285.1	lcl|NZ_AHPY01000281.1_cds_WP_000699347.1_300	25.000	256	330
WP_036062285.1	lcl|NZ_AHPY01000281.1_cds_WP_000048849.1_319	30.469	128	330
WP_036062285.1	lcl|NZ_AHPY01000065.1_cds_WP_000649923.1_3264	29.688	256	330
WP_036062285.1	lcl|NZ_AHPY01000064.1_cds_WP_000688695.1_3371	26.244	221	330
WP_036062285.1	lcl|NZ_AHPY01000281.1_cds_WP_000697617.1_344	25.591	254	330
WP_036062285.1	lcl|NZ_AHPY01000281.1_cds_WP_000377753.1_342	23.770	244	330
WP_004448474.1	lcl|NZ_AHPY01000080.1_cds_WP_000575187.1_2871	34.097	349	366
WP_004448474.1	lcl|NZ_AHPY01000281.1_cds_WP_000738262.1_323	31.854	383	366
WP_004448474.1	lcl|NZ_AHPY01000306.1_cds_WP_001281957.1_26	27.177	379	366
WP_004448474.1	lcl|NZ_AHPY01000171.1_cds_WP_000538758.1_1346	29.972	357	366
WP_004448474.1	lcl|NZ_AHPY01000281.1_cds_WP_001154829.1_322	26.801	347	366
WP_004448474.1	lcl|NZ_AHPY01000281.1_cds_WP_001054317.1_310	26.997	363	366
WP_004448474.1	lcl|NZ_AHPY01000030.1_cds_WP_001982414.1_3693	31.579	190	366
WP_004448477.1	lcl|NZ_AHPY01000080.1_cds_WP_000575187.1_2871	36.950	341	367
WP_004448477.1	lcl|NZ_AHPY01000171.1_cds_WP_000538758.1_1346	31.915	376	367
WP_004448477.1	lcl|NZ_AHPY01000281.1_cds_WP_000738262.1_323	32.687	361	367
WP_004448477.1	lcl|NZ_AHPY01000281.1_cds_WP_001154829.1_322	32.132	333	367
WP_004448477.1	lcl|NZ_AHPY01000306.1_cds_WP_001281957.1_26	30.159	378	367
WP_004448477.1	lcl|NZ_AHPY01000281.1_cds_WP_001054317.1_310	26.844	339	367
WP_004448477.1	lcl|NZ_AHPY01000030.1_cds_WP_001982414.1_3693	24.931	361	367
WP_036062289.1	lcl|NZ_AHPY01000181.1_cds_WP_001002663.1_1172	45.679	243	265
WP_004448469.1	lcl|NZ_AHPY01000079.1_cds_WP_000501205.1_2921	35.526	304	310
WP_004448469.1	lcl|NZ_AHPY01000075.1_cds_WP_001183723.1_3041	28.295	258	310
WP_004448469.1	lcl|NZ_AHPY01000145.1_cds_WP_000279894.1_1947	27.068	133	310
WP_004448469.1	lcl|NZ_AHPY01000079.1_cds_WP_000501205.1_2921	35.526	304	310
WP_004448469.1	lcl|NZ_AHPY01000075.1_cds_WP_001183723.1_3041	28.295	258	310
WP_004448469.1	lcl|NZ_AHPY01000145.1_cds_WP_000279894.1_1947	27.068	133	310
