WP_000340715.1	lcl|NZ_AOVL01000117.1_cds_WP_000340715.1_2900	100.000	86	106
WP_004421326.1	lcl|NZ_AOVL01000117.1_cds_WP_000410273.1_2901	94.268	314	314
WP_004421326.1	lcl|NZ_AOVL01000117.1_cds_WP_000093099.1_2921	53.968	63	314
WP_004421326.1	lcl|NZ_AOVL01000117.1_cds_WP_000646250.1_2904	26.493	268	314
WP_004421326.1	lcl|NZ_AOVL01000120.1_cds_WP_000744700.1_3133	25.926	324	314
WP_004421326.1	lcl|NZ_AOVL01000117.1_cds_WP_000600889.1_2930	26.425	193	314
WP_004421326.1	lcl|NZ_AOVL01000117.1_cds_WP_000723090.1_2983	22.917	288	314
WP_004421326.1	lcl|NZ_AOVL01000117.1_cds_WP_001067557.1_2907	25.000	328	314
WP_243817859.1	lcl|NZ_AOVL01000117.1_cds_WP_000604524.1_2902	90.685	365	365
WP_004448470.1	lcl|NZ_AOVL01000117.1_cds_WP_000884059.1_2903	96.196	184	185
WP_004448470.1	lcl|NZ_AOVL01000112.1_cds_WP_000351733.1_2678	39.286	140	185
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_000646250.1_2904	96.049	329	329
WP_004448459.1	lcl|NZ_AOVL01000120.1_cds_WP_000744700.1_3133	32.698	315	329
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_000600889.1_2930	31.962	316	329
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_000723090.1_2983	30.448	335	329
WP_004448459.1	lcl|NZ_AOVL01000128.1_cds_WP_001984071.1_3433	31.270	307	329
WP_004448459.1	lcl|NZ_AOVL01000082.1_cds_WP_000649925.1_1454	30.031	323	329
WP_004448459.1	lcl|NZ_AOVL01000013.1_cds_WP_000709511.1_133	29.305	331	329
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_000601375.1_2957	25.333	300	329
WP_004448459.1	lcl|NZ_AOVL01000128.1_cds_WP_000688695.1_3413	29.197	274	329
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_001067557.1_2907	29.804	255	329
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_000475904.1_2966	27.899	276	329
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_000410273.1_2901	25.633	316	329
WP_004448459.1	lcl|NZ_AOVL01000032.1_cds_WP_001074785.1_463	28.302	265	329
WP_004448459.1	lcl|NZ_AOVL01000098.1_cds_WP_001003555.1_2039	24.852	338	329
WP_004448459.1	lcl|NZ_AOVL01000117.1_cds_WP_000487322.1_2955	27.744	328	329
WP_004421408.1	lcl|NZ_AOVL01000117.1_cds_WP_000774262.1_2905	94.382	267	267
WP_004421408.1	lcl|NZ_AOVL01000117.1_cds_WP_000859505.1_2954	27.885	208	267
WP_004421408.1	lcl|NZ_AOVL01000117.1_cds_WP_000800438.1_2935	26.702	191	267
WP_004421408.1	lcl|NZ_AOVL01000117.1_cds_WP_000842260.1_2984	26.842	190	267
WP_004421408.1	lcl|NZ_AOVL01000036.1_cds_WP_000667727.1_524	33.636	110	267
WP_004421408.1	lcl|NZ_AOVL01000088.1_cds_WP_000805357.1_1640	33.333	102	267
WP_004448480.1	lcl|NZ_AOVL01000117.1_cds_WP_000612797.1_2906	95.490	510	510
WP_004448480.1	lcl|NZ_AOVL01000093.1_cds_WP_000291591.1_1796	27.077	325	510
WP_004448480.1	lcl|NZ_AOVL01000093.1_cds_WP_000364507.1_1797	31.111	90	510
WP_004448480.1	lcl|NZ_AOVL01000117.1_cds_WP_000612797.1_2906	95.490	510	510
WP_004448480.1	lcl|NZ_AOVL01000093.1_cds_WP_000291591.1_1796	27.077	325	510
WP_004448480.1	lcl|NZ_AOVL01000093.1_cds_WP_000364507.1_1797	31.111	90	510
WP_036062285.1	lcl|NZ_AOVL01000117.1_cds_WP_001067557.1_2907	96.667	330	330
WP_036062285.1	lcl|NZ_AOVL01000117.1_cds_WP_000646250.1_2904	28.990	307	330
WP_036062285.1	lcl|NZ_AOVL01000117.1_cds_WP_000600889.1_2930	26.692	266	330
WP_036062285.1	lcl|NZ_AOVL01000128.1_cds_WP_001984071.1_3433	25.368	272	330
WP_036062285.1	lcl|NZ_AOVL01000120.1_cds_WP_000744700.1_3133	26.582	316	330
WP_036062285.1	lcl|NZ_AOVL01000098.1_cds_WP_001003555.1_2039	29.218	243	330
WP_036062285.1	lcl|NZ_AOVL01000117.1_cds_WP_000723090.1_2983	24.324	333	330
WP_036062285.1	lcl|NZ_AOVL01000082.1_cds_WP_000649925.1_1454	29.688	256	330
WP_036062285.1	lcl|NZ_AOVL01000128.1_cds_WP_000688695.1_3413	26.244	221	330
