WP_000340715.1	lcl|NZ_ANMW01000134.1_cds_WP_000340715.1_2937	100.000	86	106
WP_004421326.1	lcl|NZ_ANMW01000134.1_cds_WP_000410273.1_2936	94.268	314	314
WP_004421326.1	lcl|NZ_ANMW01000134.1_cds_WP_000646250.1_2933	26.493	268	314
WP_004421326.1	lcl|NZ_ANMW01000131.1_cds_WP_000744700.1_2859	25.926	324	314
WP_004421326.1	lcl|NZ_ANMW01000127.1_cds_WP_001033107.1_2634	21.053	266	314
WP_004421326.1	lcl|NZ_ANMW01000127.1_cds_WP_000723092.1_2686	22.837	289	314
WP_004421326.1	lcl|NZ_ANMW01000134.1_cds_WP_001067556.1_2930	25.000	328	314
WP_243817859.1	lcl|NZ_ANMW01000134.1_cds_WP_001967810.1_2935	90.411	365	365
WP_004448470.1	lcl|NZ_ANMW01000134.1_cds_WP_000884059.1_2934	96.196	184	185
WP_004448470.1	lcl|NZ_ANMW01000094.1_cds_WP_000351733.1_2116	39.286	140	185
WP_004448459.1	lcl|NZ_ANMW01000134.1_cds_WP_000646250.1_2933	96.049	329	329
WP_004448459.1	lcl|NZ_ANMW01000131.1_cds_WP_000744700.1_2859	32.698	315	329
WP_004448459.1	lcl|NZ_ANMW01000127.1_cds_WP_000723092.1_2686	30.448	335	329
WP_004448459.1	lcl|NZ_ANMW01000206.1_cds_WP_001984071.1_3988	31.270	307	329
WP_004448459.1	lcl|NZ_ANMW01000134.1_cds_WP_000699346.1_2919	30.488	328	329
WP_004448459.1	lcl|NZ_ANMW01000080.1_cds_WP_000649923.1_1638	30.031	323	329
WP_004448459.1	lcl|NZ_ANMW01000156.1_cds_WP_000709513.1_3220	29.102	323	329
WP_004448459.1	lcl|NZ_ANMW01000054.1_cds_WP_000688696.1_948	29.197	274	329
WP_004448459.1	lcl|NZ_ANMW01000134.1_cds_WP_001067556.1_2930	29.804	255	329
WP_004448459.1	lcl|NZ_ANMW01000127.1_cds_WP_000475904.1_2669	27.899	276	329
WP_004448459.1	lcl|NZ_ANMW01000134.1_cds_WP_000410273.1_2936	25.633	316	329
WP_004448459.1	lcl|NZ_ANMW01000044.1_cds_WP_001074785.1_810	28.302	265	329
WP_004448459.1	lcl|NZ_ANMW01000127.1_cds_WP_001033107.1_2634	25.974	308	329
WP_004448459.1	lcl|NZ_ANMW01000107.1_cds_WP_001003557.1_2295	24.699	332	329
WP_004421408.1	lcl|NZ_ANMW01000134.1_cds_WP_000774256.1_2932	95.131	267	267
WP_004421408.1	lcl|NZ_ANMW01000127.1_cds_WP_000842260.1_2687	26.842	190	267
WP_004421408.1	lcl|NZ_ANMW01000064.1_cds_WP_000667727.1_1179	33.636	110	267
WP_004421408.1	lcl|NZ_ANMW01000070.1_cds_WP_000805359.1_1396	34.314	102	267
WP_004448480.1	lcl|NZ_ANMW01000134.1_cds_WP_000612794.1_2931	95.882	510	510
WP_004448480.1	lcl|NZ_ANMW01000017.1_cds_WP_000291586.1_356	27.077	325	510
WP_004448480.1	lcl|NZ_ANMW01000017.1_cds_WP_000364507.1_357	31.111	90	510
WP_004448480.1	lcl|NZ_ANMW01000134.1_cds_WP_000612794.1_2931	95.882	510	510
WP_004448480.1	lcl|NZ_ANMW01000017.1_cds_WP_000291586.1_356	27.077	325	510
WP_004448480.1	lcl|NZ_ANMW01000017.1_cds_WP_000364507.1_357	31.111	90	510
WP_036062285.1	lcl|NZ_ANMW01000134.1_cds_WP_001067556.1_2930	96.364	330	330
WP_036062285.1	lcl|NZ_ANMW01000134.1_cds_WP_000646250.1_2933	28.990	307	330
WP_036062285.1	lcl|NZ_ANMW01000206.1_cds_WP_001984071.1_3988	25.368	272	330
WP_036062285.1	lcl|NZ_ANMW01000131.1_cds_WP_000744700.1_2859	26.582	316	330
WP_036062285.1	lcl|NZ_ANMW01000107.1_cds_WP_001003557.1_2295	29.218	243	330
WP_036062285.1	lcl|NZ_ANMW01000127.1_cds_WP_000723092.1_2686	24.324	333	330
WP_036062285.1	lcl|NZ_ANMW01000134.1_cds_WP_000699346.1_2919	27.907	215	330
WP_036062285.1	lcl|NZ_ANMW01000080.1_cds_WP_000649923.1_1638	29.688	256	330
WP_036062285.1	lcl|NZ_ANMW01000054.1_cds_WP_000688696.1_948	26.244	221	330
WP_004448474.1	lcl|NZ_ANMW01000127.1_cds_WP_000575178.1_2680	33.705	359	366
WP_004448474.1	lcl|NZ_ANMW01000064.1_cds_WP_001281953.1_1173	27.704	379	366
WP_004448474.1	lcl|NZ_ANMW01000127.1_cds_WP_000331751.1_2638	32.295	353	366
WP_004448474.1	lcl|NZ_ANMW01000127.1_cds_WP_000172653.1_2644	30.239	377	366
WP_004448474.1	lcl|NZ_ANMW01000068.1_cds_WP_000538750.1_1344	29.972	357	366
WP_004448474.1	lcl|NZ_ANMW01000217.1_cds_WP_001982414.1_4193	31.579	190	366
WP_004448477.1	lcl|NZ_ANMW01000127.1_cds_WP_000575178.1_2680	36.314	369	367
WP_004448477.1	lcl|NZ_ANMW01000068.1_cds_WP_000538750.1_1344	31.915	376	367
WP_004448477.1	lcl|NZ_ANMW01000127.1_cds_WP_000172653.1_2644	32.768	354	367
WP_004448477.1	lcl|NZ_ANMW01000127.1_cds_WP_000331751.1_2638	36.000	325	367
WP_004448477.1	lcl|NZ_ANMW01000064.1_cds_WP_001281953.1_1173	30.423	378	367
WP_004448477.1	lcl|NZ_ANMW01000217.1_cds_WP_001982414.1_4193	24.931	361	367
WP_004448462.1	lcl|NZ_ANMW01000134.1_cds_WP_000776640.1_2929	38.095	546	544
WP_004448462.1	lcl|NZ_ANMW01000134.1_cds_WP_000776640.1_2929	38.095	546	544
WP_036062289.1	lcl|NZ_ANMW01000134.1_cds_WP_000424609.1_2928	67.803	264	265
WP_036062289.1	lcl|NZ_ANMW01000113.1_cds_WP_001002663.1_2446	45.679	243	265
WP_004448469.1	lcl|NZ_ANMW01000134.1_cds_WP_002074065.1_2927	88.387	310	310
WP_004448469.1	lcl|NZ_ANMW01000041.1_cds_WP_000501205.1_753	35.526	304	310
WP_004448469.1	lcl|NZ_ANMW01000184.1_cds_WP_001183723.1_3562	28.295	258	310
WP_004448469.1	lcl|NZ_ANMW01000075.1_cds_WP_000279894.1_1551	27.068	133	310
WP_004448469.1	lcl|NZ_ANMW01000134.1_cds_WP_002074065.1_2927	88.387	310	310
WP_004448469.1	lcl|NZ_ANMW01000041.1_cds_WP_000501205.1_753	35.526	304	310
WP_004448469.1	lcl|NZ_ANMW01000184.1_cds_WP_001183723.1_3562	28.295	258	310
WP_004448469.1	lcl|NZ_ANMW01000075.1_cds_WP_000279894.1_1551	27.068	133	310
WP_004448471.1	lcl|NZ_ANMW01000134.1_cds_WP_000479986.1_2926	95.455	264	264
WP_004421278.1	lcl|NZ_ANMW01000134.1_cds_WP_000715957.1_2925	93.798	129	130
WP_004448460.1	lcl|NZ_ANMW01000134.1_cds_WP_001088861.1_2924	95.652	138	140
WP_004448460.1	lcl|NZ_ANMW01000195.1_cds_WP_002069656.1_3759	41.071	56	140
WP_004448464.1	lcl|NZ_ANMW01000134.1_cds_WP_000517242.1_2923	95.023	221	221
WP_004448464.1	lcl|NZ_ANMW01000131.1_cds_WP_001079442.1_2888	28.205	78	221
WP_004448464.1	lcl|NZ_ANMW01000114.1_cds_WP_001069830.1_2468	29.358	109	221
WP_232724681.1	lcl|NZ_ANMW01000127.1_cds_WP_000431677.1_2633	46.809	94	115
WP_243817857.1	lcl|NZ_ANMW01000127.1_cds_WP_000431677.1_2633	55.556	54	59
WP_004421412.1	lcl|NZ_ANMW01000127.1_cds_WP_000697807.1_2636	48.795	166	177
WP_004421412.1	lcl|NZ_ANMW01000073.1_cds_WP_001206949.1_1455	32.576	132	177
WP_004448479.1	lcl|NZ_ANMW01000127.1_cds_WP_000795980.1_2637	36.829	410	406
WP_004448479.1	lcl|NZ_ANMW01000114.1_cds_WP_000347682.1_2467	26.442	208	406
WP_004448479.1	lcl|NZ_ANMW01000127.1_cds_WP_001028949.1_2635	20.795	327	406
WP_004448479.1	lcl|NZ_ANMW01000131.1_cds_WP_001079442.1_2888	26.829	164	406
WP_004448466.1	lcl|NZ_ANMW01000127.1_cds_WP_000331751.1_2638	93.352	361	361
WP_004448466.1	lcl|NZ_ANMW01000064.1_cds_WP_001281953.1_1173	30.105	382	361
WP_004448466.1	lcl|NZ_ANMW01000127.1_cds_WP_000172653.1_2644	29.570	372	361
WP_004448466.1	lcl|NZ_ANMW01000127.1_cds_WP_000575178.1_2680	32.157	255	361
WP_004448466.1	lcl|NZ_ANMW01000217.1_cds_WP_001982414.1_4193	26.558	369	361
WP_004448466.1	lcl|NZ_ANMW01000068.1_cds_WP_000538750.1_1344	29.885	261	361
WP_004421447.1	lcl|NZ_ANMW01000127.1_cds_WP_001968211.1_2639	87.338	308	308
WP_004421447.1	lcl|NZ_ANMW01000127.1_cds_WP_001968211.1_2639	87.338	308	308
WP_004448475.1	lcl|NZ_ANMW01000127.1_cds_WP_000608679.1_2642	30.641	359	399
WP_004448475.1	lcl|NZ_ANMW01000127.1_cds_WP_000179390.1_2632	33.466	251	399
WP_004448468.1	lcl|NZ_ANMW01000127.1_cds_WP_000179390.1_2632	43.388	484	516
WP_004448468.1	lcl|NZ_ANMW01000127.1_cds_WP_000608679.1_2642	30.047	213	516
WP_243817856.1	lcl|NZ_ANMW01000167.1_cds_WP_134798972.1_3358	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000142.1_cds_WP_134798972.1_3038	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000067.1_cds_WP_134798972.1_1251	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000026.1_cds_WP_134798972.1_526	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000147.1_cds_WP_157190515.1_3089	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	97.191	178	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	88.489	139	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000093.1_cds_LEP1GSC033_RS01000000127990_2066	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000093.1_cds_LEP1GSC033_RS01000000127990_2066	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000093.1_cds_LEP1GSC033_RS01000000127990_2066	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000059.1_cds_LEP1GSC033_RS01000000127830_1051	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000059.1_cds_LEP1GSC033_RS01000000127830_1051	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000059.1_cds_LEP1GSC033_RS01000000127830_1051	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000043.1_cds_LEP1GSC033_RS01000000127790_769	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000043.1_cds_LEP1GSC033_RS01000000127790_769	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000043.1_cds_LEP1GSC033_RS01000000127790_769	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000184.1_cds_LEP1GSC033_RS1000000132510_3538	68.421	76	382
WP_243817856.1	lcl|NZ_ANMW01000082.1_cds_LEP1GSC033_RS1000000131475_1722	63.636	33	382
WP_243817856.1	lcl|NZ_ANMW01000082.1_cds_LEP1GSC033_RS1000000129725_1719	60.606	33	382
WP_243817856.1	lcl|NZ_ANMW01000075.1_cds_LEP1GSC033_RS1000000131450_1484	70.370	27	382
WP_243817856.1	lcl|NZ_ANMW01000058.1_cds_LEP1GSC033_RS1000000131130_1022	100.000	17	382
WP_243817856.1	lcl|NZ_ANMW01000135.1_cds_LEP1GSC033_RS1000000130300_2938	37.500	56	382
WP_243817856.1	lcl|NZ_ANMW01000141.1_cds_LEP1GSC033_RS1000000131645_2982	56.522	23	382
WP_243817856.1	lcl|NZ_ANMW01000141.1_cds_LEP1GSC033_RS1000000131645_2982	57.895	19	382
WP_243817856.1	lcl|NZ_ANMW01000168.1_cds_LEP1GSC033_RS1000000132495_3370	60.000	25	382
WP_243817856.1	lcl|NZ_ANMW01000167.1_cds_WP_134798972.1_3358	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000142.1_cds_WP_134798972.1_3038	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000067.1_cds_WP_134798972.1_1251	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000026.1_cds_WP_134798972.1_526	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000147.1_cds_WP_157190515.1_3089	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	97.191	178	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	88.489	139	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000093.1_cds_LEP1GSC033_RS01000000127990_2066	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000093.1_cds_LEP1GSC033_RS01000000127990_2066	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000093.1_cds_LEP1GSC033_RS01000000127990_2066	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000059.1_cds_LEP1GSC033_RS01000000127830_1051	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000059.1_cds_LEP1GSC033_RS01000000127830_1051	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000059.1_cds_LEP1GSC033_RS01000000127830_1051	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000043.1_cds_LEP1GSC033_RS01000000127790_769	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000043.1_cds_LEP1GSC033_RS01000000127790_769	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000043.1_cds_LEP1GSC033_RS01000000127790_769	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000184.1_cds_LEP1GSC033_RS1000000132510_3538	68.421	76	382
WP_243817856.1	lcl|NZ_ANMW01000082.1_cds_LEP1GSC033_RS1000000131475_1722	63.636	33	382
WP_243817856.1	lcl|NZ_ANMW01000082.1_cds_LEP1GSC033_RS1000000129725_1719	60.606	33	382
WP_243817856.1	lcl|NZ_ANMW01000075.1_cds_LEP1GSC033_RS1000000131450_1484	70.370	27	382
WP_243817856.1	lcl|NZ_ANMW01000058.1_cds_LEP1GSC033_RS1000000131130_1022	100.000	17	382
WP_243817856.1	lcl|NZ_ANMW01000135.1_cds_LEP1GSC033_RS1000000130300_2938	37.500	56	382
WP_243817856.1	lcl|NZ_ANMW01000141.1_cds_LEP1GSC033_RS1000000131645_2982	56.522	23	382
WP_243817856.1	lcl|NZ_ANMW01000141.1_cds_LEP1GSC033_RS1000000131645_2982	57.895	19	382
WP_243817856.1	lcl|NZ_ANMW01000168.1_cds_LEP1GSC033_RS1000000132495_3370	60.000	25	382
WP_243817856.1	lcl|NZ_ANMW01000167.1_cds_WP_134798972.1_3358	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000142.1_cds_WP_134798972.1_3038	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000067.1_cds_WP_134798972.1_1251	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000026.1_cds_WP_134798972.1_526	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000147.1_cds_WP_157190515.1_3089	68.586	382	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	97.191	178	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000205.1_cds_LEP1GSC033_RS01000000128300_3974	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000198.1_cds_LEP1GSC033_RS01000000128270_3827	89.209	139	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	90.164	61	382
WP_243817856.1	lcl|NZ_ANMW01000176.1_cds_LEP1GSC033_RS01000000128215_3476	88.489	139	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	96.629	178	382
WP_243817856.1	lcl|NZ_ANMW01000105.1_cds_LEP1GSC033_RS01000000128020_2270	90.164	61	382
