WP_000340715.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002725873.1_2907	91.860	86	106
WP_004421326.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733579.1_2908	91.401	314	314
WP_004421326.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733534.1_2911	25.746	268	314
WP_004421326.1	lcl|NZ_JADDVQ010000017.1_cds_WP_002722638.1_580	23.385	325	314
WP_004421326.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740024.1_3002	24.138	290	314
WP_004421326.1	lcl|NZ_JADDVQ010000013.1_cds_WP_002743770.1_284	22.941	170	314
WP_004421326.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728309.1_3183	24.759	311	314
WP_004421326.1	lcl|NZ_JADDVQ010000006.1_cds_WP_016749081.1_2940	25.658	152	314
WP_243817859.1	lcl|NZ_JADDVQ010000006.1_cds_WP_026054882.1_2909	86.849	365	365
WP_004448470.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733646.1_2910	95.628	183	185
WP_004448470.1	lcl|NZ_JADDVQ010000003.1_cds_WP_002721790.1_1881	35.616	146	185
WP_004448459.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733534.1_2911	95.745	329	329
WP_004448459.1	lcl|NZ_JADDVQ010000017.1_cds_WP_002722638.1_580	30.794	315	329
WP_004448459.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740024.1_3002	31.343	335	329
WP_004448459.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728309.1_3183	30.547	311	329
WP_004448459.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728316.1_3180	29.003	331	329
WP_004448459.1	lcl|NZ_JADDVQ010000076.1_cds_WP_002741146.1_3062	29.781	319	329
WP_004448459.1	lcl|NZ_JADDVQ010000013.1_cds_WP_002743770.1_284	27.273	341	329
WP_004448459.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733638.1_2948	27.536	345	329
WP_004448459.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733546.1_2977	26.296	270	329
WP_004448459.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740721.1_2914	28.990	307	329
WP_004448459.1	lcl|NZ_JADDVQ010000008.1_cds_WP_002732331.1_3214	26.254	339	329
WP_004448459.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733579.1_2908	27.309	249	329
WP_004448459.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002744551.1_2942	29.259	270	329
