WP_000340715.1	lcl|NZ_AKWR02000053.1_cds_WP_000340715.1_3624	100.000	86	106
WP_004421326.1	lcl|NZ_AKWR02000053.1_cds_WP_000410268.1_3625	94.839	310	314
WP_004421326.1	lcl|NZ_AKWR02000089.1_cds_WP_000744704.1_2982	25.000	324	314
WP_004421326.1	lcl|NZ_AKWR02000053.1_cds_WP_000723079.1_3676	22.662	278	314
WP_004421326.1	lcl|NZ_AKWR02000144.1_cds_WP_002183791.1_1801	26.984	252	314
WP_004421326.1	lcl|NZ_AKWR02000060.1_cds_WP_000723082.1_3503	22.917	288	314
WP_004421326.1	lcl|NZ_AKWR02000053.1_cds_WP_000567886.1_3678	23.478	230	314
WP_004421326.1	lcl|NZ_AKWR02000161.1_cds_WP_029764217.1_1559	20.385	260	314
WP_004421326.1	lcl|NZ_AKWR02000016.1_cds_WP_001067558.1_4192	25.000	328	314
WP_243817859.1	lcl|NZ_AKWR02000144.1_cds_WP_002183792.1_1799	91.592	333	365
WP_004448470.1	lcl|NZ_AKWR02000144.1_cds_LEP1GSC079_RS34515_1800	94.915	118	185
WP_004448470.1	lcl|NZ_AKWR02000144.1_cds_LEP1GSC079_RS34515_1800	88.636	44	185
WP_004448470.1	lcl|NZ_AKWR02000144.1_cds_LEP1GSC079_RS34515_1800	96.552	29	185
WP_004448470.1	lcl|NZ_AKWR02000244.1_cds_WP_000351733.1_278	39.286	140	185
WP_004448470.1	lcl|NZ_AKWR02000053.1_cds_WP_001047906.1_3656	34.463	177	185
WP_004448459.1	lcl|NZ_AKWR02000144.1_cds_WP_002183791.1_1801	95.652	276	329
WP_004448459.1	lcl|NZ_AKWR02000089.1_cds_WP_000744704.1_2982	32.698	315	329
WP_004448459.1	lcl|NZ_AKWR02000053.1_cds_WP_000723079.1_3676	31.153	321	329
WP_004448459.1	lcl|NZ_AKWR02000060.1_cds_WP_000723082.1_3503	30.746	335	329
WP_004448459.1	lcl|NZ_AKWR02000079.1_cds_WP_002072074.1_3276	30.945	307	329
WP_004448459.1	lcl|NZ_AKWR02000016.1_cds_LEP1GSC079_RS34175_4195	98.182	55	329
WP_004448459.1	lcl|NZ_AKWR02000188.1_cds_WP_000649924.1_1066	30.031	323	329
WP_004448459.1	lcl|NZ_AKWR02000053.1_cds_WP_000567886.1_3678	29.836	305	329
WP_004448459.1	lcl|NZ_AKWR02000079.1_cds_WP_000709511.1_3286	29.305	331	329
WP_004448459.1	lcl|NZ_AKWR02000161.1_cds_LEP1GSC079_RS23130_1569	37.222	180	329
WP_004448459.1	lcl|NZ_AKWR02000161.1_cds_LEP1GSC079_RS23130_1569	36.538	52	329
WP_004448459.1	lcl|NZ_AKWR02000024.1_cds_WP_000688693.1_4174	29.197	274	329
WP_004448459.1	lcl|NZ_AKWR02000016.1_cds_WP_001067558.1_4192	30.196	255	329
WP_004448459.1	lcl|NZ_AKWR02000252.1_cds_WP_000475901.1_98	27.692	260	329
WP_004448459.1	lcl|NZ_AKWR02000053.1_cds_WP_000410268.1_3625	25.316	316	329
WP_004448459.1	lcl|NZ_AKWR02000053.1_cds_WP_002183330.1_3681	27.083	240	329
WP_004448459.1	lcl|NZ_AKWR02000028.1_cds_WP_001074779.1_4076	27.925	265	329
WP_004448459.1	lcl|NZ_AKWR02000161.1_cds_WP_029764217.1_1559	27.064	218	329
WP_004448459.1	lcl|NZ_AKWR02000133.1_cds_WP_001003560.1_2092	24.556	338	329
WP_004421408.1	lcl|NZ_AKWR02000016.1_cds_WP_000774261.1_4194	95.131	267	267
WP_004421408.1	lcl|NZ_AKWR02000053.1_cds_WP_000043899.1_3677	26.016	246	267
WP_004421408.1	lcl|NZ_AKWR02000060.1_cds_WP_000842260.1_3502	26.842	190	267
WP_004421408.1	lcl|NZ_AKWR02000082.1_cds_WP_000667727.1_3146	33.636	110	267
WP_004421408.1	lcl|NZ_AKWR02000044.1_cds_WP_000805357.1_3734	33.333	102	267
WP_004448480.1	lcl|NZ_AKWR02000016.1_cds_WP_000612798.1_4193	96.078	510	510
WP_004448480.1	lcl|NZ_AKWR02000028.1_cds_WP_000291581.1_4001	27.077	325	510
WP_004448480.1	lcl|NZ_AKWR02000028.1_cds_WP_000364504.1_4002	31.111	90	510
WP_004448480.1	lcl|NZ_AKWR02000016.1_cds_WP_000612798.1_4193	96.078	510	510
WP_004448480.1	lcl|NZ_AKWR02000028.1_cds_WP_000291581.1_4001	27.077	325	510
WP_004448480.1	lcl|NZ_AKWR02000028.1_cds_WP_000364504.1_4002	31.111	90	510
WP_036062285.1	lcl|NZ_AKWR02000016.1_cds_WP_001067558.1_4192	96.061	330	330
WP_036062285.1	lcl|NZ_AKWR02000144.1_cds_WP_002183791.1_1801	30.350	257	330
WP_036062285.1	lcl|NZ_AKWR02000053.1_cds_WP_000723079.1_3676	23.358	274	330
WP_036062285.1	lcl|NZ_AKWR02000079.1_cds_WP_002072074.1_3276	25.735	272	330
WP_036062285.1	lcl|NZ_AKWR02000089.1_cds_WP_000744704.1_2982	26.582	316	330
WP_036062285.1	lcl|NZ_AKWR02000133.1_cds_WP_001003560.1_2092	28.807	243	330
WP_036062285.1	lcl|NZ_AKWR02000060.1_cds_WP_000723082.1_3503	23.795	332	330
