WP_000340715.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000340715.1_1674	100.000	86	106
WP_004421326.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000410275.1_1675	94.516	310	314
WP_004421326.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	25.926	324	314
WP_004421326.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	22.662	278	314
WP_004421326.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	22.917	288	314
WP_004421326.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000567887.1_1726	23.478	230	314
WP_004448470.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000351733.1_2008	39.286	140	185
WP_004448470.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001047905.1_1706	34.463	177	185
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	32.698	315	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	31.153	321	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	30.448	335	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001984071.1_3515	31.270	307	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000649923.1_502	30.031	323	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000567887.1_1726	30.164	305	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000709511.1_3525	29.305	331	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000688696.1_3495	29.197	274	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000410275.1_1675	25.633	316	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001074785.1_2250	28.302	265	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000460023.1_1728	26.087	276	329
WP_004448459.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001003557.1_3766	24.699	332	329
WP_004421408.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000043898.1_1725	26.016	246	267
WP_004421408.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000842260.1_1745	26.842	190	267
WP_004421408.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000667727.1_3466	33.636	110	267
