WP_000340715.1	lcl|NZ_AP025028.1_cds_WP_109019586.1_2140	67.606	71	106
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109019372.1_2139	81.613	310	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109019587.1_2110	50.161	311	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109021488.1_3379	23.708	329	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_174705662.1_3407	24.918	305	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109019369.1_2143	23.024	291	314
WP_243817859.1	lcl|NZ_AP025028.1_cds_WP_109020327.1_2607	26.506	166	365
WP_004448470.1	lcl|NZ_AP025028.1_cds_WP_109019914.1_1896	37.143	140	185
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109021488.1_3379	31.761	318	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109019369.1_2143	30.275	327	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109021381.1_3260	28.963	328	329
WP_004448459.1	lcl|NZ_AP025029.1_cds_WP_109022336.1_3786	28.529	333	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_174705662.1_3407	29.712	313	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109021812.1_132	26.708	322	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109019418.1_2089	26.667	345	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109019587.1_2110	22.785	316	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109019372.1_2139	27.044	318	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109019408.1_2099	25.316	316	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109019438.1_2069	25.632	277	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109020381.1_2658	23.755	261	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109022003.1_339	28.689	122	329
WP_004448459.1	lcl|NZ_AP025028.1_cds_WP_109020090.1_579	23.574	263	329
