WP_000340715.1	lcl|NZ_AKXF02000030.1_cds_WP_000340715.1_1060	100.000	86	106
WP_004421326.1	lcl|NZ_AKXF02000030.1_cds_WP_000712241.1_1061	94.268	314	314
WP_004421326.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	25.926	324	314
WP_004421326.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	26.119	268	314
WP_004421326.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	23.264	288	314
WP_004421326.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	25.000	328	314
WP_243817859.1	lcl|NZ_AKXF02000030.1_cds_WP_000604524.1_1062	90.685	365	365
WP_004448470.1	lcl|NZ_AKXF02000030.1_cds_WP_000884058.1_1063	96.196	184	185
WP_004448470.1	lcl|NZ_AKXF02000031.1_cds_WP_000351733.1_742	39.286	140	185
WP_004448459.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	96.657	329	329
WP_004448459.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	32.698	315	329
WP_004448459.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	31.045	335	329
WP_004448459.1	lcl|NZ_AKXF02000017.1_cds_WP_001984071.1_2263	31.270	307	329
WP_004448459.1	lcl|NZ_AKXF02000012.1_cds_WP_000649924.1_2993	30.031	323	329
WP_004448459.1	lcl|NZ_AKXF02000017.1_cds_WP_000709512.1_2274	29.305	331	329
WP_004448459.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	29.804	255	329
WP_004448459.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	31.016	187	329
WP_004448459.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	27.632	76	329
WP_004448459.1	lcl|NZ_AKXF02000030.1_cds_WP_000712241.1_1061	25.316	316	329
WP_004448459.1	lcl|NZ_AKXF02000030.1_cds_WP_000475906.1_1114	27.174	276	329
WP_004448459.1	lcl|NZ_AKXF02000016.1_cds_WP_001074785.1_2472	28.302	265	329
WP_004448459.1	lcl|NZ_AKXF02000017.1_cds_WP_001003551.1_2339	25.000	332	329
WP_004448459.1	lcl|NZ_AKXF02000030.1_cds_WP_000378096.1_1084	25.581	172	329
WP_004421408.1	lcl|NZ_AKXF02000030.1_cds_WP_000774257.1_1065	95.131	267	267
WP_004421408.1	lcl|NZ_AKXF02000030.1_cds_WP_000842260.1_1132	26.842	190	267
WP_004421408.1	lcl|NZ_AKXF02000006.1_cds_WP_000667728.1_3347	33.636	110	267
WP_004421408.1	lcl|NZ_AKXF02000014.1_cds_WP_000805356.1_2729	33.333	102	267
WP_004448480.1	lcl|NZ_AKXF02000030.1_cds_WP_010679538.1_1066	96.078	510	510
WP_004448480.1	lcl|NZ_AKXF02000016.1_cds_WP_000291587.1_2546	27.077	325	510
WP_004448480.1	lcl|NZ_AKXF02000016.1_cds_WP_000364507.1_2545	31.111	90	510
WP_004448480.1	lcl|NZ_AKXF02000030.1_cds_WP_010679538.1_1066	96.078	510	510
WP_004448480.1	lcl|NZ_AKXF02000016.1_cds_WP_000291587.1_2546	27.077	325	510
WP_004448480.1	lcl|NZ_AKXF02000016.1_cds_WP_000364507.1_2545	31.111	90	510
WP_036062285.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	96.667	330	330
WP_036062285.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	28.990	307	330
WP_036062285.1	lcl|NZ_AKXF02000017.1_cds_WP_001984071.1_2263	25.368	272	330
WP_036062285.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	26.582	316	330
WP_036062285.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	24.925	333	330
WP_036062285.1	lcl|NZ_AKXF02000017.1_cds_WP_001003551.1_2339	29.218	243	330
WP_036062285.1	lcl|NZ_AKXF02000012.1_cds_WP_000649924.1_2993	29.688	256	330
WP_036062285.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	28.788	132	330
WP_004448474.1	lcl|NZ_AKXF02000030.1_cds_WP_001198108.1_1068	95.355	366	366
WP_004448474.1	lcl|NZ_AKXF02000030.1_cds_WP_000608294.1_1069	40.000	365	366
WP_004448474.1	lcl|NZ_AKXF02000030.1_cds_WP_010679520.1_1125	33.426	359	366
WP_004448474.1	lcl|NZ_AKXF02000030.1_cds_WP_000172655.1_1085	31.414	382	366
WP_004448474.1	lcl|NZ_AKXF02000006.1_cds_WP_001281951.1_3340	27.704	379	366
WP_004448474.1	lcl|NZ_AKXF02000025.1_cds_WP_000538750.1_1499	29.972	357	366
WP_004448474.1	lcl|NZ_AKXF02000001.1_cds_WP_001982414.1_3740	31.579	190	366
WP_004448477.1	lcl|NZ_AKXF02000030.1_cds_WP_000608294.1_1069	95.368	367	367
WP_004448477.1	lcl|NZ_AKXF02000030.1_cds_WP_001198108.1_1068	39.726	365	367
WP_004448477.1	lcl|NZ_AKXF02000030.1_cds_WP_010679520.1_1125	36.314	369	367
WP_004448477.1	lcl|NZ_AKXF02000030.1_cds_WP_000172655.1_1085	32.213	357	367
WP_004448477.1	lcl|NZ_AKXF02000025.1_cds_WP_000538750.1_1499	31.915	376	367
WP_004448477.1	lcl|NZ_AKXF02000006.1_cds_WP_001281951.1_3340	30.423	378	367
WP_004448477.1	lcl|NZ_AKXF02000001.1_cds_WP_001982414.1_3740	24.931	361	367
WP_004448462.1	lcl|NZ_AKXF02000030.1_cds_WP_010679467.1_1070	89.338	544	544
WP_004448462.1	lcl|NZ_AKXF02000030.1_cds_WP_010679467.1_1070	89.338	544	544
WP_036062289.1	lcl|NZ_AKXF02000030.1_cds_WP_000342716.1_1071	92.453	265	265
