WP_000340715.1	lcl|NZ_JQOQ01000067.1_cds_WP_000340715.1_1587	100.000	86	106
WP_004421326.1	lcl|NZ_JQOQ01000067.1_cds_WP_000410268.1_1586	94.839	310	314
WP_004421326.1	lcl|NZ_JQOQ01000015.1_cds_WP_000744698.1_365	25.926	324	314
WP_004421326.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723079.1_1535	22.662	278	314
WP_004421326.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723082.1_1513	22.917	288	314
WP_004421326.1	lcl|NZ_JQOQ01000067.1_cds_WP_000567886.1_1533	23.478	230	314
WP_004448470.1	lcl|NZ_JQOQ01000063.1_cds_WP_000351733.1_1425	39.286	140	185
WP_004448470.1	lcl|NZ_JQOQ01000067.1_cds_WP_001047906.1_1555	34.463	177	185
WP_004448459.1	lcl|NZ_JQOQ01000015.1_cds_WP_000744698.1_365	32.698	315	329
WP_004448459.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723079.1_1535	31.153	321	329
WP_004448459.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723082.1_1513	30.746	335	329
WP_004448459.1	lcl|NZ_JQOQ01000005.1_cds_WP_002072074.1_92	30.945	307	329
WP_004448459.1	lcl|NZ_JQOQ01000026.1_cds_WP_000649924.1_783	30.031	323	329
WP_004448459.1	lcl|NZ_JQOQ01000067.1_cds_WP_000567886.1_1533	29.836	305	329
WP_004448459.1	lcl|NZ_JQOQ01000256.1_cds_WP_000709508.1_3890	28.793	323	329
WP_004448459.1	lcl|NZ_JQOQ01000005.1_cds_WP_000688695.1_112	29.197	274	329
WP_004448459.1	lcl|NZ_JQOQ01000067.1_cds_WP_000410268.1_1586	25.316	316	329
WP_004448459.1	lcl|NZ_JQOQ01000067.1_cds_WP_002183330.1_1530	27.083	240	329
WP_004448459.1	lcl|NZ_JQOQ01000199.1_cds_WP_001074779.1_3544	27.925	265	329
WP_004448459.1	lcl|NZ_JQOQ01000055.1_cds_WP_002105505.1_1261	24.398	332	329
WP_004421408.1	lcl|NZ_JQOQ01000067.1_cds_WP_000043899.1_1534	26.016	246	267
WP_004421408.1	lcl|NZ_JQOQ01000067.1_cds_WP_000842260.1_1512	26.842	190	267
WP_004421408.1	lcl|NZ_JQOQ01000065.1_cds_WP_000667727.1_1460	33.636	110	267
WP_004421408.1	lcl|NZ_JQOQ01000012.1_cds_WP_000805357.1_291	33.333	102	267
WP_004448480.1	lcl|NZ_JQOQ01000054.1_cds_WP_000291581.1_1252	27.077	325	510
WP_004448480.1	lcl|NZ_JQOQ01000054.1_cds_WP_000364504.1_1251	31.111	90	510
WP_004448480.1	lcl|NZ_JQOQ01000054.1_cds_WP_000291581.1_1252	27.077	325	510
WP_004448480.1	lcl|NZ_JQOQ01000054.1_cds_WP_000364504.1_1251	31.111	90	510
WP_036062285.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723079.1_1535	23.358	274	330
WP_036062285.1	lcl|NZ_JQOQ01000005.1_cds_WP_002072074.1_92	25.735	272	330
WP_036062285.1	lcl|NZ_JQOQ01000015.1_cds_WP_000744698.1_365	26.582	316	330
WP_036062285.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723082.1_1513	23.795	332	330
WP_036062285.1	lcl|NZ_JQOQ01000055.1_cds_WP_002105505.1_1261	28.395	243	330
WP_036062285.1	lcl|NZ_JQOQ01000026.1_cds_WP_000649924.1_783	29.688	256	330
WP_036062285.1	lcl|NZ_JQOQ01000005.1_cds_WP_000688695.1_112	26.244	221	330
WP_004448474.1	lcl|NZ_JQOQ01000067.1_cds_WP_000575181.1_1519	33.148	359	366
WP_004448474.1	lcl|NZ_JQOQ01000075.1_cds_WP_001281953.1_1771	27.704	379	366
WP_004448474.1	lcl|NZ_JQOQ01000067.1_cds_WP_000041235.1_1576	33.876	307	366
WP_004448474.1	lcl|NZ_JQOQ01000067.1_cds_WP_002099944.1_1561	29.923	391	366
WP_004448474.1	lcl|NZ_JQOQ01000299.1_cds_WP_000538755.1_4001	29.972	357	366
WP_004448474.1	lcl|NZ_JQOQ01000067.1_cds_WP_001117631.1_1579	37.864	206	366
WP_004448474.1	lcl|NZ_JQOQ01000030.1_cds_WP_001982414.1_821	31.579	190	366
WP_004448477.1	lcl|NZ_JQOQ01000067.1_cds_WP_000575181.1_1519	36.043	369	367
WP_004448477.1	lcl|NZ_JQOQ01000299.1_cds_WP_000538755.1_4001	31.915	376	367
WP_004448477.1	lcl|NZ_JQOQ01000067.1_cds_WP_002099944.1_1561	31.183	372	367
WP_004448477.1	lcl|NZ_JQOQ01000075.1_cds_WP_001281953.1_1771	30.423	378	367
WP_004448477.1	lcl|NZ_JQOQ01000067.1_cds_WP_000041235.1_1576	32.872	289	367
WP_004448477.1	lcl|NZ_JQOQ01000067.1_cds_WP_001117631.1_1579	33.475	236	367
WP_004448477.1	lcl|NZ_JQOQ01000030.1_cds_WP_001982414.1_821	24.931	361	367
WP_004448462.1	lcl|NZ_JQOQ01000178.1_cds_WP_000584316.1_3318	31.868	91	544
WP_004448462.1	lcl|NZ_JQOQ01000178.1_cds_WP_000584316.1_3318	31.868	91	544
WP_036062289.1	lcl|NZ_JQOQ01000229.1_cds_WP_001002662.1_3753	45.679	243	265
WP_004448469.1	lcl|NZ_JQOQ01000021.1_cds_WP_000501205.1_646	35.526	304	310
WP_004448469.1	lcl|NZ_JQOQ01000044.1_cds_WP_001183714.1_1035	28.295	258	310
WP_004448469.1	lcl|NZ_JQOQ01000071.1_cds_WP_000279896.1_1654	26.316	133	310
