WP_000340715.1	lcl|NZ_AFLA01000081.1_cds_WP_000340715.1_1922	100.000	86	106
WP_004421326.1	lcl|NZ_AFLA01000081.1_cds_WP_000410273.1_1923	94.268	314	314
WP_004421326.1	lcl|NZ_AFLA01000081.1_cds_WP_000093099.1_1943	53.968	63	314
WP_004421326.1	lcl|NZ_AFLA01000081.1_cds_WP_000646250.1_1926	26.493	268	314
WP_004421326.1	lcl|NZ_AFLA01000112.1_cds_WP_000744700.1_1518	25.926	324	314
WP_004421326.1	lcl|NZ_AFLA01000081.1_cds_WP_000600889.1_1952	26.425	193	314
WP_004421326.1	lcl|NZ_AFLA01000081.1_cds_WP_000723090.1_2005	22.917	288	314
WP_004421326.1	lcl|NZ_AFLA01000081.1_cds_WP_001067557.1_1929	25.000	328	314
WP_243817859.1	lcl|NZ_AFLA01000081.1_cds_WP_000604524.1_1924	90.685	365	365
WP_004448470.1	lcl|NZ_AFLA01000081.1_cds_WP_000884059.1_1925	96.196	184	185
WP_004448470.1	lcl|NZ_AFLA01000024.1_cds_WP_000351733.1_3132	39.286	140	185
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_000646250.1_1926	96.049	329	329
WP_004448459.1	lcl|NZ_AFLA01000112.1_cds_WP_000744700.1_1518	32.698	315	329
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_000600889.1_1952	31.962	316	329
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_000723090.1_2005	30.448	335	329
WP_004448459.1	lcl|NZ_AFLA01000199.1_cds_WP_001984071.1_456	31.270	307	329
WP_004448459.1	lcl|NZ_AFLA01000109.1_cds_WP_000649925.1_1650	30.031	323	329
WP_004448459.1	lcl|NZ_AFLA01000254.1_cds_WP_000709511.1_229	29.305	331	329
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_000601375.1_1979	25.333	300	329
WP_004448459.1	lcl|NZ_AFLA01000034.1_cds_WP_000688695.1_2897	29.197	274	329
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_001067557.1_1929	29.804	255	329
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_000475904.1_1988	27.899	276	329
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_000410273.1_1923	25.633	316	329
WP_004448459.1	lcl|NZ_AFLA01000134.1_cds_WP_001074785.1_1179	28.302	265	329
WP_004448459.1	lcl|NZ_AFLA01000104.1_cds_WP_001003555.1_1771	24.852	338	329
WP_004448459.1	lcl|NZ_AFLA01000081.1_cds_WP_000487322.1_1977	27.744	328	329
WP_004421408.1	lcl|NZ_AFLA01000081.1_cds_WP_000774262.1_1927	94.382	267	267
WP_004421408.1	lcl|NZ_AFLA01000081.1_cds_WP_000859505.1_1976	27.885	208	267
WP_004421408.1	lcl|NZ_AFLA01000081.1_cds_WP_000800438.1_1957	26.702	191	267
WP_004421408.1	lcl|NZ_AFLA01000081.1_cds_WP_000842260.1_2006	26.842	190	267
WP_004421408.1	lcl|NZ_AFLA01000028.1_cds_WP_000667727.1_3010	33.636	110	267
WP_004421408.1	lcl|NZ_AFLA01000249.1_cds_WP_000805357.1_318	33.333	102	267
WP_004448480.1	lcl|NZ_AFLA01000081.1_cds_WP_000612797.1_1928	95.490	510	510
WP_004448480.1	lcl|NZ_AFLA01000106.1_cds_WP_000291591.1_1749	27.077	325	510
WP_004448480.1	lcl|NZ_AFLA01000106.1_cds_WP_000364507.1_1748	31.111	90	510
WP_004448480.1	lcl|NZ_AFLA01000081.1_cds_WP_000612797.1_1928	95.490	510	510
WP_004448480.1	lcl|NZ_AFLA01000106.1_cds_WP_000291591.1_1749	27.077	325	510
WP_004448480.1	lcl|NZ_AFLA01000106.1_cds_WP_000364507.1_1748	31.111	90	510
WP_036062285.1	lcl|NZ_AFLA01000081.1_cds_WP_001067557.1_1929	96.667	330	330
WP_036062285.1	lcl|NZ_AFLA01000081.1_cds_WP_000646250.1_1926	28.990	307	330
WP_036062285.1	lcl|NZ_AFLA01000081.1_cds_WP_000600889.1_1952	26.692	266	330
WP_036062285.1	lcl|NZ_AFLA01000199.1_cds_WP_001984071.1_456	25.368	272	330
WP_036062285.1	lcl|NZ_AFLA01000112.1_cds_WP_000744700.1_1518	26.582	316	330
WP_036062285.1	lcl|NZ_AFLA01000104.1_cds_WP_001003555.1_1771	29.218	243	330
