WP_000340715.1	lcl|NZ_JQQS01000219.1_cds_WP_000340715.1_3373	100.000	86	106
WP_004421326.1	lcl|NZ_JQQS01000219.1_cds_WP_000410266.1_3372	94.268	314	314
WP_004421326.1	lcl|NZ_JQQS01000054.1_cds_WP_000744698.1_1229	25.926	324	314
WP_004421326.1	lcl|NZ_JQQS01000219.1_cds_WP_000646254.1_3369	26.119	268	314
WP_004421326.1	lcl|NZ_JQQS01000058.1_cds_WP_000723091.1_1262	23.264	288	314
WP_004421326.1	lcl|NZ_JQQS01000219.1_cds_WP_001067557.1_3366	25.000	328	314
WP_243817859.1	lcl|NZ_JQQS01000219.1_cds_WP_002132254.1_3371	90.411	365	365
WP_004448470.1	lcl|NZ_JQQS01000219.1_cds_WP_000884059.1_3370	96.196	184	185
WP_004448470.1	lcl|NZ_JQQS01000177.1_cds_WP_000351733.1_3042	39.286	140	185
WP_004448459.1	lcl|NZ_JQQS01000219.1_cds_WP_000646254.1_3369	96.049	329	329
WP_004448459.1	lcl|NZ_JQQS01000054.1_cds_WP_000744698.1_1229	32.698	315	329
WP_004448459.1	lcl|NZ_JQQS01000058.1_cds_WP_000723091.1_1262	30.746	335	329
WP_004448459.1	lcl|NZ_JQQS01000060.1_cds_WP_002072074.1_1322	30.945	307	329
WP_004448459.1	lcl|NZ_JQQS01000012.1_cds_WP_000649924.1_177	30.031	323	329
WP_004448459.1	lcl|NZ_JQQS01000277.1_cds_WP_000709508.1_3605	28.793	323	329
WP_004448459.1	lcl|NZ_JQQS01000060.1_cds_WP_000688698.1_1302	29.197	274	329
WP_004448459.1	lcl|NZ_JQQS01000219.1_cds_WP_001067557.1_3366	29.804	255	329
WP_004448459.1	lcl|NZ_JQQS01000083.1_cds_WP_000475901.1_1715	27.692	260	329
WP_004448459.1	lcl|NZ_JQQS01000219.1_cds_WP_000410266.1_3372	25.316	316	329
WP_004448459.1	lcl|NZ_JQQS01000109.1_cds_WP_001074779.1_2256	27.925	265	329
