WP_000340715.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583224.1_115	61.538	78	106
WP_004421326.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583227.1_118	80.323	310	314
WP_004421326.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588334.1_1577	27.129	317	314
WP_004421326.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588384.1_1604	23.438	320	314
WP_004421326.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583226.1_117	23.502	217	314
WP_004421326.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585811.1_2982	22.872	188	314
WP_004448470.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583564.1_511	36.290	124	185
WP_004448459.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588384.1_1604	31.529	314	329
WP_004448459.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587403.1_1018	30.671	313	329
WP_004448459.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583226.1_117	27.679	336	329
WP_004448459.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585811.1_2982	28.529	333	329
WP_004448459.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587715.1_1206	27.554	323	329
WP_004448459.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588334.1_1577	28.387	310	329
WP_004448459.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583227.1_118	24.528	318	329
WP_004448459.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583268.1_159	25.000	268	329
WP_004448459.1	lcl|NZ_RQGQ01000014.1_cds_WP_208729531.1_2971	24.351	308	329
WP_004448459.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588454.1_1667	27.309	249	329
WP_004421408.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583293.1_220	24.436	266	267
WP_004421408.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587830.1_1290	38.136	118	267
WP_004421408.1	lcl|NZ_RQGQ01000004.1_cds_WP_341867405.1_116	24.312	218	267
WP_004421408.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587594.1_1125	27.485	171	267
WP_004421408.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585813.1_2983	26.667	195	267
WP_004448480.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583532.1_489	24.085	328	510
WP_004448480.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583531.1_488	28.302	106	510
WP_004448480.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583532.1_489	24.085	328	510
WP_004448480.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583531.1_488	28.302	106	510
WP_036062285.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587403.1_1018	24.101	278	330
WP_036062285.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588384.1_1604	27.899	276	330
WP_036062285.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588334.1_1577	26.061	330	330
WP_036062285.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583226.1_117	25.000	280	330
WP_036062285.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587702.1_1189	36.036	111	330
WP_036062285.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585811.1_2982	23.547	327	330
WP_036062285.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588454.1_1667	24.878	205	330
WP_036062285.1	lcl|NZ_RQGQ01000022.1_cds_WP_135588873.1_3445	28.477	151	330
WP_004448474.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583243.1_134	35.112	356	366
WP_004448474.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587890.1_1326	28.346	381	366
WP_004448474.1	lcl|NZ_RQGQ01000016.1_cds_WP_135587122.1_2283	29.577	355	366
WP_004448477.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583243.1_134	36.517	356	367
WP_004448477.1	lcl|NZ_RQGQ01000016.1_cds_WP_135587122.1_2283	28.877	374	367
WP_004448477.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587890.1_1326	29.834	362	367
WP_004448477.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586544.1_1925	25.210	357	367
WP_004448477.1	lcl|NZ_RQGQ01000011.1_cds_WP_135584995.1_2615	35.106	94	367
WP_036062289.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586449.1_1871	40.329	243	265
WP_004448469.1	lcl|NZ_RQGQ01000001.1_cds_WP_135583022.1_3254	33.871	310	310
WP_004448469.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585127.1_2686	28.571	308	310
WP_004448469.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583675.1_576	24.242	132	310
WP_004448469.1	lcl|NZ_RQGQ01000001.1_cds_WP_135583022.1_3254	33.871	310	310
WP_004448469.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585127.1_2686	28.571	308	310
WP_004448469.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583675.1_576	24.242	132	310
WP_004448460.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585083.1_2661	41.667	60	140
WP_004448464.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583717.1_602	30.928	97	221
WP_004421412.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587992.1_1387	34.839	155	177
WP_004448466.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587890.1_1326	27.390	387	361
WP_004448466.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583243.1_134	35.745	235	361
WP_004448466.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586544.1_1925	24.129	373	361
WP_004448466.1	lcl|NZ_RQGQ01000016.1_cds_WP_135587122.1_2283	30.120	249	361
WP_243817856.1	lcl|NZ_RQGQ01000006.1_cds_WP_135584403.1_3653	22.034	177	382
WP_243817856.1	lcl|NZ_RQGQ01000006.1_cds_WP_135584403.1_3653	22.034	177	382
WP_243817856.1	lcl|NZ_RQGQ01000006.1_cds_WP_135584403.1_3653	22.034	177	382
WP_243817856.1	lcl|NZ_RQGQ01000006.1_cds_WP_135584403.1_3653	22.034	177	382
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587854.1_1306	35.686	255	597
WP_036063888.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586824.1_2087	28.753	393	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587960.1_1370	29.904	311	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587393.1_1012	36.170	235	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587389.1_1010	34.498	229	597
WP_036063888.1	lcl|NZ_RQGQ01000009.1_cds_WP_244288247.1_2586	27.744	328	597
WP_036063888.1	lcl|NZ_RQGQ01000020.1_cds_WP_135588760.1_3397	29.630	216	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135584325.1_483	25.000	220	597
WP_036063888.1	lcl|NZ_RQGQ01000001.1_cds_WP_135582961.1_3184	27.053	207	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585208.1_2736	27.727	220	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587432.1_1038	29.412	221	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583340.1_274	27.149	221	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583816.1_658	28.761	226	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585055.1_2646	27.273	209	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587546.1_1101	26.606	218	597
WP_036063888.1	lcl|NZ_RQGQ01000009.1_cds_WP_135584653.1_2436	27.602	221	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583307.1_237	25.532	235	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585347.1_2816	22.800	250	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585347.1_2816	25.641	156	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583562.1_510	24.771	218	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585071.1_2654	27.854	219	597
WP_036063888.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586574.1_1944	28.261	230	597
WP_036063888.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586574.1_1944	23.529	187	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583284.1_211	25.616	203	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583286.1_213	21.739	207	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583237.1_128	25.743	202	597
WP_036063888.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586659.1_1990	23.111	225	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587433.1_1039	21.371	248	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585228.1_2748	25.749	167	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585228.1_2748	25.446	224	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587532.1_1093	20.775	284	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135584367.1_800	24.855	173	597
WP_036063888.1	lcl|NZ_RQGQ01000002.1_cds_WP_135583101.1_3594	23.214	224	597
WP_036063888.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586971.1_2171	21.127	213	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587854.1_1306	35.686	255	597
WP_036063888.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586824.1_2087	28.753	393	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587960.1_1370	29.904	311	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587393.1_1012	36.170	235	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587389.1_1010	34.498	229	597
WP_036063888.1	lcl|NZ_RQGQ01000009.1_cds_WP_244288247.1_2586	27.744	328	597
WP_036063888.1	lcl|NZ_RQGQ01000020.1_cds_WP_135588760.1_3397	29.630	216	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135584325.1_483	25.000	220	597
WP_036063888.1	lcl|NZ_RQGQ01000001.1_cds_WP_135582961.1_3184	27.053	207	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585208.1_2736	27.727	220	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587432.1_1038	29.412	221	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583340.1_274	27.149	221	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583816.1_658	28.761	226	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585055.1_2646	27.273	209	597
WP_036063888.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587546.1_1101	26.606	218	597
WP_036063888.1	lcl|NZ_RQGQ01000009.1_cds_WP_135584653.1_2436	27.602	221	597
WP_036063888.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583307.1_237	25.532	235	597
WP_036063888.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585347.1_2816	22.800	250	597
