WP_000340715.1	lcl|NZ_AHQQ01000424.1_cds_WP_000340715.1_193	100.000	86	106
WP_004421326.1	lcl|NZ_AHQQ01000424.1_cds_WP_000410273.1_192	94.268	314	314
WP_004421326.1	lcl|NZ_AHQQ01000079.1_cds_WP_000093099.1_3063	53.968	63	314
WP_004421326.1	lcl|NZ_AHQQ01000424.1_cds_WP_000646250.1_189	26.493	268	314
WP_004421326.1	lcl|NZ_AHQQ01000084.1_cds_WP_000744700.1_2904	25.926	324	314
WP_004421326.1	lcl|NZ_AHQQ01000079.1_cds_WP_000600889.1_3054	26.425	193	314
WP_004421326.1	lcl|NZ_AHQQ01000079.1_cds_WP_000723090.1_3001	22.917	288	314
WP_004421326.1	lcl|NZ_AHQQ01000424.1_cds_WP_001067557.1_186	25.000	328	314
WP_243817859.1	lcl|NZ_AHQQ01000424.1_cds_WP_000604524.1_191	90.685	365	365
WP_004448470.1	lcl|NZ_AHQQ01000424.1_cds_WP_000884059.1_190	96.196	184	185
WP_004448470.1	lcl|NZ_AHQQ01000125.1_cds_WP_000351733.1_2191	39.286	140	185
WP_004448459.1	lcl|NZ_AHQQ01000424.1_cds_WP_000646250.1_189	96.049	329	329
WP_004448459.1	lcl|NZ_AHQQ01000084.1_cds_WP_000744700.1_2904	32.698	315	329
WP_004448459.1	lcl|NZ_AHQQ01000079.1_cds_WP_000600889.1_3054	31.962	316	329
WP_004448459.1	lcl|NZ_AHQQ01000079.1_cds_WP_000723090.1_3001	30.448	335	329
WP_004448459.1	lcl|NZ_AHQQ01000235.1_cds_WP_001984071.1_1168	31.270	307	329
WP_004448459.1	lcl|NZ_AHQQ01000197.1_cds_WP_000649925.1_1725	30.031	323	329
WP_004448459.1	lcl|NZ_AHQQ01000114.1_cds_WP_000709511.1_2335	29.305	331	329
WP_004448459.1	lcl|NZ_AHQQ01000079.1_cds_WP_000601375.1_3027	25.333	300	329
WP_004448459.1	lcl|NZ_AHQQ01000103.1_cds_WP_000688695.1_2463	29.197	274	329
WP_004448459.1	lcl|NZ_AHQQ01000424.1_cds_WP_001067557.1_186	29.804	255	329
WP_004448459.1	lcl|NZ_AHQQ01000079.1_cds_WP_000475904.1_3018	27.899	276	329
WP_004448459.1	lcl|NZ_AHQQ01000424.1_cds_WP_000410273.1_192	25.633	316	329
WP_004448459.1	lcl|NZ_AHQQ01000081.1_cds_WP_001074785.1_2961	28.302	265	329
WP_004448459.1	lcl|NZ_AHQQ01000263.1_cds_WP_001003553.1_888	26.378	254	329
WP_004448459.1	lcl|NZ_AHQQ01000079.1_cds_WP_000487322.1_3029	27.744	328	329
WP_004421408.1	lcl|NZ_AHQQ01000424.1_cds_WP_000774262.1_188	94.382	267	267
WP_004421408.1	lcl|NZ_AHQQ01000079.1_cds_WP_000859505.1_3030	27.885	208	267
WP_004421408.1	lcl|NZ_AHQQ01000079.1_cds_WP_000800438.1_3049	26.702	191	267
WP_004421408.1	lcl|NZ_AHQQ01000079.1_cds_WP_000842260.1_3000	26.842	190	267
WP_004421408.1	lcl|NZ_AHQQ01000296.1_cds_WP_000667727.1_699	33.636	110	267
WP_004421408.1	lcl|NZ_AHQQ01000072.1_cds_WP_000805357.1_3195	33.333	102	267
WP_004448480.1	lcl|NZ_AHQQ01000424.1_cds_WP_000612797.1_187	95.490	510	510
WP_004448480.1	lcl|NZ_AHQQ01000117.1_cds_WP_000291591.1_2300	27.077	325	510
WP_004448480.1	lcl|NZ_AHQQ01000117.1_cds_WP_000364507.1_2299	31.111	90	510
WP_004448480.1	lcl|NZ_AHQQ01000424.1_cds_WP_000612797.1_187	95.490	510	510
WP_004448480.1	lcl|NZ_AHQQ01000117.1_cds_WP_000291591.1_2300	27.077	325	510
WP_004448480.1	lcl|NZ_AHQQ01000117.1_cds_WP_000364507.1_2299	31.111	90	510
WP_036062285.1	lcl|NZ_AHQQ01000424.1_cds_WP_001067557.1_186	96.667	330	330
WP_036062285.1	lcl|NZ_AHQQ01000424.1_cds_WP_000646250.1_189	28.990	307	330
WP_036062285.1	lcl|NZ_AHQQ01000079.1_cds_WP_000600889.1_3054	26.692	266	330
WP_036062285.1	lcl|NZ_AHQQ01000235.1_cds_WP_001984071.1_1168	25.368	272	330
WP_036062285.1	lcl|NZ_AHQQ01000084.1_cds_WP_000744700.1_2904	26.582	316	330
WP_036062285.1	lcl|NZ_AHQQ01000263.1_cds_WP_001003553.1_888	29.218	243	330
WP_036062285.1	lcl|NZ_AHQQ01000079.1_cds_WP_000723090.1_3001	24.324	333	330
WP_036062285.1	lcl|NZ_AHQQ01000197.1_cds_WP_000649925.1_1725	29.688	256	330
WP_036062285.1	lcl|NZ_AHQQ01000103.1_cds_WP_000688695.1_2463	26.244	221	330
