WP_000340715.1	lcl|NZ_AFLP01000207.1_cds_WP_000340715.1_1625	100.000	86	106
WP_004421326.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	94.268	314	314
WP_004421326.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	26.493	268	314
WP_004421326.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	25.926	324	314
WP_004421326.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	26.425	193	314
WP_004421326.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	22.917	288	314
WP_004421326.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	26.606	327	314
WP_004421326.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	25.000	328	314
WP_243817859.1	lcl|NZ_AFLP01000207.1_cds_WP_000604524.1_1623	90.685	365	365
WP_004448470.1	lcl|NZ_AFLP01000207.1_cds_WP_000884059.1_1622	96.196	184	185
WP_004448470.1	lcl|NZ_AFLP01000193.1_cds_WP_000351733.1_1762	39.286	140	185
WP_004448459.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	95.745	329	329
WP_004448459.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	33.016	315	329
WP_004448459.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	31.962	316	329
WP_004448459.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	30.746	335	329
WP_004448459.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	30.945	307	329
WP_004448459.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	30.031	323	329
WP_004448459.1	lcl|NZ_AFLP01000297.1_cds_WP_000709511.1_712	29.305	331	329
WP_004448459.1	lcl|NZ_AFLP01000076.1_cds_WP_000601375.1_3049	25.333	300	329
WP_004448459.1	lcl|NZ_AFLP01000117.1_cds_WP_000688698.1_2469	29.197	274	329
WP_004448459.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	29.804	255	329
WP_004448459.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	25.633	316	329
WP_004448459.1	lcl|NZ_AFLP01000076.1_cds_WP_000475897.1_3041	27.692	260	329
WP_004448459.1	lcl|NZ_AFLP01000155.1_cds_WP_001074779.1_2077	27.925	265	329
WP_004448459.1	lcl|NZ_AFLP01000261.1_cds_WP_001003563.1_977	25.984	254	329
