WP_000340715.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000340715.1_2893	100.000	86	106
WP_004421326.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000410266.1_2894	94.268	314	314
WP_004421326.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000744698.1_254	25.926	324	314
WP_004421326.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000646254.1_2897	26.119	268	314
WP_004421326.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000723091.1_363	23.264	288	314
WP_004421326.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001067557.1_2900	25.000	328	314
WP_243817859.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000604525.1_2895	90.137	365	365
WP_243817859.1	lcl|NZ_JADDWQ010000202.1_cds_IQA68_RS18995_1018	76.667	120	365
WP_004448470.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000884059.1_2896	96.196	184	185
WP_004448470.1	lcl|NZ_JADDWQ010000055.1_cds_WP_000351733.1_3001	39.286	140	185
WP_004448459.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000646254.1_2897	96.049	329	329
WP_004448459.1	lcl|NZ_JADDWQ010000012.1_cds_WP_000744698.1_254	32.698	315	329
WP_004448459.1	lcl|NZ_JADDWQ010000013.1_cds_WP_000723091.1_363	30.746	335	329
WP_004448459.1	lcl|NZ_JADDWQ010000004.1_cds_WP_002072074.1_2813	30.945	307	329
WP_004448459.1	lcl|NZ_JADDWQ010000011.1_cds_WP_000649924.1_177	30.031	323	329
WP_004448459.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000709508.1_2804	28.793	323	329
WP_004448459.1	lcl|NZ_JADDWQ010000004.1_cds_WP_000688696.1_2833	29.197	274	329
WP_004448459.1	lcl|NZ_JADDWQ010000051.1_cds_WP_001067557.1_2900	29.804	255	329
WP_004448459.1	lcl|NZ_JADDWQ010000026.1_cds_WP_000475901.1_1432	27.692	260	329
WP_004448459.1	lcl|NZ_JADDWQ010000051.1_cds_WP_000410266.1_2894	25.316	316	329
