WP_000340715.1	lcl|NZ_AFJX02000187.1_cds_WP_000340715.1_654	100.000	86	106
WP_004421326.1	lcl|NZ_AFJX02000187.1_cds_WP_000410273.1_655	94.268	314	314
WP_004421326.1	lcl|NZ_AFJX02000187.1_cds_WP_000093099.1_675	53.968	63	314
WP_004421326.1	lcl|NZ_AFJX02000187.1_cds_WP_000646250.1_658	26.493	268	314
WP_004421326.1	lcl|NZ_AFJX02000152.1_cds_WP_000744700.1_1630	25.926	324	314
WP_004421326.1	lcl|NZ_AFJX02000187.1_cds_WP_000600889.1_684	26.425	193	314
WP_004421326.1	lcl|NZ_AFJX02000187.1_cds_WP_000723090.1_737	22.917	288	314
WP_004421326.1	lcl|NZ_AFJX02000187.1_cds_WP_001067557.1_661	25.000	328	314
WP_243817859.1	lcl|NZ_AFJX02000187.1_cds_WP_000604524.1_656	90.685	365	365
WP_004448470.1	lcl|NZ_AFJX02000187.1_cds_WP_000884059.1_657	96.196	184	185
WP_004448470.1	lcl|NZ_AFJX02000165.1_cds_WP_000351733.1_1285	39.286	140	185
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_000646250.1_658	96.049	329	329
WP_004448459.1	lcl|NZ_AFJX02000152.1_cds_WP_000744700.1_1630	32.698	315	329
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_000600889.1_684	31.962	316	329
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_000723090.1_737	30.448	335	329
WP_004448459.1	lcl|NZ_AFJX02000045.1_cds_WP_001984071.1_3441	31.270	307	329
WP_004448459.1	lcl|NZ_AFJX02000073.1_cds_WP_000649925.1_2945	30.031	323	329
WP_004448459.1	lcl|NZ_AFJX02000044.1_cds_WP_000709511.1_3446	29.305	331	329
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_000601375.1_711	25.333	300	329
WP_004448459.1	lcl|NZ_AFJX02000149.1_cds_WP_000688695.1_1820	29.197	274	329
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_001067557.1_661	29.804	255	329
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_000475904.1_720	27.899	276	329
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_000410273.1_655	25.633	316	329
WP_004448459.1	lcl|NZ_AFJX02000161.1_cds_WP_001074785.1_1416	28.302	265	329
WP_004448459.1	lcl|NZ_AFJX02000046.1_cds_WP_001003555.1_3437	24.852	338	329
WP_004448459.1	lcl|NZ_AFJX02000187.1_cds_WP_000487322.1_709	27.744	328	329
WP_004421408.1	lcl|NZ_AFJX02000187.1_cds_WP_000774262.1_659	94.382	267	267
WP_004421408.1	lcl|NZ_AFJX02000187.1_cds_WP_000859505.1_708	27.885	208	267
WP_004421408.1	lcl|NZ_AFJX02000187.1_cds_WP_000800438.1_689	26.702	191	267
