WP_000340715.1	lcl|NZ_AFKG01000223.1_cds_WP_000340715.1_297	100.000	86	106
WP_004421326.1	lcl|NZ_AFKG01000223.1_cds_WP_000410273.1_296	94.268	314	314
WP_004421326.1	lcl|NZ_AFKG01000223.1_cds_WP_000093099.1_276	53.968	63	314
WP_004421326.1	lcl|NZ_AFKG01000223.1_cds_WP_000646250.1_293	26.493	268	314
WP_004421326.1	lcl|NZ_AFKG01000109.1_cds_WP_000744700.1_1695	25.926	324	314
WP_004421326.1	lcl|NZ_AFKG01000223.1_cds_WP_000600889.1_267	26.425	193	314
WP_004421326.1	lcl|NZ_AFKG01000223.1_cds_WP_000723090.1_214	22.917	288	314
WP_004421326.1	lcl|NZ_AFKG01000223.1_cds_WP_001067557.1_290	25.000	328	314
WP_243817859.1	lcl|NZ_AFKG01000223.1_cds_WP_000604524.1_295	90.685	365	365
WP_004448470.1	lcl|NZ_AFKG01000223.1_cds_WP_000884059.1_294	96.196	184	185
WP_004448470.1	lcl|NZ_AFKG01000034.1_cds_WP_000351733.1_2909	39.286	140	185
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_000646250.1_293	96.049	329	329
WP_004448459.1	lcl|NZ_AFKG01000109.1_cds_WP_000744700.1_1695	32.698	315	329
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_000600889.1_267	31.962	316	329
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_000723090.1_214	30.448	335	329
WP_004448459.1	lcl|NZ_AFKG01000032.1_cds_WP_001984071.1_2997	31.270	307	329
WP_004448459.1	lcl|NZ_AFKG01000047.1_cds_WP_000649925.1_2483	30.031	323	329
WP_004448459.1	lcl|NZ_AFKG01000232.1_cds_WP_000709511.1_66	29.305	331	329
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_000601375.1_240	25.333	300	329
WP_004448459.1	lcl|NZ_AFKG01000032.1_cds_WP_000688695.1_2977	29.197	274	329
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_001067557.1_290	29.804	255	329
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_000475904.1_231	27.899	276	329
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_000410273.1_296	25.633	316	329
WP_004448459.1	lcl|NZ_AFKG01000106.1_cds_WP_001074785.1_1774	28.302	265	329
WP_004448459.1	lcl|NZ_AFKG01000128.1_cds_WP_001003555.1_1193	24.852	338	329
WP_004448459.1	lcl|NZ_AFKG01000223.1_cds_WP_000487322.1_242	27.744	328	329
WP_004421408.1	lcl|NZ_AFKG01000223.1_cds_WP_000774262.1_292	94.382	267	267
WP_004421408.1	lcl|NZ_AFKG01000223.1_cds_WP_000859505.1_243	27.885	208	267
WP_004421408.1	lcl|NZ_AFKG01000223.1_cds_WP_000800438.1_262	26.702	191	267
WP_004421408.1	lcl|NZ_AFKG01000223.1_cds_WP_000842260.1_213	26.842	190	267
