WP_000340715.1	lcl|NZ_JASUZT010000014.1_cds_WP_002614501.1_841	89.535	86	106
WP_004421326.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	91.290	310	314
WP_004421326.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	23.675	283	314
WP_004421326.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	25.387	323	314
WP_004421326.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	24.483	290	314
WP_004421326.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	21.656	314	314
WP_004421326.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	22.830	311	314
WP_004448470.1	lcl|NZ_JASUZT010000003.1_cds_WP_002630958.1_2127	34.247	146	185
WP_004448459.1	lcl|NZ_JASUZT010000014.1_cds_WP_004507614.1_845	32.471	348	329
WP_004448459.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	32.107	299	329
WP_004448459.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	31.429	315	329
WP_004448459.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	29.940	334	329
WP_004448459.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	31.190	311	329
WP_004448459.1	lcl|NZ_JASUZT010000018.1_cds_WP_004498401.1_1167	30.094	319	329
WP_004448459.1	lcl|NZ_JASUZT010000011.1_cds_WP_004495537.1_455	26.488	336	329
WP_004448459.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495465.1_1246	29.412	323	329
WP_004448459.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	25.185	270	329
WP_004448459.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619620.1_3504	26.549	339	329
WP_004448459.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	27.778	252	329
WP_004448459.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048386.1_985	27.174	276	329
WP_004448459.1	lcl|NZ_JASUZT010000005.1_cds_WP_004496193.1_2890	27.757	263	329
WP_004448459.1	lcl|NZ_JASUZT010000008.1_cds_WP_016760974.1_3393	23.171	328	329
WP_004448459.1	lcl|NZ_JASUZT010000017.1_cds_WP_004495316.1_1107	28.235	170	329
WP_004448459.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503611.1_995	31.293	147	329
WP_004421408.1	lcl|NZ_JASUZT010000016.1_cds_WP_036094063.1_1029	27.128	188	267
WP_004421408.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503495.1_996	26.699	206	267
WP_004421408.1	lcl|NZ_JASUZT010000001.1_cds_WP_004499478.1_19	29.146	199	267
WP_004421408.1	lcl|NZ_JASUZT010000016.1_cds_WP_002620407.1_967	26.842	190	267
WP_004421408.1	lcl|NZ_JASUZT010000011.1_cds_WP_286048254.1_456	25.000	188	267
WP_004421408.1	lcl|NZ_JASUZT010000001.1_cds_WP_286047777.1_212	33.333	102	267
