WP_000340715.1	lcl|NZ_JADDXG010000046.1_cds_WP_000340715.1_2707	100.000	86	106
WP_004421326.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	94.268	314	314
WP_004421326.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	25.926	324	314
WP_004421326.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	26.119	268	314
WP_004421326.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	23.264	288	314
WP_004421326.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	25.000	328	314
WP_243817859.1	lcl|NZ_JADDXG010000046.1_cds_WP_000604525.1_2709	90.137	365	365
WP_004448470.1	lcl|NZ_JADDXG010000046.1_cds_WP_000884059.1_2710	96.196	184	185
WP_004448470.1	lcl|NZ_JADDXG010000001.1_cds_WP_000351733.1_978	39.286	140	185
WP_004448459.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	96.049	329	329
WP_004448459.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	32.698	315	329
WP_004448459.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	30.746	335	329
WP_004448459.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	30.945	307	329
WP_004448459.1	lcl|NZ_JADDXG010000003.1_cds_WP_000649924.1_2446	30.031	323	329
WP_004448459.1	lcl|NZ_JADDXG010000014.1_cds_WP_000709508.1_420	28.793	323	329
WP_004448459.1	lcl|NZ_JADDXG010000014.1_cds_WP_000688696.1_390	29.197	274	329
WP_004448459.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	29.804	255	329
WP_004448459.1	lcl|NZ_JADDXG010000024.1_cds_WP_000475901.1_1359	27.692	260	329
WP_004448459.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	25.316	316	329
WP_004448459.1	lcl|NZ_JADDXG010000005.1_cds_WP_001074779.1_3259	27.925	265	329
WP_004448459.1	lcl|NZ_JADDXG010000006.1_cds_WP_001003560.1_3500	24.556	338	329
WP_004448459.1	lcl|NZ_JADDXG010000024.1_cds_WP_000378097.1_1325	25.581	172	329
WP_004421408.1	lcl|NZ_JADDXG010000046.1_cds_WP_000774259.1_2712	94.757	267	267
WP_004421408.1	lcl|NZ_JADDXG010000064.1_cds_WP_000842260.1_3384	26.842	190	267
WP_004421408.1	lcl|NZ_JADDXG010000018.1_cds_WP_000805357.1_691	33.333	102	267
WP_004421408.1	lcl|NZ_JADDXG010000014.1_cds_WP_155572209.1_369	29.897	97	267
WP_004448480.1	lcl|NZ_JADDXG010000046.1_cds_WP_002072162.1_2713	96.275	510	510
WP_004448480.1	lcl|NZ_JADDXG010000005.1_cds_WP_000291581.1_3187	27.077	325	510
WP_004448480.1	lcl|NZ_JADDXG010000005.1_cds_WP_000364504.1_3188	31.111	90	510
WP_004448480.1	lcl|NZ_JADDXG010000046.1_cds_WP_002072162.1_2713	96.275	510	510
WP_004448480.1	lcl|NZ_JADDXG010000005.1_cds_WP_000291581.1_3187	27.077	325	510
