WP_000340715.1	lcl|NZ_JASEXN010000052.1_cds_WP_004462903.1_3299	95.349	86	106
WP_004421326.1	lcl|NZ_JASEXN010000052.1_cds_WP_061205762.1_3300	92.357	314	314
WP_004421326.1	lcl|NZ_JASEXN010000001.1_cds_WP_004461583.1_199	25.697	323	314
WP_004421326.1	lcl|NZ_JASEXN010000048.1_cds_WP_061205813.1_3255	21.300	277	314
WP_004421326.1	lcl|NZ_JASEXN010000064.1_cds_WP_004465060.1_3439	23.793	290	314
WP_004421326.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_370	24.074	216	314
WP_004421326.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_253	24.074	216	314
WP_004448470.1	lcl|NZ_JASEXN010000005.1_cds_WP_004460143.1_765	33.562	146	185
WP_004448459.1	lcl|NZ_JASEXN010000052.1_cds_WP_282965821.1_3303	31.845	336	329
WP_004448459.1	lcl|NZ_JASEXN010000001.1_cds_WP_004461583.1_199	30.159	315	329
WP_004448459.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_370	32.476	311	329
WP_004448459.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_253	32.476	311	329
WP_004448459.1	lcl|NZ_JASEXN010000048.1_cds_WP_061205813.1_3255	31.104	299	329
WP_004448459.1	lcl|NZ_JASEXN010000064.1_cds_WP_004465060.1_3439	31.045	335	329
WP_004448459.1	lcl|NZ_JASEXN010000001.1_cds_WP_004472946.1_83	30.650	323	329
WP_004448459.1	lcl|NZ_JASEXN010000002.1_cds_WP_004467290.1_367	29.412	323	329
WP_004448459.1	lcl|NZ_JASEXN010000002.1_cds_WP_004467290.1_256	29.412	323	329
WP_004448459.1	lcl|NZ_JASEXN010000010.1_cds_WP_004466638.1_1473	26.367	311	329
WP_004448459.1	lcl|NZ_JASEXN010000062.1_cds_WP_061205836.1_3419	24.907	269	329
WP_004448459.1	lcl|NZ_JASEXN010000007.1_cds_WP_282965574.1_1203	26.254	339	329
WP_004448459.1	lcl|NZ_JASEXN010000052.1_cds_WP_061205762.1_3300	25.397	315	329
WP_004448459.1	lcl|NZ_JASEXN010000071.1_cds_WP_282968833.1_3507	27.083	240	329
WP_004448459.1	lcl|NZ_JASEXN010000013.1_cds_WP_004464543.1_1806	27.652	264	329
WP_004448459.1	lcl|NZ_JASEXN010000007.1_cds_WP_061205801.1_1150	27.647	170	329
WP_004448459.1	lcl|NZ_JASEXN010000003.1_cds_WP_282965630.1_495	23.333	330	329
WP_004448459.1	lcl|NZ_JASEXN010000062.1_cds_WP_282965809.1_3421	29.885	174	329
WP_004448459.1	lcl|NZ_JASEXN010000071.1_cds_WP_282965804.1_3508	23.982	221	329
WP_004421408.1	lcl|NZ_JASEXN010000048.1_cds_WP_282965817.1_3250	26.630	184	267
WP_004421408.1	lcl|NZ_JASEXN010000062.1_cds_WP_004477718.1_3422	26.442	208	267
WP_004421408.1	lcl|NZ_JASEXN010000010.1_cds_WP_004466848.1_1512	35.455	110	267
WP_004421408.1	lcl|NZ_JASEXN010000064.1_cds_WP_004475142.1_3440	26.842	190	267
WP_004421408.1	lcl|NZ_JASEXN010000002.1_cds_WP_016754360.1_400	37.209	86	267
WP_004421408.1	lcl|NZ_JASEXN010000002.1_cds_WP_016754360.1_223	37.209	86	267
WP_004421408.1	lcl|NZ_JASEXN010000010.1_cds_WP_004490253.1_1472	25.389	193	267
