WP_000340715.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352101.1_2642	61.538	78	106
WP_004421326.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352100.1_2643	81.935	310	314
WP_004421326.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350398.1_629	27.244	312	314
WP_004421326.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350373.1_656	23.148	324	314
WP_004421326.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351842.1_2448	22.340	188	314
WP_004448470.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351247.1_1645	37.069	116	185
WP_004448459.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350373.1_656	31.847	314	329
WP_004448459.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350875.1_86	29.450	309	329
WP_004448459.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351842.1_2448	28.446	341	329
WP_004448459.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350726.1_253	27.795	331	329
WP_004448459.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350398.1_629	29.299	314	329
WP_004448459.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352082.1_2664	27.675	271	329
WP_004448459.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352100.1_2643	26.266	316	329
WP_004448459.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352071.1_2676	27.490	251	329
WP_004448459.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350671.1_318	27.165	254	329
WP_004448459.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352040.1_2707	25.564	266	329
WP_004448459.1	lcl|NZ_JAMQPN010000012.1_cds_WP_265353373.1_1240	25.556	180	329
WP_004448459.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350327.1_710	28.655	171	329
WP_004448459.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351852.1_2437	24.351	308	329
WP_004448459.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350679.1_310	23.105	277	329
WP_004448459.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352209.1_2671	32.432	111	329
WP_004421408.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352008.1_2768	24.436	266	267
WP_004421408.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352074.1_2673	24.519	208	267
WP_004421408.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350644.1_346	38.261	115	267
WP_004421408.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350781.1_192	27.119	177	267
WP_004421408.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351841.1_2449	27.551	196	267
WP_004448480.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351228.1_1623	25.836	329	510
WP_004448480.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351227.1_1622	27.358	106	510
WP_004448480.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351228.1_1623	25.836	329	510
WP_004448480.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351227.1_1622	27.358	106	510
WP_036062285.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350875.1_86	24.820	278	330
WP_036062285.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350671.1_318	29.167	264	330
WP_036062285.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350373.1_656	27.174	276	330
WP_036062285.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350398.1_629	26.606	327	330
WP_036062285.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350679.1_310	25.856	263	330
WP_036062285.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352082.1_2664	26.407	231	330
WP_036062285.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350736.1_241	34.234	111	330
