WP_000340715.1	lcl|NZ_NPEE01000008.1_cds_WP_100727283.1_3748	63.514	74	106
WP_004421326.1	lcl|NZ_NPEE01000008.1_cds_WP_100727191.1_3749	83.871	310	314
WP_004421326.1	lcl|NZ_NPEE01000086.1_cds_WP_100725791.1_3897	23.148	324	314
WP_004421326.1	lcl|NZ_NPEE01000008.1_cds_WP_100727154.1_3786	25.000	220	314
WP_004421326.1	lcl|NZ_NPEE01000021.1_cds_WP_100728132.1_1564	25.000	212	314
WP_004421326.1	lcl|NZ_NPEE01000010.1_cds_WP_100715920.1_169	23.529	170	314
WP_004421326.1	lcl|NZ_NPEE01000035.1_cds_WP_100725412.1_2414	23.125	320	314
WP_243817859.1	lcl|NZ_NPEE01000008.1_cds_WP_100727187.1_3753	55.525	362	365
WP_004448470.1	lcl|NZ_NPEE01000026.1_cds_WP_100726709.1_1897	34.109	129	185
WP_004448459.1	lcl|NZ_NPEE01000086.1_cds_WP_100725791.1_3897	30.573	314	329
WP_004448459.1	lcl|NZ_NPEE01000021.1_cds_WP_100728132.1_1564	30.030	333	329
WP_004448459.1	lcl|NZ_NPEE01000035.1_cds_WP_100725412.1_2414	31.715	309	329
WP_004448459.1	lcl|NZ_NPEE01000008.1_cds_WP_100727146.1_3794	29.841	315	329
WP_004448459.1	lcl|NZ_NPEE01000010.1_cds_WP_100715920.1_169	28.739	341	329
WP_004448459.1	lcl|NZ_NPEE01000008.1_cds_WP_100727154.1_3786	27.393	303	329
WP_004448459.1	lcl|NZ_NPEE01000199.1_cds_WP_100725525.1_1377	27.329	322	329
WP_004448459.1	lcl|NZ_NPEE01000133.1_cds_WP_100725767.1_683	30.794	315	329
WP_004448459.1	lcl|NZ_NPEE01000008.1_cds_WP_100727191.1_3749	25.786	318	329
WP_004448459.1	lcl|NZ_NPEE01000008.1_cds_WP_207762693.1_3767	23.003	313	329
WP_004448459.1	lcl|NZ_NPEE01000099.1_cds_WP_100728892.1_4129	27.600	250	329
WP_004448459.1	lcl|NZ_NPEE01000008.1_cds_WP_100728139.1_3800	27.092	251	329
WP_004448459.1	lcl|NZ_NPEE01000008.1_cds_WP_165780347.1_3789	26.667	315	329
WP_004448459.1	lcl|NZ_NPEE01000008.1_cds_WP_100727149.1_3791	26.364	330	329
WP_004448459.1	lcl|NZ_NPEE01000099.1_cds_WP_100725556.1_4137	24.354	271	329
WP_004448459.1	lcl|NZ_NPEE01000038.1_cds_WP_207762726.1_2513	24.351	308	329
WP_004448459.1	lcl|NZ_NPEE01000138.1_cds_WP_100725980.1_723	27.219	169	329
WP_004448459.1	lcl|NZ_NPEE01000021.1_cds_WP_100727895.1_1550	24.908	273	329
WP_004448459.1	lcl|NZ_NPEE01000011.1_cds_WP_100720563.1_320	25.698	179	329
WP_004421408.1	lcl|NZ_NPEE01000008.1_cds_WP_100727166.1_3774	25.000	200	267
WP_004421408.1	lcl|NZ_NPEE01000008.1_cds_WP_100727147.1_3793	27.358	212	267
WP_004421408.1	lcl|NZ_NPEE01000198.1_cds_WP_100727872.1_1374	24.812	266	267
WP_004421408.1	lcl|NZ_NPEE01000021.1_cds_WP_100728131.1_1563	24.615	195	267
WP_004421408.1	lcl|NZ_NPEE01000010.1_cds_WP_100727919.1_168	29.592	196	267
WP_004448480.1	lcl|NZ_NPEE01000026.1_cds_WP_100726724.1_1919	26.364	330	510
WP_004448480.1	lcl|NZ_NPEE01000026.1_cds_WP_100717065.1_1920	34.483	58	510
WP_004448480.1	lcl|NZ_NPEE01000026.1_cds_WP_100726724.1_1919	26.364	330	510
WP_004448480.1	lcl|NZ_NPEE01000026.1_cds_WP_100717065.1_1920	34.483	58	510
WP_036062285.1	lcl|NZ_NPEE01000008.1_cds_WP_207762693.1_3767	33.229	319	330
WP_036062285.1	lcl|NZ_NPEE01000008.1_cds_WP_100727149.1_3791	33.010	309	330
WP_036062285.1	lcl|NZ_NPEE01000035.1_cds_WP_100725412.1_2414	23.741	278	330
WP_036062285.1	lcl|NZ_NPEE01000099.1_cds_WP_100728892.1_4129	27.925	265	330
WP_036062285.1	lcl|NZ_NPEE01000086.1_cds_WP_100725791.1_3897	28.261	276	330
WP_036062285.1	lcl|NZ_NPEE01000021.1_cds_WP_100728132.1_1564	23.853	327	330
WP_036062285.1	lcl|NZ_NPEE01000133.1_cds_WP_100725767.1_683	27.187	320	330
WP_036062285.1	lcl|NZ_NPEE01000008.1_cds_WP_165780347.1_3789	27.586	232	330
WP_036062285.1	lcl|NZ_NPEE01000099.1_cds_WP_100725556.1_4137	23.864	264	330
WP_036062285.1	lcl|NZ_NPEE01000008.1_cds_WP_100727154.1_3786	25.893	224	330
WP_036062285.1	lcl|NZ_NPEE01000138.1_cds_WP_100725980.1_723	26.066	211	330
WP_036062285.1	lcl|NZ_NPEE01000010.1_cds_WP_100715920.1_169	23.102	303	330
WP_036062285.1	lcl|NZ_NPEE01000011.1_cds_WP_100720563.1_320	25.630	238	330
WP_004448474.1	lcl|NZ_NPEE01000006.1_cds_WP_100725593.1_3296	29.167	384	366
WP_004448474.1	lcl|NZ_NPEE01000008.1_cds_WP_100727164.1_3776	41.564	243	366
WP_004448474.1	lcl|NZ_NPEE01000008.1_cds_WP_100727185.1_3755	32.507	363	366
WP_004448474.1	lcl|NZ_NPEE01000004.1_cds_WP_100718929.1_2614	29.859	355	366
WP_004448474.1	lcl|NZ_NPEE01000008.1_cds_WP_100727172.1_3768	34.071	226	366
