WP_000340715.1	lcl|NZ_AOVN01000083.1_cds_WP_000340715.1_2025	100.000	86	106
WP_004421326.1	lcl|NZ_AOVN01000083.1_cds_WP_000410273.1_2024	94.268	314	314
WP_004421326.1	lcl|NZ_AOVN01000083.1_cds_WP_000093099.1_2004	53.968	63	314
WP_004421326.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	26.493	268	314
WP_004421326.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	25.926	324	314
WP_004421326.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	26.425	193	314
WP_004421326.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	22.917	288	314
WP_004421326.1	lcl|NZ_AOVN01000083.1_cds_WP_001067557.1_2018	25.000	328	314
WP_243817859.1	lcl|NZ_AOVN01000083.1_cds_WP_000604524.1_2023	90.685	365	365
WP_004448470.1	lcl|NZ_AOVN01000083.1_cds_WP_000884059.1_2022	96.196	184	185
WP_004448470.1	lcl|NZ_AOVN01000022.1_cds_WP_000351733.1_387	39.286	140	185
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	96.049	329	329
WP_004448459.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	32.698	315	329
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	31.962	316	329
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	30.448	335	329
WP_004448459.1	lcl|NZ_AOVN01000111.1_cds_WP_001984071.1_2859	31.270	307	329
WP_004448459.1	lcl|NZ_AOVN01000070.1_cds_WP_000649925.1_1395	30.031	323	329
WP_004448459.1	lcl|NZ_AOVN01000068.1_cds_WP_000709511.1_1347	29.305	331	329
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_000601375.1_1968	25.333	300	329
WP_004448459.1	lcl|NZ_AOVN01000127.1_cds_WP_000688695.1_3195	29.197	274	329
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_001067557.1_2018	29.804	255	329
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_000475904.1_1959	27.899	276	329
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_000410273.1_2024	25.633	316	329
WP_004448459.1	lcl|NZ_AOVN01000042.1_cds_WP_001074785.1_793	28.302	265	329
WP_004448459.1	lcl|NZ_AOVN01000103.1_cds_WP_001003555.1_2483	24.852	338	329
WP_004448459.1	lcl|NZ_AOVN01000083.1_cds_WP_000487322.1_1970	27.744	328	329
WP_004421408.1	lcl|NZ_AOVN01000083.1_cds_WP_000774262.1_2020	94.382	267	267
WP_004421408.1	lcl|NZ_AOVN01000083.1_cds_WP_000859505.1_1971	27.885	208	267
WP_004421408.1	lcl|NZ_AOVN01000083.1_cds_WP_000800438.1_1990	26.702	191	267
WP_004421408.1	lcl|NZ_AOVN01000083.1_cds_WP_000842260.1_1941	26.842	190	267
WP_004421408.1	lcl|NZ_AOVN01000092.1_cds_WP_000667727.1_2243	33.636	110	267
WP_004421408.1	lcl|NZ_AOVN01000079.1_cds_WP_000805357.1_1708	33.333	102	267
WP_004448480.1	lcl|NZ_AOVN01000083.1_cds_WP_000612797.1_2019	95.490	510	510
WP_004448480.1	lcl|NZ_AOVN01000021.1_cds_WP_000291591.1_267	27.077	325	510
WP_004448480.1	lcl|NZ_AOVN01000021.1_cds_WP_000364507.1_268	31.111	90	510
WP_004448480.1	lcl|NZ_AOVN01000083.1_cds_WP_000612797.1_2019	95.490	510	510
WP_004448480.1	lcl|NZ_AOVN01000021.1_cds_WP_000291591.1_267	27.077	325	510
WP_004448480.1	lcl|NZ_AOVN01000021.1_cds_WP_000364507.1_268	31.111	90	510
WP_036062285.1	lcl|NZ_AOVN01000083.1_cds_WP_001067557.1_2018	96.667	330	330
WP_036062285.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	28.990	307	330
WP_036062285.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	26.692	266	330
WP_036062285.1	lcl|NZ_AOVN01000111.1_cds_WP_001984071.1_2859	25.368	272	330
WP_036062285.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	26.582	316	330
WP_036062285.1	lcl|NZ_AOVN01000103.1_cds_WP_001003555.1_2483	29.218	243	330
WP_036062285.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	24.324	333	330
WP_036062285.1	lcl|NZ_AOVN01000070.1_cds_WP_000649925.1_1395	29.688	256	330
WP_036062285.1	lcl|NZ_AOVN01000127.1_cds_WP_000688695.1_3195	26.244	221	330
WP_036062285.1	lcl|NZ_AOVN01000083.1_cds_WP_000601375.1_1968	27.273	275	330
WP_004448474.1	lcl|NZ_AOVN01000083.1_cds_WP_001198107.1_2017	95.628	366	366
WP_004448474.1	lcl|NZ_AOVN01000083.1_cds_WP_000608295.1_2016	40.274	365	366
WP_004448474.1	lcl|NZ_AOVN01000083.1_cds_WP_000575178.1_1948	33.705	359	366
WP_004448474.1	lcl|NZ_AOVN01000126.1_cds_WP_001281953.1_3181	27.704	379	366
WP_004448474.1	lcl|NZ_AOVN01000083.1_cds_WP_000346036.1_1987	27.809	356	366
WP_004448474.1	lcl|NZ_AOVN01000083.1_cds_WP_000582222.1_2006	32.295	353	366
WP_004448474.1	lcl|NZ_AOVN01000128.1_cds_WP_000538752.1_3220	29.972	357	366
