WP_000340715.1	lcl|NZ_JADDWW010000021.1_cds_WP_002725873.1_936	91.860	86	106
WP_004421326.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669917.1_935	91.613	310	314
WP_004421326.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	21.724	290	314
WP_004421326.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	23.077	325	314
WP_004421326.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669957.1_2372	24.731	186	314
WP_004421326.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	24.138	290	314
WP_004421326.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	24.759	311	314
WP_004421326.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670813.1_3128	22.941	170	314
WP_004448470.1	lcl|NZ_JADDWW010000001.1_cds_WP_002750963.1_764	35.616	146	185
WP_004448470.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669938.1_904	34.463	177	185
WP_004448459.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	31.153	321	329
WP_004448459.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	31.429	315	329
WP_004448459.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	31.642	335	329
WP_004448459.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	30.868	311	329
WP_004448459.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669957.1_2372	29.508	305	329
WP_004448459.1	lcl|NZ_JADDWW010000020.1_cds_WP_011671143.1_876	30.094	319	329
WP_004448459.1	lcl|NZ_JADDWW010000036.1_cds_WP_002754065.1_1598	29.003	331	329
WP_004448459.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670813.1_3128	27.273	341	329
WP_004448459.1	lcl|NZ_JADDWW010000003.1_cds_WP_011671074.1_1739	25.664	339	329
WP_004448459.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669917.1_935	27.586	261	329
WP_004448459.1	lcl|NZ_JADDWW010000013.1_cds_WP_017859386.1_331	26.592	267	329
WP_004448459.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669959.1_2370	26.449	276	329
WP_004448459.1	lcl|NZ_JADDWW010000056.1_cds_WP_011669202.1_2315	24.107	336	329
WP_004421408.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669956.1_2373	26.957	230	267
WP_004421408.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669974.1_2516	26.984	189	267
WP_004421408.1	lcl|NZ_JADDWW010000032.1_cds_WP_011670832.1_1475	32.727	110	267
WP_004421408.1	lcl|NZ_JADDWW010000084.1_cds_WP_002766579.1_3008	37.209	86	267
WP_004421408.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670812.1_3127	24.868	189	267
WP_004448480.1	lcl|NZ_JADDWW010000016.1_cds_WP_011670269.1_525	28.041	296	510
WP_004448480.1	lcl|NZ_JADDWW010000016.1_cds_WP_002751286.1_524	31.111	90	510
WP_004448480.1	lcl|NZ_JADDWW010000016.1_cds_WP_011670269.1_525	28.041	296	510
WP_004448480.1	lcl|NZ_JADDWW010000016.1_cds_WP_002751286.1_524	31.111	90	510
WP_036062285.1	lcl|NZ_JADDWW010000036.1_cds_WP_011670961.1_1595	27.473	273	330
WP_036062285.1	lcl|NZ_JADDWW010000059.1_cds_WP_011669955.1_2374	24.088	274	330
WP_036062285.1	lcl|NZ_JADDWW010000022.1_cds_WP_011671202.1_988	28.159	277	330
WP_036062285.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669973.1_2517	26.266	316	330
WP_036062285.1	lcl|NZ_JADDWW010000003.1_cds_WP_011671074.1_1739	26.457	223	330
WP_036062285.1	lcl|NZ_JADDWW010000056.1_cds_WP_011669202.1_2315	25.403	248	330
WP_036062285.1	lcl|NZ_JADDWW010000020.1_cds_WP_011671143.1_876	27.640	322	330
WP_036062285.1	lcl|NZ_JADDWW010000090.1_cds_WP_011670813.1_3128	25.352	142	330
WP_036062285.1	lcl|NZ_JADDWW010000013.1_cds_WP_017859386.1_331	25.417	240	330
WP_036062285.1	lcl|NZ_JADDWW010000017.1_cds_WP_011671364.1_566	25.781	128	330
WP_004448474.1	lcl|NZ_JADDWW010000061.1_cds_WP_011669968.1_2523	33.721	344	366
WP_004448474.1	lcl|NZ_JADDWW010000071.1_cds_WP_002753028.1_2770	27.778	378	366
WP_004448474.1	lcl|NZ_JADDWW010000021.1_cds_WP_011669926.1_925	35.926	270	366
