WP_003009553.1	lcl|NZ_VWNG01000009.1_cds_WP_000340715.1_3323	91.398	93	106
WP_003009527.1	lcl|NZ_VWNG01000009.1_cds_WP_000410273.1_3322	90.764	314	321
WP_003009527.1	lcl|NZ_VWNG01000009.1_cds_WP_192486369.1_3301	60.317	63	321
WP_003009527.1	lcl|NZ_VWNG01000009.1_cds_WP_000646251.1_3319	26.866	268	321
WP_003009527.1	lcl|NZ_VWNG01000009.1_cds_WP_000744700.1_1170	22.769	325	321
WP_003009527.1	lcl|NZ_VWNG01000009.1_cds_WP_192486367.1_3292	22.744	277	321
WP_003009527.1	lcl|NZ_VWNG01000009.1_cds_WP_000723090.1_3239	22.887	284	321
WP_003009527.1	lcl|NZ_VWNG01000009.1_cds_WP_001067557.1_3316	25.382	327	321
WP_003009854.1	lcl|NZ_VWNG01000009.1_cds_WP_000604524.1_3321	84.384	365	365
WP_003009869.1	lcl|NZ_VWNG01000009.1_cds_WP_000884059.1_3320	91.892	185	185
WP_003009869.1	lcl|NZ_VWNG01000009.1_cds_WP_000351733.1_2910	38.571	140	185
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000646251.1_3319	92.097	329	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000744700.1_1170	32.595	316	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_192486367.1_3292	31.975	319	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000723090.1_3239	30.448	335	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_001984071.1_790	32.248	307	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000649923.1_1329	30.341	323	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000709513.1_801	29.003	331	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000601375.1_3265	25.993	277	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_001067557.1_3316	28.105	306	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000688695.1_770	27.811	338	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000410273.1_3322	26.101	318	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000475904.1_3256	27.899	276	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_001074784.1_2705	27.437	277	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_192486131.1_1045	26.036	338	329
WP_003009535.1	lcl|NZ_VWNG01000009.1_cds_WP_000487322.1_3267	25.939	293	329
WP_003009795.1	lcl|NZ_VWNG01000009.1_cds_WP_000774262.1_3318	81.648	267	267
WP_003009795.1	lcl|NZ_VWNG01000009.1_cds_WP_000800438.1_3287	26.923	234	267
