WP_003009553.1	lcl|NZ_AFKB01000097.1_cds_WP_000340715.1_1950	91.398	93	106
WP_003009527.1	lcl|NZ_AFKB01000097.1_cds_WP_000410273.1_1951	90.764	314	321
WP_003009527.1	lcl|NZ_AFKB01000097.1_cds_WP_000093099.1_1971	58.730	63	321
WP_003009527.1	lcl|NZ_AFKB01000097.1_cds_WP_000646250.1_1954	27.239	268	321
WP_003009527.1	lcl|NZ_AFKB01000119.1_cds_WP_000744700.1_1490	22.769	325	321
WP_003009527.1	lcl|NZ_AFKB01000097.1_cds_WP_000600889.1_1980	23.656	186	321
WP_003009527.1	lcl|NZ_AFKB01000097.1_cds_WP_000723090.1_2033	22.887	284	321
WP_003009527.1	lcl|NZ_AFKB01000097.1_cds_WP_001067557.1_1957	25.382	327	321
WP_003009854.1	lcl|NZ_AFKB01000097.1_cds_WP_000604524.1_1952	84.384	365	365
WP_003009869.1	lcl|NZ_AFKB01000097.1_cds_WP_000884059.1_1953	91.892	185	185
WP_003009869.1	lcl|NZ_AFKB01000165.1_cds_WP_000351733.1_641	38.571	140	185
WP_003009535.1	lcl|NZ_AFKB01000097.1_cds_WP_000646250.1_1954	92.097	329	329
WP_003009535.1	lcl|NZ_AFKB01000119.1_cds_WP_000744700.1_1490	32.595	316	329
WP_003009535.1	lcl|NZ_AFKB01000097.1_cds_WP_000600889.1_1980	31.975	319	329
WP_003009535.1	lcl|NZ_AFKB01000097.1_cds_WP_000723090.1_2033	30.448	335	329
WP_003009535.1	lcl|NZ_AFKB01000210.1_cds_WP_001984071.1_334	32.248	307	329
WP_003009535.1	lcl|NZ_AFKB01000240.1_cds_WP_000649925.1_144	30.341	323	329
WP_003009535.1	lcl|NZ_AFKB01000237.1_cds_WP_000709511.1_179	29.003	331	329
WP_003009535.1	lcl|NZ_AFKB01000097.1_cds_WP_000601375.1_2007	25.993	277	329
WP_003009535.1	lcl|NZ_AFKB01000097.1_cds_WP_001067557.1_1957	28.105	306	329
WP_003009535.1	lcl|NZ_AFKB01000148.1_cds_WP_000688695.1_933	27.811	338	329
WP_003009535.1	lcl|NZ_AFKB01000097.1_cds_WP_000410273.1_1951	26.101	318	329
WP_003009535.1	lcl|NZ_AFKB01000097.1_cds_WP_000475904.1_2016	27.899	276	329
