WP_003009553.1	lcl|NZ_JACCKC010000002.1_cds_WP_040913380.1_2527	96.774	93	106
WP_003009527.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740012.1_2528	92.258	310	321
WP_003009527.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740055.1_2572	25.483	259	321
WP_003009527.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954467.1_1584	22.256	328	321
WP_003009527.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740053.1_2570	21.014	276	321
WP_003009527.1	lcl|NZ_JACCKC010000002.1_cds_WP_135781012.1_2590	22.581	279	321
WP_003009527.1	lcl|NZ_JACCKC010000012.1_cds_WP_118957901.1_210	20.238	336	321
WP_003009527.1	lcl|NZ_JACCKC010000001.1_cds_WP_135778774.1_1882	21.687	332	321
WP_003009869.1	lcl|NZ_JACCKC010000004.1_cds_WP_118956693.1_3115	37.857	140	185
WP_003009869.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740034.1_2551	33.333	177	185
WP_003009535.1	lcl|NZ_JACCKC010000002.1_cds_WP_135781012.1_2590	33.134	335	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954467.1_1584	31.646	316	329
WP_003009535.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740053.1_2570	32.390	318	329
WP_003009535.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740055.1_2572	31.250	304	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_135778774.1_1882	31.190	311	329
WP_003009535.1	lcl|NZ_JACCKC010000012.1_cds_WP_118957901.1_210	27.083	336	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739586.1_1741	31.269	323	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_118964863.1_1994	29.721	323	329
WP_003009535.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740047.1_2564	25.670	261	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739332.1_1223	25.806	341	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739408.1_1384	28.063	253	329
WP_003009535.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740012.1_2528	25.472	318	329
WP_003009535.1	lcl|NZ_JACCKC010000003.1_cds_WP_218740159.1_2726	26.718	262	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739471.1_1493	27.969	261	329
WP_003009535.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740057.1_2574	26.354	277	329
WP_003009535.1	lcl|NZ_JACCKC010000007.1_cds_WP_135780142.1_3797	24.254	268	329
WP_003009535.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739724.1_2047	26.230	244	329
WP_003009535.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740045.1_2562	29.448	163	329
WP_003009795.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740054.1_2571	28.070	228	267
WP_003009795.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740044.1_2561	25.101	247	267
WP_003009795.1	lcl|NZ_JACCKC010000002.1_cds_WP_135571464.1_2591	25.263	190	267
WP_003009795.1	lcl|NZ_JACCKC010000001.1_cds_WP_135779348.1_1032	37.209	86	267
WP_003009795.1	lcl|NZ_JACCKC010000012.1_cds_WP_135780440.1_211	25.381	197	267
WP_003009795.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739292.1_1140	32.530	83	267
WP_003009515.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780757.1_3269	26.625	323	509
WP_003009515.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780756.1_3270	30.097	103	509
WP_003009515.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780757.1_3269	26.625	323	509
WP_003009515.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780756.1_3270	30.097	103	509
WP_003009505.1	lcl|NZ_JACCKC010000001.1_cds_WP_135778774.1_1882	26.103	272	330
WP_003009505.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954467.1_1584	30.325	277	330
WP_003009505.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740053.1_2570	23.427	286	330
WP_003009505.1	lcl|NZ_JACCKC010000002.1_cds_WP_135781012.1_2590	27.301	326	330
WP_003009505.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739408.1_1384	28.992	238	330
WP_003009505.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739471.1_1493	28.358	268	330
WP_003009505.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739332.1_1223	27.632	228	330
WP_003009505.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740047.1_2564	27.211	294	330
