WP_003009553.1	lcl|NZ_JQPM01000100.1_cds_WP_000340715.1_2434	91.398	93	106
WP_003009527.1	lcl|NZ_JQPM01000100.1_cds_WP_000410273.1_2433	90.764	314	321
WP_003009527.1	lcl|NZ_JQPM01000100.1_cds_WP_000646251.1_2430	26.866	268	321
WP_003009527.1	lcl|NZ_JQPM01000032.1_cds_WP_000744700.1_945	22.769	325	321
WP_003009527.1	lcl|NZ_JQPM01000100.1_cds_WP_000723090.1_2362	22.887	284	321
WP_003009527.1	lcl|NZ_JQPM01000100.1_cds_WP_001067557.1_2427	25.382	327	321
WP_003009854.1	lcl|NZ_JQPM01000100.1_cds_WP_061250446.1_2432	84.110	365	365
WP_003009869.1	lcl|NZ_JQPM01000100.1_cds_WP_000884059.1_2431	91.892	185	185
WP_003009869.1	lcl|NZ_JQPM01000014.1_cds_WP_000351733.1_413	38.571	140	185
WP_003009535.1	lcl|NZ_JQPM01000100.1_cds_WP_000646251.1_2430	92.097	329	329
WP_003009535.1	lcl|NZ_JQPM01000032.1_cds_WP_000744700.1_945	32.595	316	329
WP_003009535.1	lcl|NZ_JQPM01000100.1_cds_WP_000723090.1_2362	30.448	335	329
WP_003009535.1	lcl|NZ_JQPM01000042.1_cds_WP_001984071.1_1163	32.248	307	329
WP_003009535.1	lcl|NZ_JQPM01000004.1_cds_WP_000649923.1_70	30.341	323	329
WP_003009535.1	lcl|NZ_JQPM01000170.1_cds_WP_000709508.1_3376	28.701	331	329
WP_003009535.1	lcl|NZ_JQPM01000100.1_cds_WP_001067557.1_2427	28.105	306	329
WP_003009535.1	lcl|NZ_JQPM01000042.1_cds_WP_000688696.1_1143	27.811	338	329
WP_003009535.1	lcl|NZ_JQPM01000100.1_cds_WP_000410273.1_2433	26.101	318	329
WP_003009535.1	lcl|NZ_JQPM01000100.1_cds_WP_000475904.1_2379	27.899	276	329
WP_003009535.1	lcl|NZ_JQPM01000016.1_cds_WP_017858396.1_500	27.636	275	329
WP_003009535.1	lcl|NZ_JQPM01000058.1_cds_WP_001003561.1_1586	25.602	332	329
WP_003009535.1	lcl|NZ_JQPM01000100.1_cds_WP_000378097.1_2410	25.581	172	329
WP_003009795.1	lcl|NZ_JQPM01000100.1_cds_WP_061250445.1_2429	81.648	267	267
WP_003009795.1	lcl|NZ_JQPM01000191.1_cds_WP_000667727.1_3557	28.866	194	267
WP_003009795.1	lcl|NZ_JQPM01000100.1_cds_WP_000842260.1_2361	26.316	190	267
WP_003009795.1	lcl|NZ_JQPM01000131.1_cds_WP_000805357.1_2919	33.735	83	267
WP_003009515.1	lcl|NZ_JQPM01000100.1_cds_WP_000612798.1_2428	87.598	508	509
WP_003009515.1	lcl|NZ_JQPM01000009.1_cds_WP_061250112.1_307	26.032	315	509
WP_003009515.1	lcl|NZ_JQPM01000009.1_cds_WP_000364507.1_306	26.316	114	509
WP_003009515.1	lcl|NZ_JQPM01000100.1_cds_WP_000612798.1_2428	87.598	508	509
WP_003009515.1	lcl|NZ_JQPM01000009.1_cds_WP_061250112.1_307	26.032	315	509
WP_003009515.1	lcl|NZ_JQPM01000009.1_cds_WP_000364507.1_306	26.316	114	509
WP_003009505.1	lcl|NZ_JQPM01000100.1_cds_WP_001067557.1_2427	92.121	330	330
WP_003009505.1	lcl|NZ_JQPM01000100.1_cds_WP_000646251.1_2430	28.197	305	330
WP_003009505.1	lcl|NZ_JQPM01000042.1_cds_WP_001984071.1_1163	25.912	274	330
WP_003009505.1	lcl|NZ_JQPM01000032.1_cds_WP_000744700.1_945	27.532	316	330
WP_003009505.1	lcl|NZ_JQPM01000058.1_cds_WP_001003561.1_1586	29.960	247	330
WP_003009505.1	lcl|NZ_JQPM01000100.1_cds_WP_000723090.1_2362	23.193	332	330
WP_003009505.1	lcl|NZ_JQPM01000042.1_cds_WP_000688696.1_1143	25.339	221	330
WP_003009505.1	lcl|NZ_JQPM01000004.1_cds_WP_000649923.1_70	28.295	258	330
WP_003009505.1	lcl|NZ_JQPM01000016.1_cds_WP_017858396.1_500	27.962	211	330
WP_003009505.1	lcl|NZ_JQPM01000170.1_cds_WP_000709508.1_3376	30.464	151	330
WP_003009505.1	lcl|NZ_JQPM01000069.1_cds_WP_000690039.1_1892	35.211	71	330
WP_003009505.1	lcl|NZ_JQPM01000017.1_cds_WP_000457972.1_564	25.000	128	330
WP_003009804.1	lcl|NZ_JQPM01000100.1_cds_WP_000689743.1_2424	37.316	544	538
WP_003009804.1	lcl|NZ_JQPM01000100.1_cds_WP_000689743.1_2424	37.316	544	538
WP_003009317.1	lcl|NZ_JQPM01000100.1_cds_WP_000342716.1_2423	67.170	265	265
WP_003009317.1	lcl|NZ_JQPM01000135.1_cds_WP_001002662.1_3018	41.152	243	265
WP_003009317.1	lcl|NZ_JQPM01000098.1_cds_WP_001183718.1_2322	27.746	173	265
WP_003009459.1	lcl|NZ_JQPM01000100.1_cds_WP_001246618.1_2422	84.839	310	310
WP_003009459.1	lcl|NZ_JQPM01000055.1_cds_WP_000501205.1_1570	36.634	303	310
WP_003009459.1	lcl|NZ_JQPM01000098.1_cds_WP_001183718.1_2322	28.114	281	310
WP_003009459.1	lcl|NZ_JQPM01000127.1_cds_WP_000279894.1_2846	27.820	133	310
WP_003009459.1	lcl|NZ_JQPM01000100.1_cds_WP_001246618.1_2422	84.839	310	310
WP_003009459.1	lcl|NZ_JQPM01000055.1_cds_WP_000501205.1_1570	36.634	303	310
WP_003009459.1	lcl|NZ_JQPM01000098.1_cds_WP_001183718.1_2322	28.114	281	310
WP_003009459.1	lcl|NZ_JQPM01000127.1_cds_WP_000279894.1_2846	27.820	133	310
WP_003009745.1	lcl|NZ_JQPM01000100.1_cds_WP_000479982.1_2421	89.773	264	264
WP_036096976.1	lcl|NZ_JQPM01000100.1_cds_WP_000715958.1_2420	83.721	129	130
WP_003009905.1	lcl|NZ_JQPM01000100.1_cds_WP_001088861.1_2419	81.250	144	145
WP_003009905.1	lcl|NZ_JQPM01000005.1_cds_WP_000360600.1_138	30.263	76	145
WP_003009905.1	lcl|NZ_JQPM01000062.1_cds_WP_002069656.1_1693	39.286	56	145
WP_036096974.1	lcl|NZ_JQPM01000100.1_cds_WP_000517242.1_2418	89.140	221	221
WP_036096974.1	lcl|NZ_JQPM01000019.1_cds_WP_001069834.1_640	28.440	109	221
WP_036096974.1	lcl|NZ_JQPM01000032.1_cds_WP_001079442.1_974	23.077	78	221
WP_003009428.1	lcl|NZ_JQPM01000012.1_cds_WP_045191774.1_375	30.488	328	664
WP_003009428.1	lcl|NZ_JQPM01000092.1_cds_WP_061245405.1_2230	27.536	207	664
WP_003009848.1	lcl|NZ_JQPM01000100.1_cds_WP_002106330.1_2416	25.310	403	393
WP_003009848.1	lcl|NZ_JQPM01000019.1_cds_WP_000347682.1_641	28.571	210	393
WP_003009848.1	lcl|NZ_JQPM01000051.1_cds_WP_000402846.1_1456	22.363	237	393
WP_003009848.1	lcl|NZ_JQPM01000100.1_cds_WP_001283954.1_2391	29.286	140	393
WP_003009848.1	lcl|NZ_JQPM01000032.1_cds_WP_001079442.1_974	25.414	181	393
WP_003009953.1	lcl|NZ_JQPM01000100.1_cds_WP_002106385.1_2417	82.286	175	177
WP_003009953.1	lcl|NZ_JQPM01000112.1_cds_WP_001206947.1_2629	28.169	142	177
WP_003009592.1	lcl|NZ_JQPM01000100.1_cds_WP_002106330.1_2416	90.476	399	407
WP_003009592.1	lcl|NZ_JQPM01000019.1_cds_WP_000347682.1_641	29.496	139	407
WP_003009592.1	lcl|NZ_JQPM01000032.1_cds_WP_001079442.1_974	25.309	162	407
WP_036096972.1	lcl|NZ_JQPM01000047.1_cds_WP_000043153.1_1266	27.530	247	241
