WP_003009553.1	lcl|NZ_AHQJ01000496.1_cds_WP_004753574.1_377	89.247	93	106
WP_003009527.1	lcl|NZ_AHQJ01000496.1_cds_WP_004761722.1_376	91.401	314	321
WP_003009527.1	lcl|NZ_AHQJ01000496.1_cds_WP_004755430.1_373	27.239	268	321
WP_003009527.1	lcl|NZ_AHQJ01000038.1_cds_WP_004753565.1_3301	22.154	325	321
WP_003009527.1	lcl|NZ_AHQJ01000281.1_cds_WP_016752924.1_1285	22.064	281	321
WP_003009527.1	lcl|NZ_AHQJ01000496.1_cds_WP_016753423.1_370	25.993	277	321
WP_003009527.1	lcl|NZ_AHQJ01000285.1_cds_WP_004751543.1_1262	22.259	301	321
WP_003009854.1	lcl|NZ_AHQJ01000496.1_cds_WP_004777161.1_375	85.753	365	365
WP_003009869.1	lcl|NZ_AHQJ01000496.1_cds_WP_004766667.1_374	91.892	185	185
WP_003009869.1	lcl|NZ_AHQJ01000065.1_cds_WP_004752075.1_3068	39.286	140	185
WP_003009535.1	lcl|NZ_AHQJ01000496.1_cds_WP_004755430.1_373	90.881	329	329
WP_003009535.1	lcl|NZ_AHQJ01000038.1_cds_WP_004753565.1_3301	31.962	316	329
WP_003009535.1	lcl|NZ_AHQJ01000281.1_cds_WP_016752924.1_1285	30.564	337	329
WP_003009535.1	lcl|NZ_AHQJ01000285.1_cds_WP_004751543.1_1262	33.010	309	329
WP_003009535.1	lcl|NZ_AHQJ01000260.1_cds_WP_016752814.1_1527	31.498	327	329
WP_003009535.1	lcl|NZ_AHQJ01000285.1_cds_WP_004751412.1_1252	29.607	331	329
WP_003009535.1	lcl|NZ_AHQJ01000140.1_cds_WP_016752254.1_2753	28.070	342	329
WP_003009535.1	lcl|NZ_AHQJ01000496.1_cds_WP_016753423.1_370	28.758	306	329
WP_003009535.1	lcl|NZ_AHQJ01000496.1_cds_WP_004761722.1_376	25.472	318	329
WP_003009535.1	lcl|NZ_AHQJ01000092.1_cds_WP_002733698.1_2951	27.174	276	329
WP_003009535.1	lcl|NZ_AHQJ01000489.1_cds_WP_004755140.1_454	27.459	244	329
WP_003009535.1	lcl|NZ_AHQJ01000039.1_cds_WP_004751780.1_3291	28.148	270	329
WP_003009535.1	lcl|NZ_AHQJ01000241.1_cds_WP_004750263.1_1729	25.000	268	329
WP_003009535.1	lcl|NZ_AHQJ01000288.1_cds_WP_004755281.1_1230	27.984	243	329
WP_003009535.1	lcl|NZ_AHQJ01000136.1_cds_WP_004777131.1_2815	24.419	172	329
WP_003009795.1	lcl|NZ_AHQJ01000496.1_cds_WP_004758405.1_372	81.648	267	267
WP_003009795.1	lcl|NZ_AHQJ01000281.1_cds_WP_016752925.1_1286	26.455	189	267
WP_003009795.1	lcl|NZ_AHQJ01000248.1_cds_WP_016752758.1_1654	29.016	193	267
WP_003009795.1	lcl|NZ_AHQJ01000010.1_cds_WP_016751817.1_3592	33.735	83	267
