WP_003009553.1	lcl|NZ_JADDXC010000022.1_cds_WP_002725873.1_1045	92.473	93	106
WP_003009527.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669917.1_1046	91.401	314	321
WP_003009527.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	20.652	276	321
WP_003009527.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	22.154	325	321
WP_003009527.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669957.1_2451	21.790	257	321
WP_003009527.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	23.939	330	321
WP_003009527.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	22.776	281	321
WP_003009527.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	25.000	104	321
WP_003009869.1	lcl|NZ_JADDXC010000001.1_cds_WP_002750963.1_860	34.932	146	185
WP_003009869.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669938.1_1077	33.898	177	185
WP_003009535.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	32.087	321	329
WP_003009535.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	31.329	316	329
WP_003009535.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	29.940	334	329
WP_003009535.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	30.769	312	329
WP_003009535.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669957.1_2451	29.180	305	329
WP_003009535.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	27.711	332	329
WP_003009535.1	lcl|NZ_JADDXC010000021.1_cds_WP_011671143.1_999	30.449	312	329
WP_003009535.1	lcl|NZ_JADDXC010000038.1_cds_WP_002754065.1_1718	28.399	331	329
WP_003009535.1	lcl|NZ_JADDXC010000002.1_cds_WP_011671074.1_1413	25.806	341	329
WP_003009535.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669917.1_1046	25.397	315	329
WP_003009535.1	lcl|NZ_JADDXC010000011.1_cds_WP_017859386.1_217	27.737	274	329
WP_003009535.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669959.1_2449	24.818	274	329
WP_003009535.1	lcl|NZ_JADDXC010000055.1_cds_WP_011669202.1_2405	23.636	330	329
WP_003009795.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669956.1_2452	27.391	230	267
WP_003009795.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669974.1_2496	26.984	189	267
WP_003009795.1	lcl|NZ_JADDXC010000035.1_cds_WP_011670832.1_1618	35.955	89	267
WP_003009795.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670812.1_3298	23.420	269	267
WP_003009795.1	lcl|NZ_JADDXC010000085.1_cds_WP_002766579.1_3157	25.269	186	267
WP_003009515.1	lcl|NZ_JADDXC010000017.1_cds_WP_011670269.1_630	27.273	297	509
WP_003009515.1	lcl|NZ_JADDXC010000017.1_cds_WP_002751286.1_631	28.302	106	509
WP_003009515.1	lcl|NZ_JADDXC010000017.1_cds_WP_011670269.1_630	27.273	297	509
WP_003009515.1	lcl|NZ_JADDXC010000017.1_cds_WP_002751286.1_631	28.302	106	509
WP_003009505.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	27.174	276	330
WP_003009505.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	23.723	274	330
WP_003009505.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	27.957	279	330
WP_003009505.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	25.316	316	330
WP_003009505.1	lcl|NZ_JADDXC010000021.1_cds_WP_011671143.1_999	26.875	320	330
WP_003009505.1	lcl|NZ_JADDXC010000002.1_cds_WP_011671074.1_1413	25.339	221	330
WP_003009505.1	lcl|NZ_JADDXC010000055.1_cds_WP_011669202.1_2405	25.410	244	330
WP_003009505.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	25.153	163	330
WP_003009505.1	lcl|NZ_JADDXC010000018.1_cds_WP_011671364.1_719	26.562	128	330
WP_003009505.1	lcl|NZ_JADDXC010000038.1_cds_WP_002754065.1_1718	30.464	151	330
WP_003009505.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669917.1_1046	22.256	328	330
WP_003009505.1	lcl|NZ_JADDXC010000011.1_cds_WP_017859386.1_217	27.200	125	330
WP_003009317.1	lcl|NZ_JADDXC010000088.1_cds_WP_011669455.1_3193	41.564	243	265
WP_003009459.1	lcl|NZ_JADDXC010000077.1_cds_WP_011670400.1_2993	38.614	303	310
WP_003009459.1	lcl|NZ_JADDXC010000045.1_cds_WP_011669757.1_2046	29.078	282	310
WP_003009459.1	lcl|NZ_JADDXC010000001.1_cds_WP_011670034.1_809	28.571	133	310
WP_003009459.1	lcl|NZ_JADDXC010000077.1_cds_WP_011670400.1_2993	38.614	303	310
WP_003009459.1	lcl|NZ_JADDXC010000045.1_cds_WP_011669757.1_2046	29.078	282	310
