WP_003009553.1	lcl|NZ_RQGW01000009.1_cds_WP_035983633.1_2241	61.628	86	106
WP_003009527.1	lcl|NZ_RQGW01000009.1_cds_WP_100716953.1_2238	82.258	310	321
WP_003009527.1	lcl|NZ_RQGW01000010.1_cds_WP_135656045.1_1436	26.708	322	321
WP_003009527.1	lcl|NZ_RQGW01000010.1_cds_WP_100718697.1_1465	23.438	320	321
WP_003009527.1	lcl|NZ_RQGW01000009.1_cds_WP_135655903.1_2239	21.176	255	321
WP_003009527.1	lcl|NZ_RQGW01000008.1_cds_WP_004788049.1_3259	20.833	336	321
WP_003009527.1	lcl|NZ_RQGW01000003.1_cds_WP_100719192.1_857	22.118	321	321
WP_003009527.1	lcl|NZ_RQGW01000008.1_cds_WP_207763527.1_3270	20.690	203	321
WP_003009869.1	lcl|NZ_RQGW01000009.1_cds_WP_004788859.1_1830	33.594	128	185
WP_003009535.1	lcl|NZ_RQGW01000010.1_cds_WP_100718697.1_1465	30.573	314	329
WP_003009535.1	lcl|NZ_RQGW01000009.1_cds_WP_135655903.1_2239	28.614	339	329
WP_003009535.1	lcl|NZ_RQGW01000003.1_cds_WP_100719192.1_857	31.111	315	329
WP_003009535.1	lcl|NZ_RQGW01000008.1_cds_WP_004788049.1_3259	29.118	340	329
WP_003009535.1	lcl|NZ_RQGW01000010.1_cds_WP_135656045.1_1436	27.157	313	329
WP_003009535.1	lcl|NZ_RQGW01000010.1_cds_WP_004787140.1_1045	24.845	322	329
WP_003009535.1	lcl|NZ_RQGW01000010.1_cds_WP_135655989.1_1115	30.000	250	329
WP_003009535.1	lcl|NZ_RQGW01000009.1_cds_WP_100716953.1_2238	25.786	318	329
WP_003009535.1	lcl|NZ_RQGW01000010.1_cds_WP_100720170.1_1794	25.097	259	329
WP_003009535.1	lcl|NZ_RQGW01000009.1_cds_WP_135655890.1_2186	26.038	265	329
WP_003009535.1	lcl|NZ_RQGW01000010.1_cds_WP_135656060.1_1518	27.711	249	329
WP_003009535.1	lcl|NZ_RQGW01000008.1_cds_WP_207763527.1_3270	25.524	286	329
WP_003009535.1	lcl|NZ_RQGW01000010.1_cds_WP_135655982.1_1107	27.500	160	329
WP_003009795.1	lcl|NZ_RQGW01000009.1_cds_WP_020777677.1_2125	25.194	258	267
WP_003009795.1	lcl|NZ_RQGW01000003.1_cds_WP_135655365.1_966	27.473	182	267
WP_003009795.1	lcl|NZ_RQGW01000008.1_cds_WP_100735693.1_3258	24.873	197	267
WP_003009515.1	lcl|NZ_RQGW01000009.1_cds_WP_100734512.1_1852	24.405	336	509
WP_003009515.1	lcl|NZ_RQGW01000009.1_cds_WP_135610134.1_1853	28.070	114	509
WP_003009515.1	lcl|NZ_RQGW01000009.1_cds_WP_100734512.1_1852	24.405	336	509
WP_003009515.1	lcl|NZ_RQGW01000009.1_cds_WP_135610134.1_1853	28.070	114	509
WP_003009505.1	lcl|NZ_RQGW01000010.1_cds_WP_135655989.1_1115	30.043	233	330
WP_003009505.1	lcl|NZ_RQGW01000003.1_cds_WP_100719192.1_857	25.177	282	330
WP_003009505.1	lcl|NZ_RQGW01000010.1_cds_WP_100718697.1_1465	29.818	275	330
WP_003009505.1	lcl|NZ_RQGW01000010.1_cds_WP_135656045.1_1436	24.096	332	330
WP_003009505.1	lcl|NZ_RQGW01000010.1_cds_WP_135655982.1_1107	25.681	257	330
WP_003009505.1	lcl|NZ_RQGW01000009.1_cds_WP_135655903.1_2239	24.906	265	330
WP_003009505.1	lcl|NZ_RQGW01000009.1_cds_WP_135655902.1_2237	29.457	129	330
WP_003009505.1	lcl|NZ_RQGW01000010.1_cds_WP_135656060.1_1518	26.570	207	330
WP_003009505.1	lcl|NZ_RQGW01000008.1_cds_WP_004788049.1_3259	23.826	298	330
WP_003009505.1	lcl|NZ_RQGW01000010.1_cds_WP_100720170.1_1794	24.123	228	330
WP_003009505.1	lcl|NZ_RQGW01000010.1_cds_WP_004787140.1_1045	27.815	151	330
WP_003009317.1	lcl|NZ_RQGW01000003.1_cds_WP_100718239.1_582	38.672	256	265
WP_003009317.1	lcl|NZ_RQGW01000001.1_cds_WP_100719293.1_3384	25.882	170	265
WP_003009459.1	lcl|NZ_RQGW01000010.1_cds_WP_135656120.1_1698	36.213	301	310
WP_003009459.1	lcl|NZ_RQGW01000001.1_cds_WP_100719293.1_3384	29.642	307	310
WP_003009459.1	lcl|NZ_RQGW01000005.1_cds_WP_100721131.1_2671	24.046	262	310
WP_003009459.1	lcl|NZ_RQGW01000010.1_cds_WP_135656120.1_1698	36.213	301	310
WP_003009459.1	lcl|NZ_RQGW01000001.1_cds_WP_100719293.1_3384	29.642	307	310
WP_003009459.1	lcl|NZ_RQGW01000005.1_cds_WP_100721131.1_2671	24.046	262	310
WP_003009905.1	lcl|NZ_RQGW01000001.1_cds_WP_004786001.1_3360	43.548	62	145
WP_036096974.1	lcl|NZ_RQGW01000005.1_cds_WP_135655480.1_2646	32.000	100	221
WP_036096974.1	lcl|NZ_RQGW01000008.1_cds_WP_135655733.1_3063	28.846	104	221
WP_036096974.1	lcl|NZ_RQGW01000003.1_cds_WP_100721441.1_638	28.205	78	221
WP_003009428.1	lcl|NZ_RQGW01000009.1_cds_WP_135655905.1_2242	29.907	535	664
WP_003009428.1	lcl|NZ_RQGW01000003.1_cds_WP_100720365.1_750	36.905	168	664
WP_003009428.1	lcl|NZ_RQGW01000009.1_cds_WP_135655892.1_2189	29.947	187	664
WP_003009848.1	lcl|NZ_RQGW01000005.1_cds_WP_100721578.1_2365	26.180	233	393
WP_003009848.1	lcl|NZ_RQGW01000003.1_cds_WP_100721441.1_638	22.088	249	393
WP_003009848.1	lcl|NZ_RQGW01000009.1_cds_WP_100719781.1_2334	26.667	150	393
WP_003009953.1	lcl|NZ_RQGW01000010.1_cds_WP_100720970.1_1243	31.538	130	177
WP_036096972.1	lcl|NZ_RQGW01000005.1_cds_WP_135655482.1_2652	23.828	256	241
WP_036096972.1	lcl|NZ_RQGW01000010.1_cds_WP_004786786.1_1168	27.891	147	241
WP_036096972.1	lcl|NZ_RQGW01000001.1_cds_WP_004787563.1_3366	23.457	243	241
WP_036096972.1	lcl|NZ_RQGW01000009.1_cds_WP_135655878.1_2105	21.790	257	241
WP_036096972.1	lcl|NZ_RQGW01000001.1_cds_WP_100721449.1_3426	22.672	247	241
WP_036096972.1	lcl|NZ_RQGW01000008.1_cds_WP_004788221.1_3074	25.103	243	241
WP_036096972.1	lcl|NZ_RQGW01000010.1_cds_WP_100735943.1_1201	29.703	101	241
WP_036096972.1	lcl|NZ_RQGW01000010.1_cds_WP_100735289.1_1093	24.096	249	241
WP_003009503.1	lcl|NZ_RQGW01000003.1_cds_WP_035982890.1_374	33.952	377	598
