WP_003009553.1	lcl|NZ_JADDXG010000046.1_cds_WP_000340715.1_2707	91.398	93	106
WP_003009527.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	90.764	314	321
WP_003009527.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	26.866	268	321
WP_003009527.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	22.769	325	321
WP_003009527.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	23.239	284	321
WP_003009527.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	25.382	327	321
WP_003009527.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	23.923	209	321
WP_003009854.1	lcl|NZ_JADDXG010000046.1_cds_WP_000604525.1_2709	83.836	365	365
WP_003009869.1	lcl|NZ_JADDXG010000046.1_cds_WP_000884059.1_2710	91.892	185	185
WP_003009869.1	lcl|NZ_JADDXG010000001.1_cds_WP_000351733.1_978	38.571	140	185
WP_003009535.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	92.097	329	329
WP_003009535.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	32.595	316	329
WP_003009535.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	30.746	335	329
WP_003009535.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	31.922	307	329
WP_003009535.1	lcl|NZ_JADDXG010000003.1_cds_WP_000649924.1_2446	30.341	323	329
WP_003009535.1	lcl|NZ_JADDXG010000014.1_cds_WP_000709508.1_420	28.701	331	329
WP_003009535.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	28.105	306	329
WP_003009535.1	lcl|NZ_JADDXG010000014.1_cds_WP_000688696.1_390	27.811	338	329
WP_003009535.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	25.786	318	329
WP_003009535.1	lcl|NZ_JADDXG010000024.1_cds_WP_000475901.1_1359	27.899	276	329
WP_003009535.1	lcl|NZ_JADDXG010000005.1_cds_WP_001074779.1_3259	27.273	275	329
WP_003009535.1	lcl|NZ_JADDXG010000006.1_cds_WP_001003560.1_3500	25.740	338	329
WP_003009535.1	lcl|NZ_JADDXG010000024.1_cds_WP_000378097.1_1325	25.581	172	329
WP_003009795.1	lcl|NZ_JADDXG010000046.1_cds_WP_000774259.1_2712	81.648	267	267
WP_003009795.1	lcl|NZ_JADDXG010000064.1_cds_WP_000842260.1_3384	26.316	190	267
WP_003009795.1	lcl|NZ_JADDXG010000014.1_cds_WP_155572209.1_369	27.072	181	267
WP_003009795.1	lcl|NZ_JADDXG010000018.1_cds_WP_000805357.1_691	33.735	83	267
WP_003009515.1	lcl|NZ_JADDXG010000046.1_cds_WP_002072162.1_2713	87.598	508	509
WP_003009515.1	lcl|NZ_JADDXG010000005.1_cds_WP_000291581.1_3187	26.032	315	509
WP_003009515.1	lcl|NZ_JADDXG010000005.1_cds_WP_000364504.1_3188	29.474	95	509
WP_003009515.1	lcl|NZ_JADDXG010000046.1_cds_WP_002072162.1_2713	87.598	508	509
WP_003009515.1	lcl|NZ_JADDXG010000005.1_cds_WP_000291581.1_3187	26.032	315	509
WP_003009515.1	lcl|NZ_JADDXG010000005.1_cds_WP_000364504.1_3188	29.474	95	509
WP_003009505.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	92.121	330	330
WP_003009505.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	26.277	274	330
WP_003009505.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	29.020	255	330
WP_003009505.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	27.215	316	330
WP_003009505.1	lcl|NZ_JADDXG010000006.1_cds_WP_001003560.1_3500	29.960	247	330
WP_003009505.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	22.892	332	330
WP_003009505.1	lcl|NZ_JADDXG010000014.1_cds_WP_000688696.1_390	25.339	221	330
WP_003009505.1	lcl|NZ_JADDXG010000003.1_cds_WP_000649924.1_2446	28.295	258	330
WP_003009505.1	lcl|NZ_JADDXG010000005.1_cds_WP_001074779.1_3259	28.436	211	330
WP_003009505.1	lcl|NZ_JADDXG010000014.1_cds_WP_000709508.1_420	30.464	151	330
WP_003009505.1	lcl|NZ_JADDXG010000033.1_cds_WP_000862751.1_2072	34.783	69	330
WP_003009505.1	lcl|NZ_JADDXG010000002.1_cds_WP_000457972.1_1817	25.000	128	330
WP_003009804.1	lcl|NZ_JADDXG010000046.1_cds_WP_000689740.1_2717	37.132	544	538
WP_003009804.1	lcl|NZ_JADDXG010000046.1_cds_WP_000689740.1_2717	37.132	544	538
WP_003009317.1	lcl|NZ_JADDXG010000046.1_cds_WP_000342716.1_2718	67.170	265	265
WP_003009317.1	lcl|NZ_JADDXG010000062.1_cds_WP_001002662.1_3365	41.152	243	265
WP_003009317.1	lcl|NZ_JADDXG010000017.1_cds_WP_001183721.1_596	27.746	173	265
WP_003009459.1	lcl|NZ_JADDXG010000046.1_cds_WP_001246619.1_2719	86.129	310	310
WP_003009459.1	lcl|NZ_JADDXG010000034.1_cds_WP_000501205.1_2085	36.634	303	310
WP_003009459.1	lcl|NZ_JADDXG010000017.1_cds_WP_001183721.1_596	28.114	281	310
WP_003009459.1	lcl|NZ_JADDXG010000001.1_cds_WP_000279896.1_901	27.068	133	310
WP_003009459.1	lcl|NZ_JADDXG010000046.1_cds_WP_001246619.1_2719	86.129	310	310
WP_003009459.1	lcl|NZ_JADDXG010000034.1_cds_WP_000501205.1_2085	36.634	303	310
WP_003009459.1	lcl|NZ_JADDXG010000017.1_cds_WP_001183721.1_596	28.114	281	310
WP_003009459.1	lcl|NZ_JADDXG010000001.1_cds_WP_000279896.1_901	27.068	133	310
WP_003009745.1	lcl|NZ_JADDXG010000046.1_cds_WP_000479980.1_2720	90.152	264	264
WP_036096976.1	lcl|NZ_JADDXG010000046.1_cds_WP_000715958.1_2721	83.721	129	130
WP_003009905.1	lcl|NZ_JADDXG010000046.1_cds_WP_001088861.1_2722	81.250	144	145
