WP_003009553.1	lcl|NZ_JQQG01000022.1_cds_WP_000340715.1_781	91.398	93	106
WP_003009527.1	lcl|NZ_JQQG01000022.1_cds_WP_000712241.1_780	90.764	314	321
WP_003009527.1	lcl|NZ_JQQG01000022.1_cds_WP_061269574.1_777	27.612	268	321
WP_003009527.1	lcl|NZ_JQQG01000015.1_cds_WP_000744700.1_498	22.769	325	321
WP_003009527.1	lcl|NZ_JQQG01000022.1_cds_WP_000723090.1_711	22.887	284	321
WP_003009527.1	lcl|NZ_JQQG01000022.1_cds_WP_001067557.1_774	25.382	327	321
WP_003009854.1	lcl|NZ_JQQG01000022.1_cds_WP_000604524.1_779	84.384	365	365
WP_003009869.1	lcl|NZ_JQQG01000022.1_cds_WP_000884059.1_778	91.892	185	185
WP_003009869.1	lcl|NZ_JQQG01000081.1_cds_WP_000351733.1_2363	38.571	140	185
WP_003009535.1	lcl|NZ_JQQG01000022.1_cds_WP_061269574.1_777	91.793	329	329
WP_003009535.1	lcl|NZ_JQQG01000015.1_cds_WP_000744700.1_498	32.595	316	329
WP_003009535.1	lcl|NZ_JQQG01000022.1_cds_WP_000723090.1_711	30.448	335	329
WP_003009535.1	lcl|NZ_JQQG01000037.1_cds_WP_001984071.1_1270	32.248	307	329
WP_003009535.1	lcl|NZ_JQQG01000099.1_cds_WP_000649925.1_2768	30.341	323	329
WP_003009535.1	lcl|NZ_JQQG01000096.1_cds_WP_000709511.1_2729	29.003	331	329
WP_003009535.1	lcl|NZ_JQQG01000022.1_cds_WP_001067557.1_774	28.105	306	329
WP_003009535.1	lcl|NZ_JQQG01000037.1_cds_WP_000688696.1_1249	27.811	338	329
WP_003009535.1	lcl|NZ_JQQG01000022.1_cds_WP_000712241.1_780	25.786	318	329
WP_003009535.1	lcl|NZ_JQQG01000022.1_cds_WP_000475904.1_728	27.899	276	329
WP_003009535.1	lcl|NZ_JQQG01000058.1_cds_WP_001074783.1_1933	27.758	281	329
WP_003009535.1	lcl|NZ_JQQG01000032.1_cds_WP_061269596.1_1060	25.602	332	329
WP_003009535.1	lcl|NZ_JQQG01000022.1_cds_WP_000378097.1_757	25.581	172	329
WP_003009795.1	lcl|NZ_JQQG01000022.1_cds_WP_000774260.1_776	82.022	267	267
WP_003009795.1	lcl|NZ_JQQG01000037.1_cds_WP_000667727.1_1226	28.866	194	267
WP_003009795.1	lcl|NZ_JQQG01000022.1_cds_WP_000842260.1_710	26.316	190	267
WP_003009795.1	lcl|NZ_JQQG01000130.1_cds_WP_000805357.1_3205	33.735	83	267
WP_003009515.1	lcl|NZ_JQQG01000022.1_cds_WP_000612794.1_775	87.402	508	509
WP_003009515.1	lcl|NZ_JQQG01000056.1_cds_WP_000291586.1_1862	26.032	315	509
WP_003009515.1	lcl|NZ_JQQG01000056.1_cds_WP_000364507.1_1861	26.316	114	509
