WP_003009553.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352101.1_2642	61.628	86	106
WP_003009527.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352100.1_2643	82.903	310	321
WP_003009527.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350398.1_629	26.168	321	321
WP_003009527.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350373.1_656	23.438	320	321
WP_003009527.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352082.1_2664	20.074	269	321
WP_003009527.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351842.1_2448	20.238	336	321
WP_003009527.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350875.1_86	23.810	315	321
WP_003009527.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351852.1_2437	23.009	226	321
WP_003009869.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351247.1_1645	34.483	116	185
WP_003009535.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350373.1_656	30.573	314	329
WP_003009535.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350875.1_86	30.128	312	329
WP_003009535.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351842.1_2448	28.824	340	329
WP_003009535.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350398.1_629	29.568	301	329
WP_003009535.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350726.1_253	25.982	331	329
WP_003009535.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352082.1_2664	27.826	230	329
WP_003009535.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352100.1_2643	26.019	319	329
WP_003009535.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350671.1_318	27.165	254	329
WP_003009535.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352071.1_2676	26.295	251	329
WP_003009535.1	lcl|NZ_JAMQPN010000012.1_cds_WP_265353373.1_1240	27.374	179	329
WP_003009535.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352040.1_2707	26.316	266	329
WP_003009535.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350327.1_710	29.240	171	329
WP_003009535.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350679.1_310	24.188	277	329
WP_003009535.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351852.1_2437	25.175	286	329
WP_003009535.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352209.1_2671	30.435	161	329
WP_003009795.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352074.1_2673	25.837	209	267
WP_003009795.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352008.1_2768	25.194	258	267
WP_003009795.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350644.1_346	36.296	135	267
WP_003009795.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350781.1_192	33.708	89	267
WP_003009795.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351841.1_2449	25.381	197	267
WP_003009515.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351228.1_1623	24.854	342	509
WP_003009515.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351227.1_1622	26.316	114	509
WP_003009515.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351228.1_1623	24.854	342	509
WP_003009515.1	lcl|NZ_JAMQPN010000002.1_cds_WP_265351227.1_1622	26.316	114	509
WP_003009505.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350671.1_318	29.924	264	330
WP_003009505.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350875.1_86	25.177	282	330
WP_003009505.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350373.1_656	28.727	275	330
WP_003009505.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350679.1_310	25.188	266	330
WP_003009505.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350398.1_629	24.471	331	330
WP_003009505.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350736.1_241	29.412	170	330
WP_003009505.1	lcl|NZ_JAMQPN010000004.1_cds_WP_265352082.1_2664	27.642	123	330
WP_003009505.1	lcl|NZ_JAMQPN010000001.1_cds_WP_265350327.1_710	26.316	209	330
WP_003009505.1	lcl|NZ_JAMQPN010000003.1_cds_WP_265351842.1_2448	23.490	298	330
WP_003009505.1	lcl|NZ_JAMQPN010000012.1_cds_WP_265353373.1_1240	27.778	180	330
