WP_003009553.1	lcl|NZ_JADDUR010000005.1_cds_WP_002725873.1_2696	92.473	93	106
WP_003009527.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733579.1_2697	92.038	314	321
WP_003009527.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733534.1_2700	26.493	268	321
WP_003009527.1	lcl|NZ_JADDUR010000018.1_cds_WP_002722638.1_675	22.462	325	321
WP_003009527.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740024.1_2791	22.776	281	321
WP_003009527.1	lcl|NZ_JADDUR010000006.1_cds_WP_002728309.1_2940	24.116	311	321
WP_003009527.1	lcl|NZ_JADDUR010000013.1_cds_WP_002743770.1_315	25.000	104	321
WP_003009527.1	lcl|NZ_JADDUR010000005.1_cds_WP_016749081.1_2729	27.350	117	321
WP_003009527.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740721.1_2703	25.076	327	321
WP_003009854.1	lcl|NZ_JADDUR010000005.1_cds_WP_026054882.1_2698	82.192	365	365
WP_003009869.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733646.1_2699	90.270	185	185
WP_003009869.1	lcl|NZ_JADDUR010000004.1_cds_WP_002721790.1_2358	36.429	140	185
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733534.1_2700	90.578	329	329
WP_003009535.1	lcl|NZ_JADDUR010000018.1_cds_WP_002722638.1_675	30.696	316	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740024.1_2791	29.762	336	329
WP_003009535.1	lcl|NZ_JADDUR010000006.1_cds_WP_002728309.1_2940	30.449	312	329
WP_003009535.1	lcl|NZ_JADDUR010000013.1_cds_WP_002743770.1_315	27.711	332	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733638.1_2737	29.462	353	329
WP_003009535.1	lcl|NZ_JADDUR010000075.1_cds_WP_002741146.1_3091	30.128	312	329
WP_003009535.1	lcl|NZ_JADDUR010000006.1_cds_WP_002728316.1_2943	28.399	331	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733546.1_2766	24.254	268	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740721.1_2703	28.431	306	329
WP_003009535.1	lcl|NZ_JADDUR010000007.1_cds_WP_002732331.1_3199	26.393	341	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733579.1_2697	25.079	315	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_016749081.1_2729	24.224	322	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002744551.1_2731	28.889	270	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733698.1_2774	27.174	276	329
WP_003009535.1	lcl|NZ_JADDUR010000059.1_cds_WP_002740236.1_2675	27.737	274	329
WP_003009535.1	lcl|NZ_JADDUR010000001.1_cds_WP_002721725.1_833	24.242	330	329
WP_003009535.1	lcl|NZ_JADDUR010000001.1_cds_WP_002739935.1_921	27.869	244	329
WP_003009535.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733757.1_2764	30.994	171	329
WP_003009795.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733627.1_2701	80.899	267	267
WP_003009795.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740926.1_2742	26.068	234	267
WP_003009795.1	lcl|NZ_JADDUR010000005.1_cds_WP_002738295.1_2763	25.714	245	267
WP_003009795.1	lcl|NZ_JADDUR010000005.1_cds_WP_002727921.1_2792	26.455	189	267
WP_003009795.1	lcl|NZ_JADDUR010000050.1_cds_WP_002729040.1_2492	35.955	89	267
WP_003009795.1	lcl|NZ_JADDUR010000003.1_cds_WP_002766579.1_2042	25.269	186	267
WP_003009795.1	lcl|NZ_JADDUR010000013.1_cds_WP_002729513.1_314	23.420	269	267
WP_003009515.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740779.1_2702	87.795	508	509
WP_003009515.1	lcl|NZ_JADDUR010000010.1_cds_WP_002728536.1_39	27.273	297	509
WP_003009515.1	lcl|NZ_JADDUR010000010.1_cds_WP_002728534.1_40	28.302	106	509
WP_003009515.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740779.1_2702	87.795	508	509
WP_003009515.1	lcl|NZ_JADDUR010000010.1_cds_WP_002728536.1_39	27.273	297	509
WP_003009515.1	lcl|NZ_JADDUR010000010.1_cds_WP_002728534.1_40	28.302	106	509
WP_003009505.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740721.1_2703	91.768	328	330
WP_003009505.1	lcl|NZ_JADDUR010000006.1_cds_WP_002728309.1_2940	26.812	276	330
WP_003009505.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733534.1_2700	28.197	305	330
WP_003009505.1	lcl|NZ_JADDUR010000005.1_cds_WP_016749081.1_2729	29.864	221	330
WP_003009505.1	lcl|NZ_JADDUR010000018.1_cds_WP_002722638.1_675	27.575	301	330
WP_003009505.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740024.1_2791	25.316	316	330
WP_003009505.1	lcl|NZ_JADDUR010000007.1_cds_WP_002732331.1_3199	25.792	221	330
WP_003009505.1	lcl|NZ_JADDUR010000075.1_cds_WP_002741146.1_3091	28.146	302	330
WP_003009505.1	lcl|NZ_JADDUR010000001.1_cds_WP_002721725.1_833	24.380	242	330
WP_003009505.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733638.1_2737	24.306	288	330
WP_003009505.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733546.1_2766	26.977	215	330
WP_003009505.1	lcl|NZ_JADDUR010000013.1_cds_WP_002743770.1_315	24.540	163	330
WP_003009505.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733579.1_2697	23.077	325	330
WP_003009505.1	lcl|NZ_JADDUR010000036.1_cds_WP_002739707.1_1825	26.562	128	330
WP_003009505.1	lcl|NZ_JADDUR010000006.1_cds_WP_002728316.1_2943	30.464	151	330
WP_003009505.1	lcl|NZ_JADDUR010000059.1_cds_WP_002740236.1_2675	25.311	241	330
WP_003009505.1	lcl|NZ_JADDUR010000001.1_cds_WP_002739935.1_921	25.676	296	330
WP_003009804.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740729.1_2706	37.774	548	538
WP_003009804.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740729.1_2706	37.774	548	538
WP_003009317.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740998.1_2707	67.170	265	265
WP_003009317.1	lcl|NZ_JADDUR010000003.1_cds_WP_002742191.1_2073	41.564	243	265
WP_003009459.1	lcl|NZ_JADDUR010000005.1_cds_WP_032853071.1_2708	86.452	310	310
WP_003009459.1	lcl|NZ_JADDUR010000033.1_cds_WP_002741402.1_1746	38.284	303	310
WP_003009459.1	lcl|NZ_JADDUR010000020.1_cds_WP_002727287.1_985	29.787	282	310
WP_003009459.1	lcl|NZ_JADDUR010000004.1_cds_WP_002727177.1_2411	28.571	133	310
WP_003009459.1	lcl|NZ_JADDUR010000005.1_cds_WP_032853071.1_2708	86.452	310	310
WP_003009459.1	lcl|NZ_JADDUR010000033.1_cds_WP_002741402.1_1746	38.284	303	310
WP_003009459.1	lcl|NZ_JADDUR010000020.1_cds_WP_002727287.1_985	29.787	282	310
WP_003009459.1	lcl|NZ_JADDUR010000004.1_cds_WP_002727177.1_2411	28.571	133	310
WP_003009745.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740848.1_2709	89.773	264	264
WP_036096976.1	lcl|NZ_JADDUR010000005.1_cds_WP_032853450.1_2710	81.538	130	130
WP_003009905.1	lcl|NZ_JADDUR010000005.1_cds_WP_004777167.1_2711	80.556	144	145
WP_003009905.1	lcl|NZ_JADDUR010000006.1_cds_WP_002738870.1_2951	28.947	76	145
WP_003009905.1	lcl|NZ_JADDUR010000003.1_cds_WP_002734015.1_2059	42.222	45	145
WP_003009905.1	lcl|NZ_JADDUR010000020.1_cds_WP_026054147.1_994	41.071	56	145
WP_036096974.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740917.1_2712	90.498	221	221
WP_036096974.1	lcl|NZ_JADDUR010000037.1_cds_WP_002727076.1_1856	28.037	107	221
WP_036096974.1	lcl|NZ_JADDUR010000018.1_cds_WP_011671435.1_704	23.077	78	221
WP_003009428.1	lcl|NZ_JADDUR010000054.1_cds_IP946_RS15260_2595	37.342	158	664
WP_003009428.1	lcl|NZ_JADDUR010000024.1_cds_WP_002722057.1_1176	25.758	264	664
WP_003009848.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740977.1_2724	24.377	361	393
WP_003009848.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740041.1_2748	24.498	249	393
WP_003009848.1	lcl|NZ_JADDUR010000067.1_cds_WP_016749152.1_2901	23.144	229	393
WP_003009848.1	lcl|NZ_JADDUR010000037.1_cds_WP_002740458.1_1855	25.980	204	393
WP_003009848.1	lcl|NZ_JADDUR010000005.1_cds_WP_230456811.1_2715	26.974	152	393
WP_003009848.1	lcl|NZ_JADDUR010000005.1_cds_IP946_RS03465_2756	27.778	90	393
WP_003009953.1	lcl|NZ_JADDUR010000018.1_cds_WP_002727846.1_710	29.577	142	177
WP_003009592.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740977.1_2724	34.314	408	407
WP_003009592.1	lcl|NZ_JADDUR010000067.1_cds_WP_016749152.1_2901	25.000	220	407
WP_003009592.1	lcl|NZ_JADDUR010000037.1_cds_WP_002740458.1_1855	25.180	139	407
WP_036096972.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733582.1_2760	28.017	232	241
WP_036096972.1	lcl|NZ_JADDUR010000006.1_cds_WP_002735533.1_2975	28.571	252	241
WP_036096972.1	lcl|NZ_JADDUR010000001.1_cds_WP_002739054.1_768	26.180	233	241
WP_036096972.1	lcl|NZ_JADDUR010000020.1_cds_WP_002728745.1_991	25.000	260	241
WP_036096972.1	lcl|NZ_JADDUR010000008.1_cds_WP_002722691.1_3287	24.803	254	241
WP_036096972.1	lcl|NZ_JADDUR010000051.1_cds_WP_002722237.1_2525	25.874	143	241
WP_036096972.1	lcl|NZ_JADDUR010000028.1_cds_WP_002727447.1_1364	23.000	200	241
WP_036096972.1	lcl|NZ_JADDUR010000047.1_cds_WP_002739544.1_2285	19.905	211	241
WP_036096970.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740695.1_2720	73.641	368	371
WP_230458349.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740804.1_2721	70.560	411	418
WP_003009503.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740724.1_2722	78.646	576	598
WP_003009503.1	lcl|NZ_JADDUR010000005.1_cds_IP946_RS03350_2733	47.505	461	598
WP_003009503.1	lcl|NZ_JADDUR010000005.1_cds_IP946_RS03350_2733	32.759	116	598
WP_003009503.1	lcl|NZ_JADDUR010000066.1_cds_WP_002742222.1_2891	34.375	384	598
WP_003009503.1	lcl|NZ_JADDUR010000002.1_cds_WP_002723347.1_1601	44.828	232	598
WP_003009503.1	lcl|NZ_JADDUR010000029.1_cds_WP_002741286.1_1438	44.635	233	598
WP_003009503.1	lcl|NZ_JADDUR010000001.1_cds_WP_002730493.1_864	30.769	234	598
WP_003009503.1	lcl|NZ_JADDUR010000008.1_cds_WP_002739451.1_3245	32.189	233	598
WP_003009503.1	lcl|NZ_JADDUR010000010.1_cds_WP_032854486.1_29	32.189	233	598
WP_003009503.1	lcl|NZ_JADDUR010000003.1_cds_WP_002734207.1_2000	31.602	231	598
WP_003009503.1	lcl|NZ_JADDUR010000009.1_cds_WP_002726143.1_3360	31.364	220	598
WP_003009503.1	lcl|NZ_JADDUR010000008.1_cds_WP_002725984.1_3277	28.636	220	598
WP_003009503.1	lcl|NZ_JADDUR010000004.1_cds_WP_002721914.1_2390	28.017	232	598
WP_003009503.1	lcl|NZ_JADDUR010000004.1_cds_WP_002721827.1_2357	27.642	246	598
WP_003009503.1	lcl|NZ_JADDUR010000010.1_cds_WP_002728388.1_45	27.053	207	598
WP_003009503.1	lcl|NZ_JADDUR010000027.1_cds_WP_002729296.1_1345	28.509	228	598
WP_003009503.1	lcl|NZ_JADDUR010000011.1_cds_WP_002752475.1_180	27.197	239	598
WP_003009503.1	lcl|NZ_JADDUR010000052.1_cds_WP_002738485.1_2540	30.732	205	598
WP_003009503.1	lcl|NZ_JADDUR010000001.1_cds_WP_002724285.1_882	26.009	223	598
WP_003009503.1	lcl|NZ_JADDUR010000001.1_cds_WP_002724740.1_903	27.897	233	598
WP_003009503.1	lcl|NZ_JADDUR010000013.1_cds_WP_002723659.1_355	24.664	223	598
WP_003009503.1	lcl|NZ_JADDUR010000011.1_cds_WP_002729758.1_171	29.545	220	598
WP_003009503.1	lcl|NZ_JADDUR010000011.1_cds_WP_002729133.1_188	26.761	213	598
WP_003009503.1	lcl|NZ_JADDUR010000048.1_cds_WP_002739367.1_2308	22.581	217	598
WP_003009503.1	lcl|NZ_JADDUR010000013.1_cds_WP_032853264.1_346	26.020	196	598
WP_003009503.1	lcl|NZ_JADDUR010000013.1_cds_WP_032853264.1_346	26.144	153	598
WP_003009503.1	lcl|NZ_JADDUR010000002.1_cds_WP_002735056.1_1516	26.866	201	598
