WP_003009553.1	lcl|NZ_AHQF01000076.1_cds_WP_000340713.1_3070	90.323	93	106
WP_003009527.1	lcl|NZ_AHQF01000076.1_cds_WP_000412665.1_3069	88.854	314	321
WP_003009527.1	lcl|NZ_AHQF01000076.1_cds_WP_000699347.1_3065	25.413	303	321
WP_003009527.1	lcl|NZ_AHQF01000163.1_cds_WP_000744700.1_1660	22.769	325	321
WP_003009527.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	21.377	276	321
WP_003009527.1	lcl|NZ_AHQF01000157.1_cds_WP_000723094.1_1777	23.239	284	321
WP_003009869.1	lcl|NZ_AHQF01000186.1_cds_WP_000351733.1_1254	38.571	140	185
WP_003009535.1	lcl|NZ_AHQF01000076.1_cds_WP_000699347.1_3065	30.725	345	329
WP_003009535.1	lcl|NZ_AHQF01000163.1_cds_WP_000744700.1_1660	32.595	316	329
WP_003009535.1	lcl|NZ_AHQF01000157.1_cds_WP_000723094.1_1777	30.746	335	329
WP_003009535.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	30.769	299	329
WP_003009535.1	lcl|NZ_AHQF01000108.1_cds_WP_001984071.1_2267	32.248	307	329
WP_003009535.1	lcl|NZ_AHQF01000081.1_cds_WP_000649923.1_2893	30.341	323	329
WP_003009535.1	lcl|NZ_AHQF01000319.1_cds_WP_000709511.1_35	29.003	331	329
WP_003009535.1	lcl|NZ_AHQF01000310.1_cds_WP_000688695.1_96	27.811	338	329
WP_003009535.1	lcl|NZ_AHQF01000076.1_cds_WP_000697617.1_3021	24.315	292	329
WP_003009535.1	lcl|NZ_AHQF01000076.1_cds_WP_000412665.1_3069	25.472	318	329
WP_003009535.1	lcl|NZ_AHQF01000076.1_cds_WP_000377753.1_3023	25.496	353	329
WP_003009535.1	lcl|NZ_AHQF01000175.1_cds_WP_001003558.1_1430	26.048	334	329
WP_003009535.1	lcl|NZ_AHQF01000104.1_cds_WP_001074783.1_2391	27.758	281	329
WP_003009795.1	lcl|NZ_AHQF01000076.1_cds_WP_000432841.1_3051	29.614	233	267
WP_003009795.1	lcl|NZ_AHQF01000083.1_cds_WP_000667727.1_2749	28.866	194	267
