WP_003009553.1	lcl|NZ_AHNG02000018.1_cds_WP_002733653.1_1948	91.398	93	106
WP_003009527.1	lcl|NZ_AHNG02000018.1_cds_WP_002733579.1_1947	92.038	314	321
WP_003009527.1	lcl|NZ_AHNG02000018.1_cds_WP_002733534.1_1944	26.493	268	321
WP_003009527.1	lcl|NZ_AHNG02000006.1_cds_WP_002722638.1_2749	22.462	325	321
WP_003009527.1	lcl|NZ_AHNG02000018.1_cds_WP_002727919.1_1853	22.776	281	321
WP_003009527.1	lcl|NZ_AHNG02000031.1_cds_WP_002728309.1_556	24.116	311	321
WP_003009527.1	lcl|NZ_AHNG02000020.1_cds_WP_002729504.1_1469	25.000	104	321
WP_003009527.1	lcl|NZ_AHNG02000018.1_cds_WP_016749081.1_1920	27.350	117	321
WP_003009527.1	lcl|NZ_AHNG02000018.1_cds_WP_016749079.1_1941	24.910	277	321
WP_003009854.1	lcl|NZ_AHNG02000018.1_cds_WP_026054882.1_1946	82.192	365	365
WP_003009869.1	lcl|NZ_AHNG02000018.1_cds_WP_002733646.1_1945	90.270	185	185
WP_003009869.1	lcl|NZ_AHNG02000002.1_cds_WP_002721790.1_3256	36.429	140	185
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002733534.1_1944	90.578	329	329
WP_003009535.1	lcl|NZ_AHNG02000006.1_cds_WP_002722638.1_2749	30.696	316	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002727919.1_1853	29.970	337	329
WP_003009535.1	lcl|NZ_AHNG02000031.1_cds_WP_002728309.1_556	30.449	312	329
WP_003009535.1	lcl|NZ_AHNG02000020.1_cds_WP_002729504.1_1469	27.711	332	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002733638.1_1912	29.462	353	329
WP_003009535.1	lcl|NZ_AHNG02000006.1_cds_WP_002732362.1_2624	30.128	312	329
WP_003009535.1	lcl|NZ_AHNG02000031.1_cds_WP_002735602.1_553	28.399	331	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002733546.1_1878	24.254	268	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_016749079.1_1941	28.431	306	329
WP_003009535.1	lcl|NZ_AHNG02000006.1_cds_WP_002732331.1_2535	26.393	341	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002733579.1_1947	25.079	315	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_016749081.1_1920	24.224	322	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002744551.1_1918	28.889	270	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002733698.1_1870	27.174	276	329
WP_003009535.1	lcl|NZ_AHNG02000032.1_cds_WP_002728462.1_295	27.737	274	329
WP_003009535.1	lcl|NZ_AHNG02000006.1_cds_WP_002732574.1_2840	24.242	330	329
WP_003009535.1	lcl|NZ_AHNG02000024.1_cds_WP_002728696.1_963	28.279	244	329
WP_003009535.1	lcl|NZ_AHNG02000018.1_cds_WP_002733757.1_1880	30.994	171	329
WP_003009795.1	lcl|NZ_AHNG02000018.1_cds_WP_002733627.1_1943	80.899	267	267
WP_003009795.1	lcl|NZ_AHNG02000018.1_cds_WP_002733775.1_1907	25.641	234	267
WP_003009795.1	lcl|NZ_AHNG02000018.1_cds_WP_002733554.1_1881	25.306	245	267
WP_003009795.1	lcl|NZ_AHNG02000018.1_cds_WP_002727921.1_1852	26.455	189	267
WP_003009795.1	lcl|NZ_AHNG02000016.1_cds_WP_002729040.1_2111	35.955	89	267
WP_003009795.1	lcl|NZ_AHNG02000020.1_cds_WP_002766579.1_1658	25.269	186	267
WP_003009795.1	lcl|NZ_AHNG02000020.1_cds_WP_002729513.1_1468	23.420	269	267
WP_003009515.1	lcl|NZ_AHNG02000018.1_cds_WP_002738292.1_1942	87.598	508	509
WP_003009515.1	lcl|NZ_AHNG02000032.1_cds_WP_002728536.1_368	27.273	297	509
WP_003009515.1	lcl|NZ_AHNG02000032.1_cds_WP_002728534.1_367	28.302	106	509
WP_003009515.1	lcl|NZ_AHNG02000018.1_cds_WP_002738292.1_1942	87.598	508	509
WP_003009515.1	lcl|NZ_AHNG02000032.1_cds_WP_002728536.1_368	27.273	297	509
WP_003009515.1	lcl|NZ_AHNG02000032.1_cds_WP_002728534.1_367	28.302	106	509
WP_003009505.1	lcl|NZ_AHNG02000018.1_cds_WP_016749079.1_1941	92.073	328	330
WP_003009505.1	lcl|NZ_AHNG02000031.1_cds_WP_002728309.1_556	26.812	276	330
WP_003009505.1	lcl|NZ_AHNG02000018.1_cds_WP_002733534.1_1944	28.197	305	330
WP_003009505.1	lcl|NZ_AHNG02000018.1_cds_WP_016749081.1_1920	29.864	221	330
WP_003009505.1	lcl|NZ_AHNG02000006.1_cds_WP_002722638.1_2749	27.575	301	330
WP_003009505.1	lcl|NZ_AHNG02000018.1_cds_WP_002727919.1_1853	25.316	316	330
WP_003009505.1	lcl|NZ_AHNG02000006.1_cds_WP_002732362.1_2624	27.619	315	330
WP_003009505.1	lcl|NZ_AHNG02000006.1_cds_WP_002732331.1_2535	25.792	221	330
WP_003009505.1	lcl|NZ_AHNG02000006.1_cds_WP_002732574.1_2840	24.380	242	330
WP_003009505.1	lcl|NZ_AHNG02000018.1_cds_WP_002733638.1_1912	24.306	288	330
WP_003009505.1	lcl|NZ_AHNG02000020.1_cds_WP_002729504.1_1469	25.153	163	330
WP_003009505.1	lcl|NZ_AHNG02000018.1_cds_WP_002733546.1_1878	26.977	215	330
WP_003009505.1	lcl|NZ_AHNG02000018.1_cds_WP_002733579.1_1947	23.077	325	330
WP_003009505.1	lcl|NZ_AHNG02000005.1_cds_WP_002739707.1_2880	26.562	128	330
WP_003009505.1	lcl|NZ_AHNG02000031.1_cds_WP_002735602.1_553	30.464	151	330
WP_003009505.1	lcl|NZ_AHNG02000032.1_cds_WP_002728462.1_295	27.200	125	330
WP_003009804.1	lcl|NZ_AHNG02000018.1_cds_WP_002733528.1_1940	68.587	538	538
WP_003009804.1	lcl|NZ_AHNG02000018.1_cds_WP_002733528.1_1940	68.587	538	538
WP_003009317.1	lcl|NZ_AHNG02000018.1_cds_WP_002733670.1_1939	93.939	264	265
WP_003009317.1	lcl|NZ_AHNG02000020.1_cds_WP_002722928.1_1689	41.975	243	265
WP_003009459.1	lcl|NZ_AHNG02000018.1_cds_WP_002733687.1_1938	89.677	310	310
WP_003009459.1	lcl|NZ_AHNG02000019.1_cds_WP_002730863.1_1785	38.284	303	310
WP_003009459.1	lcl|NZ_AHNG02000014.1_cds_WP_002727287.1_2291	29.787	282	310
WP_003009459.1	lcl|NZ_AHNG02000002.1_cds_WP_002727177.1_3204	28.571	133	310
WP_003009459.1	lcl|NZ_AHNG02000018.1_cds_WP_002733687.1_1938	89.677	310	310
WP_003009459.1	lcl|NZ_AHNG02000019.1_cds_WP_002730863.1_1785	38.284	303	310
