WP_003009553.1	lcl|NZ_JADDXM010000099.1_cds_WP_002725873.1_25	92.473	93	106
WP_003009527.1	lcl|NZ_JADDXM010000099.1_cds_WP_061209188.1_24	92.308	312	321
WP_003009527.1	lcl|NZ_JADDXM010000138.1_cds_WP_061208146.1_521	22.154	325	321
WP_003009527.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209097.1_1328	20.863	278	321
WP_003009527.1	lcl|NZ_JADDXM010000303.1_cds_WP_011671706.1_2466	22.776	281	321
WP_003009527.1	lcl|NZ_JADDXM010000045.1_cds_WP_061208650.1_2741	23.939	330	321
WP_003009527.1	lcl|NZ_JADDXM010000029.1_cds_WP_002729504.1_2476	25.000	104	321
WP_003009869.1	lcl|NZ_JADDXM010000040.1_cds_WP_002750963.1_2626	34.932	146	185
WP_003009535.1	lcl|NZ_JADDXM010000035.1_cds_WP_061208754.1_2522	32.335	334	329
WP_003009535.1	lcl|NZ_JADDXM010000138.1_cds_WP_061208146.1_521	31.329	316	329
WP_003009535.1	lcl|NZ_JADDXM010000303.1_cds_WP_011671706.1_2466	29.940	334	329
WP_003009535.1	lcl|NZ_JADDXM010000213.1_cds_WP_061209097.1_1328	30.769	299	329
WP_003009535.1	lcl|NZ_JADDXM010000045.1_cds_WP_061208650.1_2741	30.769	312	329
WP_003009535.1	lcl|NZ_JADDXM010000029.1_cds_WP_002729504.1_2476	27.711	332	329
WP_003009535.1	lcl|NZ_JADDXM010000155.1_cds_WP_061207995.1_733	30.128	312	329
WP_003009535.1	lcl|NZ_JADDXM010000045.1_cds_WP_002754065.1_2738	28.399	331	329
WP_003009535.1	lcl|NZ_JADDXM010000143.1_cds_WP_061208029.1_600	23.881	268	329
WP_003009535.1	lcl|NZ_JADDXM010000099.1_cds_WP_061209188.1_24	25.079	315	329
WP_003009535.1	lcl|NZ_JADDXM010000303.1_cds_WP_061208022.1_2449	27.174	276	329
WP_003009535.1	lcl|NZ_JADDXM010000061.1_cds_WP_002751102.1_2886	27.737	274	329
WP_003009535.1	lcl|NZ_JADDXM010000058.1_cds_IP944_RS03415_2842	29.801	151	329
