WP_003009553.1	lcl|NZ_AOWH01000008.1_cds_WP_000340715.1_121	91.398	93	106
WP_003009527.1	lcl|NZ_AOWH01000008.1_cds_WP_000410273.1_120	90.764	314	321
WP_003009527.1	lcl|NZ_AOWH01000008.1_cds_WP_000093099.1_100	58.730	63	321
WP_003009527.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	27.239	268	321
WP_003009527.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	22.769	325	321
WP_003009527.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	23.656	186	321
WP_003009527.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	22.887	284	321
WP_003009527.1	lcl|NZ_AOWH01000008.1_cds_WP_001067557.1_114	25.382	327	321
WP_003009854.1	lcl|NZ_AOWH01000008.1_cds_WP_000604524.1_119	84.384	365	365
WP_003009869.1	lcl|NZ_AOWH01000008.1_cds_WP_000884059.1_118	91.892	185	185
WP_003009869.1	lcl|NZ_AOWH01000062.1_cds_WP_000351733.1_1212	38.571	140	185
WP_003009535.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	92.097	329	329
WP_003009535.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	32.595	316	329
WP_003009535.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	31.975	319	329
WP_003009535.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	30.448	335	329
WP_003009535.1	lcl|NZ_AOWH01000074.1_cds_WP_001984071.1_1560	32.248	307	329
WP_003009535.1	lcl|NZ_AOWH01000091.1_cds_WP_000649925.1_1783	30.341	323	329
WP_003009535.1	lcl|NZ_AOWH01000031.1_cds_WP_000709511.1_572	29.003	331	329
WP_003009535.1	lcl|NZ_AOWH01000008.1_cds_WP_000601375.1_64	25.993	277	329
WP_003009535.1	lcl|NZ_AOWH01000008.1_cds_WP_001067557.1_114	28.105	306	329
WP_003009535.1	lcl|NZ_AOWH01000074.1_cds_WP_000688695.1_1540	27.811	338	329
WP_003009535.1	lcl|NZ_AOWH01000008.1_cds_WP_000410273.1_120	26.101	318	329
WP_003009535.1	lcl|NZ_AOWH01000008.1_cds_WP_000475904.1_55	27.899	276	329
WP_003009535.1	lcl|NZ_AOWH01000065.1_cds_WP_001074785.1_1297	27.636	275	329
