WP_003009553.1	lcl|NZ_JAMQPX010000001.1_cds_WP_035983633.1_3241	61.628	86	106
WP_003009527.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370129.1_3238	81.935	310	321
WP_003009527.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630011.1_1001	26.398	322	321
WP_003009527.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	23.438	320	321
WP_003009527.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370130.1_3239	20.784	255	321
WP_003009527.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788049.1_3583	20.833	336	321
WP_003009527.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719192.1_1575	22.118	321	321
WP_003009527.1	lcl|NZ_JAMQPX010000002.1_cds_WP_208727372.1_3572	20.690	203	321
WP_003009869.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004788859.1_2826	33.594	128	185
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	30.573	314	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719192.1_1575	31.111	315	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370130.1_3239	28.319	339	329
WP_003009535.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788049.1_3583	29.118	340	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630011.1_1001	27.157	313	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004787140.1_1385	24.845	322	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135629813.1_1317	29.921	254	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370129.1_3238	26.730	318	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369257.1_647	24.806	258	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734655.1_3181	26.038	265	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369348.1_920	28.112	249	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370124.1_3226	33.708	89	329
WP_003009535.1	lcl|NZ_JAMQPX010000002.1_cds_WP_208727372.1_3572	25.524	286	329
WP_003009535.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369463.1_1325	27.326	172	329
WP_003009795.1	lcl|NZ_JAMQPX010000001.1_cds_WP_020777677.1_3120	25.194	258	267
WP_003009795.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370125.1_3227	25.962	208	267
WP_003009795.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100735224.1_1464	27.473	182	267
WP_003009795.1	lcl|NZ_JAMQPX010000002.1_cds_WP_100735693.1_3584	24.873	197	267
WP_003009515.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734512.1_2848	24.405	336	509
WP_003009515.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734513.1_2849	28.070	114	509
WP_003009515.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734512.1_2848	24.405	336	509
WP_003009515.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734513.1_2849	28.070	114	509
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135629813.1_1317	30.043	233	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719192.1_1575	25.177	282	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	29.818	275	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630011.1_1001	23.867	331	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369463.1_1325	25.292	257	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370130.1_3239	24.906	265	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100716954.1_3237	29.457	129	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369348.1_920	27.053	207	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369257.1_647	26.432	227	330
WP_003009505.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788049.1_3583	23.826	298	330
WP_003009505.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004787140.1_1385	27.815	151	330
WP_003009317.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004785686.1_1853	38.281	256	265
WP_003009317.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369141.1_390	25.882	170	265
WP_003009459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369291.1_738	36.213	301	310
WP_003009459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369141.1_390	29.870	308	310
WP_003009459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100721131.1_2760	24.046	262	310
WP_003009459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369291.1_738	36.213	301	310
WP_003009459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369141.1_390	29.870	308	310
WP_003009459.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100721131.1_2760	24.046	262	310
WP_003009905.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004786001.1_366	43.548	62	145
WP_036096974.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369956.1_2734	33.000	100	221
WP_036096974.1	lcl|NZ_JAMQPX010000002.1_cds_WP_135631157.1_3516	28.846	104	221
WP_003009428.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370131.1_3242	29.346	535	664
WP_003009428.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369582.1_1681	36.145	166	664
WP_003009428.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370097.1_3184	27.957	186	664
WP_003009848.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370119.1_3221	28.378	370	393
WP_003009848.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369868.1_2453	26.609	233	393
WP_003009848.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369623.1_1793	22.088	249	393
WP_003009953.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100720970.1_1191	31.538	130	177
WP_003009592.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370119.1_3221	31.188	404	407
WP_036096972.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734478.1_2741	24.219	256	241
WP_036096972.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630790.1_3233	24.609	256	241
